domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
nrc.gov,469609,1272381,330983,2.709447646872185,142.31695516908746,469531
scp.nrc.gov,1483,2239,998,1.5097774780849629,161.3924477410654,1420
video.nrc.gov,1427,1826,958,1.2796075683251578,113.11352487736511,1437
publish.nrc.gov,610,6629,193,10.8672131147541,996.2426229508196,591
tribal.nrc.gov,130,272,124,2.0923076923076924,144.3846153846154,113
feedback.nrc.gov,84,110,67,1.3095238095238095,96.98809523809524,72
papaya.nrc.gov,74,93,38,1.2567567567567568,108.48648648648648,77
