page_title,event_label,page,total_events
NRC: State and Tribal Programs- National Materials Program,https://scp.nrc.gov/materials/nmpbkgrd090604.pdf,scp.nrc.gov/materials.html,2
"Public Meeting Schedule: Search Results | NRC.gov",https://www.nrc.gov/about-nrc/covid-19/guidance-for-visitors-to-nrc-facilities.pdf,www.nrc.gov/pmns/mtg,1
