date,visits
2024-01-04,1812942
2024-01-03,1801406
2024-01-02,1741094
2024-01-01,1018954
2023-12-31,758305
2023-12-30,868670
2023-12-29,1155660
2023-12-28,1329003
2023-12-27,1359768
2023-12-26,1242215
2023-12-25,807443
2023-12-24,663747
2023-12-23,734702
2023-12-22,995102
2023-12-21,1264778
2023-12-20,1295876
2023-12-19,1337543
2023-12-18,1427224
2023-12-17,928973
2023-12-16,841844
2023-12-15,1203255
2023-12-14,1400361
2023-12-13,1473464
2023-12-12,1562372
2023-12-11,1892502
2023-12-10,1059125
2023-12-09,960790
2023-12-08,1417649
2023-12-07,1545800
2023-12-06,1584261
2023-12-05,1576948
2023-12-04,1649258
2023-12-03,1100486
2023-12-02,944213
2023-12-01,1339414
2023-11-30,1484599
2023-11-29,1567235
2023-11-28,1606500
2023-11-27,1612020
2023-11-26,994654
2023-11-25,876983
2023-11-24,1032740
2023-11-23,1044890
2023-11-22,1308222
2023-11-21,1495388
2023-11-20,1588141
2023-11-19,1047086
2023-11-18,985270
2023-11-17,1376621
2023-11-16,1560114
2023-11-15,1627710
2023-11-14,1665407
2023-11-13,1795199
2023-11-12,1088835
2023-11-11,1010322
2023-11-10,1436825
2023-11-09,1804491
2023-11-08,1768789
2023-11-07,2639592
2023-11-06,2943874
2023-11-05,1994726
2023-11-04,1579436
2023-11-03,1958870
2023-11-02,2025517
2023-11-01,2038271
2023-10-31,1903494
2023-10-30,2083713
2023-10-29,1427923
2023-10-28,1271806
2023-10-27,1673513
2023-10-26,1856868
2023-10-25,1961254
2023-10-24,2074863
2023-10-23,2240737
2023-10-22,1575349
2023-10-21,1551498
2023-10-20,2134651
2023-10-19,2598402
2023-10-18,2174834
2023-10-17,2146168
2023-10-16,2202929
2023-10-15,1723637
2023-10-14,1556552
2023-10-13,2101767
2023-10-12,2456172
2023-10-11,2551512
2023-10-10,2625161
2023-10-09,2627935
2023-10-08,2116677
2023-10-07,2120695
