date,browser,visits
2024-01-04,Internet Explorer,332
2024-01-03,Internet Explorer,338
2024-01-02,Internet Explorer,293
2024-01-01,Internet Explorer,186
2023-12-31,Internet Explorer,190
2023-12-30,Internet Explorer,163
2023-12-29,Internet Explorer,208
2023-12-28,Internet Explorer,267
2023-12-27,Internet Explorer,277
2023-12-26,Internet Explorer,236
2023-12-25,Internet Explorer,192
2023-12-24,Internet Explorer,200
2023-12-23,Internet Explorer,166
2023-12-22,Internet Explorer,247
2023-12-21,Internet Explorer,314
2023-12-20,Internet Explorer,350
2023-12-19,Internet Explorer,345
2023-12-18,Internet Explorer,369
2023-12-17,Internet Explorer,261
2023-12-16,Internet Explorer,242
2023-12-15,Internet Explorer,349
2023-12-14,Internet Explorer,346
2023-12-13,Internet Explorer,354
2023-12-12,Internet Explorer,364
2023-12-11,Internet Explorer,395
2023-12-10,Internet Explorer,276
2023-12-09,Internet Explorer,213
2023-12-08,Internet Explorer,258
2023-12-07,Internet Explorer,314
2023-12-06,Internet Explorer,313
2023-12-05,Internet Explorer,337
2023-12-04,Internet Explorer,321
2023-12-03,Internet Explorer,220
2023-12-02,Internet Explorer,205
2023-12-01,Internet Explorer,240
2023-11-30,Internet Explorer,280
2023-11-29,Internet Explorer,386
2023-11-28,Internet Explorer,369
2023-11-27,Internet Explorer,348
2023-11-26,Internet Explorer,243
2023-11-25,Internet Explorer,187
2023-11-24,Internet Explorer,244
2023-11-23,Internet Explorer,295
2023-11-22,Internet Explorer,305
2023-11-21,Internet Explorer,355
2023-11-20,Internet Explorer,372
2023-11-19,Internet Explorer,243
2023-11-18,Internet Explorer,222
2023-11-17,Internet Explorer,359
2023-11-16,Internet Explorer,458
2023-11-15,Internet Explorer,394
2023-11-14,Internet Explorer,401
2023-11-13,Internet Explorer,385
2023-11-12,Internet Explorer,285
2023-11-11,Internet Explorer,229
2023-11-10,Internet Explorer,280
2023-11-09,Internet Explorer,361
2023-11-08,Internet Explorer,379
2023-11-07,Internet Explorer,410
2023-11-06,Internet Explorer,492
2023-11-05,Internet Explorer,353
2023-11-04,Internet Explorer,330
2023-11-03,Internet Explorer,440
2023-11-02,Internet Explorer,496
2023-11-01,Internet Explorer,519
2023-10-31,Internet Explorer,548
2023-10-30,Internet Explorer,533
2023-10-29,Internet Explorer,435
2023-10-28,Internet Explorer,342
2023-10-27,Internet Explorer,474
2023-10-26,Internet Explorer,464
2023-10-25,Internet Explorer,517
2023-10-24,Internet Explorer,554
2023-10-23,Internet Explorer,543
2023-10-22,Internet Explorer,409
2023-10-21,Internet Explorer,341
2023-10-20,Internet Explorer,448
2023-10-19,Internet Explorer,539
2023-10-18,Internet Explorer,556
2023-10-17,Internet Explorer,626
2023-10-16,Internet Explorer,624
2023-10-15,Internet Explorer,363
2023-10-14,Internet Explorer,383
2023-10-13,Internet Explorer,549
2023-10-12,Internet Explorer,618
2023-10-11,Internet Explorer,591
2023-10-10,Internet Explorer,632
2023-10-09,Internet Explorer,601
2023-10-08,Internet Explorer,602
2023-10-07,Internet Explorer,574
