date,os,visits
2024-01-04,Windows,633627
2024-01-04,iOS,563430
2024-01-04,Android,315106
2024-01-04,Macintosh,235008
2024-01-04,Chrome OS,26312
2024-01-04,Linux,23230
2024-01-04,(not set),2045
2024-01-03,Windows,640464
2024-01-03,iOS,570867
2024-01-03,Android,302169
2024-01-03,Macintosh,242817
2024-01-03,Linux,22938
2024-01-03,Chrome OS,22384
2024-01-03,(not set),1998
2024-01-02,Windows,593799
2024-01-02,iOS,555083
2024-01-02,Android,311029
2024-01-02,Macintosh,236004
2024-01-02,Linux,22094
2024-01-02,Chrome OS,16549
2024-01-02,(not set),1890
2024-01-01,iOS,385760
2024-01-01,Windows,234018
2024-01-01,Android,228281
2024-01-01,Macintosh,136439
2024-01-01,Linux,19369
2024-01-01,Chrome OS,7500
2024-01-01,(not set),1788
2023-12-31,iOS,306853
2023-12-31,Android,172949
2023-12-31,Windows,155535
2023-12-31,Macintosh,88457
2023-12-31,Linux,18407
2023-12-31,Chrome OS,4737
2023-12-31,(not set),2124
2023-12-30,iOS,340183
2023-12-30,Android,200570
2023-12-30,Windows,182908
2023-12-30,Macintosh,105768
2023-12-30,Linux,19228
2023-12-30,Chrome OS,5758
2023-12-30,(not set),1558
2023-12-29,iOS,412717
2023-12-29,Windows,330379
2023-12-29,Android,228861
2023-12-29,Macintosh,147146
2023-12-29,Linux,20297
2023-12-29,Chrome OS,7260
2023-12-29,(not set),1753
2023-12-28,iOS,465512
2023-12-28,Windows,421848
2023-12-28,Android,253269
2023-12-28,Macintosh,170487
2023-12-28,Linux,21214
2023-12-28,Chrome OS,8396
2023-12-28,(not set),2817
2023-12-27,iOS,472466
2023-12-27,Windows,437992
2023-12-27,Android,260130
2023-12-27,Macintosh,166437
2023-12-27,Linux,21060
2023-12-27,Chrome OS,7987
2023-12-27,(not set),1951
2023-12-26,iOS,437336
2023-12-26,Windows,388906
2023-12-26,Android,246839
2023-12-26,Macintosh,149987
2023-12-26,Linux,21049
2023-12-26,Chrome OS,7047
2023-12-26,(not set),1726
2023-12-25,iOS,310721
2023-12-25,Android,191226
2023-12-25,Windows,177055
2023-12-25,Macintosh,91205
2023-12-25,Linux,18950
2023-12-25,Chrome OS,3984
2023-12-25,(not set),1743
2023-12-24,iOS,255962
2023-12-24,Android,158710
2023-12-24,Windows,139138
2023-12-24,Macintosh,68586
2023-12-24,Linux,18111
2023-12-24,Chrome OS,3419
2023-12-24,(not set),2075
2023-12-23,iOS,289777
2023-12-23,Android,175757
2023-12-23,Windows,165351
2023-12-23,Macintosh,80501
2023-12-23,Linux,18900
2023-12-23,Chrome OS,4098
2023-12-23,(not set),2477
2023-12-22,iOS,349613
2023-12-22,Windows,315004
2023-12-22,Android,203432
2023-12-22,Macintosh,123976
2023-12-22,Linux,19997
2023-12-22,Chrome OS,8214
2023-12-22,(not set),2076
2023-12-21,Windows,424349
2023-12-21,iOS,394325
2023-12-21,Android,238454
2023-12-21,Macintosh,154432
2023-12-21,Linux,21272
2023-12-21,Chrome OS,15893
2023-12-21,(not set),2302
2023-12-20,Windows,448582
2023-12-20,iOS,390200
2023-12-20,Android,234352
2023-12-20,Macintosh,169798
2023-12-20,Chrome OS,21950
2023-12-20,Linux,21258
2023-12-20,(not set),2298
2023-12-19,Windows,487355
2023-12-19,iOS,401125
2023-12-19,Android,237705
2023-12-19,Macintosh,173957
2023-12-19,Chrome OS,26473
2023-12-19,Linux,22075
2023-12-19,(not set),2279
2023-12-18,Windows,503761
2023-12-18,iOS,423031
2023-12-18,Android,240155
2023-12-18,Macintosh,202861
2023-12-18,Chrome OS,28953
2023-12-18,Linux,21325
2023-12-18,(not set),2039
2023-12-17,iOS,345187
2023-12-17,Windows,231488
2023-12-17,Android,198546
2023-12-17,Macintosh,121523
2023-12-17,Linux,19410
2023-12-17,Chrome OS,9763
2023-12-17,(not set),1363
2023-12-16,iOS,328985
2023-12-16,Windows,194625
2023-12-16,Android,192595
2023-12-16,Macintosh,104938
2023-12-16,Linux,19838
2023-12-16,Chrome OS,6809
2023-12-16,(not set),2087
2023-12-15,Windows,392098
2023-12-15,iOS,370256
2023-12-15,Android,209229
2023-12-15,Macintosh,156840
2023-12-15,Chrome OS,28791
2023-12-15,Linux,21371
2023-12-15,(not set),2402
2023-12-14,Windows,476126
2023-12-14,iOS,422010
2023-12-14,Android,262014
2023-12-14,Macintosh,177846
2023-12-14,Chrome OS,36509
2023-12-14,Linux,21635
2023-12-14,(not set),2843
2023-12-13,Windows,517939
2023-12-13,iOS,439111
2023-12-13,Android,256114
2023-12-13,Macintosh,200448
2023-12-13,Chrome OS,36946
2023-12-13,Linux,21979
2023-12-13,(not set),3371
2023-12-12,Windows,540386
2023-12-12,iOS,475299
2023-12-12,Android,291235
2023-12-12,Macintosh,203355
2023-12-12,Chrome OS,38242
2023-12-12,Linux,22643
2023-12-12,(not set),2821
2023-12-11,iOS,614102
2023-12-11,Windows,609077
2023-12-11,Android,340821
2023-12-11,Macintosh,238637
2023-12-11,Chrome OS,39587
2023-12-11,Linux,24475
2023-12-11,(not set),2588
2023-12-10,iOS,383274
2023-12-10,Windows,269101
2023-12-10,Android,242597
2023-12-10,Macintosh,138045
2023-12-10,Linux,21609
2023-12-10,Chrome OS,12222
2023-12-10,(not set),1843
2023-12-09,iOS,359788
2023-12-09,Android,240361
2023-12-09,Windows,220475
2023-12-09,Macintosh,117290
2023-12-09,Linux,20583
2023-12-09,Chrome OS,7998
2023-12-09,(not set),2032
2023-12-08,iOS,480322
2023-12-08,Windows,430667
2023-12-08,Android,289190
2023-12-08,Macintosh,171424
2023-12-08,Chrome OS,33035
2023-12-08,Linux,22879
2023-12-08,(not set),3547
2023-12-07,Windows,522942
2023-12-07,iOS,464252
2023-12-07,Android,286979
2023-12-07,Macintosh,195770
2023-12-07,Chrome OS,39060
2023-12-07,Linux,23956
2023-12-07,(not set),3072
2023-12-06,Windows,543620
2023-12-06,iOS,466735
2023-12-06,Android,300221
2023-12-06,Macintosh,207560
2023-12-06,Chrome OS,40489
2023-12-06,Linux,23489
2023-12-06,(not set),3297
2023-12-05,Windows,556135
2023-12-05,iOS,478305
2023-12-05,Android,280349
2023-12-05,Macintosh,218826
2023-12-05,Chrome OS,39495
2023-12-05,Linux,23021
2023-12-05,(not set),3029
2023-12-04,Windows,583947
2023-12-04,iOS,486038
2023-12-04,Android,293911
2023-12-04,Macintosh,231749
2023-12-04,Chrome OS,39829
2023-12-04,Linux,23237
2023-12-04,(not set),1903
2023-12-03,iOS,395109
2023-12-03,Windows,269732
2023-12-03,Android,244734
2023-12-03,Macintosh,148042
2023-12-03,Linux,21705
2023-12-03,Chrome OS,12095
2023-12-03,(not set),1566
2023-12-02,iOS,348034
2023-12-02,Android,225792
2023-12-02,Windows,223564
2023-12-02,Macintosh,116333
2023-12-02,Linux,20922
2023-12-02,Chrome OS,8149
2023-12-02,(not set),2667
2023-12-01,Windows,432527
2023-12-01,iOS,390166
2023-12-01,Android,247144
2023-12-01,Macintosh,173140
2023-12-01,Chrome OS,33203
2023-12-01,Linux,21629
2023-12-01,(not set),2926
2023-11-30,Windows,504598
2023-11-30,iOS,452768
2023-11-30,Android,258951
2023-11-30,Macintosh,198404
2023-11-30,Chrome OS,40758
2023-11-30,Linux,22274
2023-11-30,(not set),3257
2023-11-29,Windows,572207
2023-11-29,iOS,445942
2023-11-29,Android,279300
2023-11-29,Macintosh,218655
2023-11-29,Chrome OS,40302
2023-11-29,Linux,22342
2023-11-29,(not set),3038
2023-11-28,Windows,587107
2023-11-28,iOS,465669
2023-11-28,Android,272538
2023-11-28,Macintosh,228473
2023-11-28,Chrome OS,37386
2023-11-28,Linux,22374
2023-11-28,(not set),3241
2023-11-27,Windows,585820
2023-11-27,iOS,457183
2023-11-27,Android,265708
2023-11-27,Macintosh,229439
2023-11-27,Chrome OS,33234
2023-11-27,Linux,23330
2023-11-27,(not set),2545
2023-11-26,iOS,352775
2023-11-26,Windows,259557
2023-11-26,Android,220524
2023-11-26,Macintosh,141890
2023-11-26,Linux,22150
2023-11-26,Chrome OS,10754
2023-11-26,(not set),2556
2023-11-25,iOS,324553
2023-11-25,Android,207981
2023-11-25,Windows,206069
2023-11-25,Macintosh,106272
2023-11-25,Linux,21431
2023-11-25,Chrome OS,7093
2023-11-25,(not set),2727
2023-11-24,iOS,360314
2023-11-24,Windows,304857
2023-11-24,Android,226637
2023-11-24,Macintosh,126059
2023-11-24,Linux,23029
2023-11-24,Chrome OS,7987
2023-11-24,(not set),2766
2023-11-23,iOS,338500
2023-11-23,Windows,312062
2023-11-23,Android,246409
2023-11-23,Macintosh,110195
2023-11-23,Linux,23189
2023-11-23,Chrome OS,6896
2023-11-23,(not set),3696
2023-11-22,Windows,448799
2023-11-22,iOS,408674
2023-11-22,Android,269055
2023-11-22,Macintosh,154814
2023-11-22,Linux,22939
2023-11-22,Chrome OS,10798
2023-11-22,(not set),2443
2023-11-21,Windows,541078
2023-11-21,iOS,446192
2023-11-21,Android,274336
2023-11-21,Macintosh,192711
2023-11-21,Linux,23196
2023-11-21,Chrome OS,20247
2023-11-21,(not set),2024
2023-11-20,Windows,544258
2023-11-20,iOS,456512
2023-11-20,Android,285746
2023-11-20,Macintosh,207424
2023-11-20,Chrome OS,25358
2023-11-20,Linux,23190
2023-11-20,(not set),2801
2023-11-19,iOS,377720
2023-11-19,Windows,261855
2023-11-19,Android,235208
2023-11-19,Macintosh,140294
2023-11-19,Linux,20311
2023-11-19,Chrome OS,10194
2023-11-19,(not set),2650
2023-11-18,iOS,358222
2023-11-18,Android,239554
2023-11-18,Windows,224868
2023-11-18,Macintosh,118105
2023-11-18,Linux,20189
2023-11-18,Chrome OS,7477
2023-11-18,(not set),2029
2023-11-17,Windows,448247
2023-11-17,iOS,413007
2023-11-17,Android,270276
2023-11-17,Macintosh,170339
2023-11-17,Chrome OS,28749
2023-11-17,Linux,22716
2023-11-17,(not set),2167
2023-11-16,Windows,540441
2023-11-16,iOS,484881
2023-11-16,Android,301258
2023-11-16,Macintosh,205315
2023-11-16,Chrome OS,38509
2023-11-16,Linux,25013
2023-11-16,(not set),3013
2023-11-15,Windows,557156
2023-11-15,iOS,490525
2023-11-15,Android,298717
2023-11-15,Macintosh,216383
2023-11-15,Chrome OS,38122
2023-11-15,Linux,23663
2023-11-15,(not set),3654
2023-11-14,Windows,588866
2023-11-14,iOS,481946
2023-11-14,Android,292029
2023-11-14,Macintosh,227050
2023-11-14,Chrome OS,38459
2023-11-14,Linux,23922
2023-11-14,(not set),2579
2023-11-13,Windows,629573
2023-11-13,iOS,545054
2023-11-13,Android,302292
2023-11-13,Macintosh,248826
2023-11-13,Chrome OS,38692
2023-11-13,Linux,25665
2023-11-13,(not set),2723
2023-11-12,iOS,406157
2023-11-12,Windows,276996
2023-11-12,Android,239721
2023-11-12,Macintosh,146273
2023-11-12,Linux,22738
2023-11-12,Chrome OS,12025
2023-11-12,(not set),2530
2023-11-11,iOS,378950
2023-11-11,Android,242895
2023-11-11,Windows,222459
2023-11-11,Macintosh,116363
2023-11-11,Linux,22561
2023-11-11,Chrome OS,7794
2023-11-11,(not set),2388
2023-11-10,iOS,479361
2023-11-10,Windows,426383
2023-11-10,Android,306716
2023-11-10,Macintosh,169680
2023-11-10,Linux,23754
2023-11-10,Chrome OS,20486
2023-11-10,(not set),2342
2023-11-09,iOS,586104
2023-11-09,Windows,575147
2023-11-09,Android,342195
2023-11-09,Macintosh,220393
2023-11-09,Chrome OS,35172
2023-11-09,Linux,25562
2023-11-09,(not set),2692
2023-11-08,Windows,625697
2023-11-08,iOS,541101
2023-11-08,Android,338228
2023-11-08,Macintosh,229668
2023-11-08,Chrome OS,37884
2023-11-08,Linux,27201
2023-11-08,(not set),2236
2023-11-07,Windows,976780
2023-11-07,iOS,691613
2023-11-07,Android,570592
2023-11-07,Macintosh,300995
2023-11-07,Linux,37200
2023-11-07,Chrome OS,34523
2023-11-07,(not set),2861
2023-11-06,Windows,1126057
2023-11-06,iOS,755626
2023-11-06,Android,691265
2023-11-06,Macintosh,340257
2023-11-06,Linux,38308
2023-11-06,Chrome OS,36330
2023-11-06,(not set),2305
2023-11-05,Windows,598277
2023-11-05,iOS,582361
2023-11-05,Android,522636
2023-11-05,Macintosh,220657
2023-11-05,Linux,31738
2023-11-05,Chrome OS,13512
2023-11-05,(not set),2293
2023-11-04,iOS,504683
2023-11-04,Windows,460921
2023-11-04,Android,424506
2023-11-04,Macintosh,161580
2023-11-04,Linux,29502
2023-11-04,Chrome OS,9124
2023-11-04,(not set),2831
2023-11-03,Windows,683515
2023-11-03,iOS,552176
2023-11-03,Android,435688
2023-11-03,Macintosh,213961
2023-11-03,Chrome OS,30687
2023-11-03,Linux,30146
2023-11-03,(not set),2227
2023-11-02,Windows,728831
2023-11-02,iOS,583606
2023-11-02,Android,443910
2023-11-02,Macintosh,245233
2023-11-02,Chrome OS,35386
2023-11-02,Linux,29306
2023-11-02,(not set),1760
2023-11-01,Windows,708700
2023-11-01,iOS,596445
2023-11-01,Android,436864
2023-11-01,Macintosh,239010
2023-11-01,Chrome OS,34872
2023-11-01,Linux,30136
2023-11-01,(not set),2135
2023-10-31,Windows,696367
2023-10-31,iOS,546738
2023-10-31,Android,424016
2023-10-31,Macintosh,234655
2023-10-31,Linux,29739
2023-10-31,Chrome OS,29049
2023-10-31,(not set),2889
2023-10-30,Windows,787537
2023-10-30,iOS,559478
2023-10-30,Android,413874
2023-10-30,Macintosh,253734
2023-10-30,Chrome OS,33192
2023-10-30,Linux,29364
2023-10-30,(not set),2437
2023-10-29,iOS,468803
2023-10-29,Windows,398931
2023-10-29,Android,358752
2023-10-29,Macintosh,169341
2023-10-29,Linux,26411
2023-10-29,Chrome OS,11861
2023-10-29,(not set),2280
2023-10-28,iOS,453343
2023-10-28,Android,336180
2023-10-28,Windows,332109
2023-10-28,Macintosh,132367
2023-10-28,Linux,25983
2023-10-28,Chrome OS,8197
2023-10-28,(not set),2489
2023-10-27,Windows,560759
2023-10-27,iOS,524518
2023-10-27,Android,368708
2023-10-27,Macintosh,188869
2023-10-27,Chrome OS,27938
2023-10-27,Linux,26373
2023-10-27,(not set),2303
2023-10-26,Windows,648978
2023-10-26,iOS,548528
2023-10-26,Android,386127
2023-10-26,Macintosh,226053
2023-10-26,Chrome OS,35784
2023-10-26,Linux,27408
2023-10-26,(not set),3091
2023-10-25,Windows,691922
2023-10-25,iOS,574102
2023-10-25,Android,413684
2023-10-25,Macintosh,238514
2023-10-25,Chrome OS,34863
2023-10-25,Linux,27675
2023-10-25,(not set),3500
2023-10-24,Windows,711079
2023-10-24,iOS,626727
2023-10-24,Android,442677
2023-10-24,Macintosh,248934
2023-10-24,Chrome OS,35794
2023-10-24,Linux,27844
2023-10-24,(not set),3485
2023-10-23,Windows,766133
2023-10-23,iOS,690458
2023-10-23,Android,448707
2023-10-23,Macintosh,266532
2023-10-23,Chrome OS,35898
2023-10-23,Linux,28439
2023-10-23,(not set),2321
2023-10-22,iOS,581247
2023-10-22,Windows,404504
2023-10-22,Android,400021
2023-10-22,Macintosh,176638
2023-10-22,Linux,25388
2023-10-22,Chrome OS,12832
2023-10-22,(not set),2154
2023-10-21,iOS,590525
2023-10-21,Android,426472
2023-10-21,Windows,358080
2023-10-21,Macintosh,151847
2023-10-21,Linux,24890
2023-10-21,Chrome OS,9152
2023-10-21,(not set),1849
2023-10-20,iOS,746662
2023-10-20,Windows,602059
2023-10-20,Android,489408
2023-10-20,Macintosh,221411
2023-10-20,Chrome OS,28332
2023-10-20,Linux,27209
2023-10-20,(not set),2172
2023-10-19,iOS,935399
2023-10-19,Windows,778587
2023-10-19,Android,560411
2023-10-19,Macintosh,272726
2023-10-19,Chrome OS,36353
2023-10-19,Linux,29606
2023-10-19,(not set),2283
2023-10-18,Windows,714908
2023-10-18,iOS,661297
2023-10-18,Android,469432
2023-10-18,Macintosh,252597
2023-10-18,Chrome OS,34421
2023-10-18,Linux,29323
2023-10-18,(not set),2243
2023-10-17,Windows,767249
2023-10-17,iOS,648552
2023-10-17,Android,460851
2023-10-17,Macintosh,260445
2023-10-17,Chrome OS,35123
2023-10-17,Linux,29460
2023-10-17,(not set),2246
2023-10-16,Windows,765122
2023-10-16,iOS,670382
2023-10-16,Android,464493
2023-10-16,Macintosh,267262
2023-10-16,Chrome OS,34393
2023-10-16,Linux,30490
2023-10-16,(not set),2191
2023-10-15,iOS,601991
2023-10-15,Android,469713
2023-10-15,Windows,411778
2023-10-15,Macintosh,188945
2023-10-15,Linux,28371
2023-10-15,Chrome OS,12476
2023-10-15,(not set),2157
2023-10-14,iOS,560336
2023-10-14,Android,452286
2023-10-14,Windows,366559
2023-10-14,Macintosh,152918
2023-10-14,Linux,27009
2023-10-14,Chrome OS,9403
2023-10-14,(not set),2013
2023-10-13,iOS,683077
2023-10-13,Windows,622722
2023-10-13,Android,559051
2023-10-13,Macintosh,213967
2023-10-13,Linux,29327
2023-10-13,Chrome OS,27115
2023-10-13,(not set),2257
2023-10-12,iOS,813803
2023-10-12,Windows,746350
2023-10-12,Android,592826
