date,browser,os,visits
2024-01-04,Chrome,Windows,466172
2024-01-04,Safari,iOS,458600
2024-01-04,Chrome,Android,259880
2024-01-04,Edge,Windows,133067
2024-01-04,Chrome,Macintosh,129309
2024-01-04,Safari,Macintosh,96153
2024-01-04,Chrome,iOS,77171
2024-01-04,Chrome,Chrome OS,26312
2024-01-04,Safari (in-app),iOS,25997
2024-01-04,Samsung Internet,Android,23972
2024-01-04,Firefox,Windows,23617
2024-01-04,Chrome,Linux,21306
2024-01-04,Android Webview,Android,20493
2024-01-04,Firefox,Macintosh,6119
2024-01-04,Opera,Windows,3990
2024-01-04,Edge,Android,2047
2024-01-04,Firefox,Android,1896
2024-01-04,Opera,Android,1754
2024-01-04,(not set),(not set),1666
2024-01-04,Firefox,Linux,1229
2024-01-04,Edge,Macintosh,1177
2024-01-04,Mozilla Compatible Agent,Macintosh,625
2024-01-04,Amazon Silk,Android,565
2024-01-04,YaBrowser,Windows,524
2024-01-04,Samsung Internet,Linux,385
2024-01-04,Internet Explorer,Windows,330
2024-01-04,Opera Mini,(not set),318
2024-01-04,UC Browser,Android,315
2024-01-04,Opera,Macintosh,313
2024-01-04,YaBrowser,Android,198
2024-01-04,Whale Browser,Android,185
2024-01-04,Coc Coc,Windows,163
2024-01-04,Edge,Linux,140
2024-01-04,YaBrowser,iOS,118
2024-01-04,Whale Browser,Windows,101
2024-01-03,Chrome,Windows,470300
2024-01-03,Safari,iOS,453879
2024-01-03,Chrome,Android,253158
2024-01-03,Chrome,Macintosh,136646
2024-01-03,Edge,Windows,134027
2024-01-03,Safari,Macintosh,98242
2024-01-03,Chrome,iOS,80355
2024-01-03,Safari (in-app),iOS,24984
2024-01-03,Firefox,Windows,24364
2024-01-03,Android Webview,Android,23775
2024-01-03,Samsung Internet,Android,23409
2024-01-03,Chrome,Chrome OS,22384
2024-01-03,Chrome,Linux,21061
2024-01-03,Firefox,Macintosh,6297
2024-01-03,Opera,Windows,4083
2024-01-03,Opera,Android,1730
2024-01-03,(not set),(not set),1697
2024-01-03,Firefox,Android,1634
2024-01-03,Firefox,Linux,1211
2024-01-03,Edge,Macintosh,1151
2024-01-03,Edge,Android,1146
2024-01-03,Mozilla Compatible Agent,Macintosh,678
2024-01-03,Amazon Silk,Android,589
2024-01-03,YaBrowser,Windows,483
2024-01-03,Samsung Internet,Linux,437
2024-01-03,Internet Explorer,Windows,333
2024-01-03,Opera,Macintosh,305
2024-01-03,UC Browser,Android,304
2024-01-03,Opera Mini,(not set),289
2024-01-03,YaBrowser,Android,202
2024-01-03,Whale Browser,Android,180
2024-01-03,Coc Coc,Windows,135
2024-01-03,YaBrowser,iOS,128
2024-01-03,Edge,Linux,117
2024-01-02,Safari,iOS,459547
2024-01-02,Chrome,Windows,440060
2024-01-02,Chrome,Android,255367
2024-01-02,Chrome,Macintosh,133345
2024-01-02,Edge,Windows,128267
2024-01-02,Safari,Macintosh,96756
2024-01-02,Chrome,iOS,76439
2024-01-02,Android Webview,Android,26567
2024-01-02,Safari (in-app),iOS,24012
2024-01-02,Firefox,Windows,23852
2024-01-02,Samsung Internet,Android,23666
2024-01-02,Chrome,Linux,20264
2024-01-02,Chrome,Chrome OS,16549
2024-01-02,Firefox,Macintosh,6164
2024-01-02,Opera,Windows,3854
2024-01-02,Firefox,Android,1764
2024-01-02,Opera,Android,1699
2024-01-02,(not set),(not set),1607
2024-01-02,Edge,Macintosh,1164
2024-01-02,Edge,Android,1157
2024-01-02,Firefox,Linux,1102
2024-01-02,Mozilla Compatible Agent,Macintosh,661
2024-01-02,Amazon Silk,Android,579
2024-01-02,YaBrowser,Windows,454
2024-01-02,Samsung Internet,Linux,419
2024-01-02,UC Browser,Android,311
2024-01-02,Opera,Macintosh,305
2024-01-02,Internet Explorer,Windows,292
2024-01-02,Opera Mini,(not set),260
2024-01-02,Whale Browser,Android,209
2024-01-02,YaBrowser,Android,209
2024-01-02,Coc Coc,Windows,153
2024-01-02,YaBrowser,iOS,142
2024-01-02,Edge,Linux,115
2024-01-02,Whale Browser,Windows,107
