date,os,visits
2024-01-04,Windows,20085
2024-01-04,Android,7314
2024-01-04,iOS,4073
2024-01-04,Macintosh,3877
2024-01-04,Linux,2859
2024-01-04,Chrome OS,517
2024-01-04,,102
2024-01-03,Windows,22860
2024-01-03,Android,10187
2024-01-03,iOS,5696
2024-01-03,Macintosh,4601
2024-01-03,Linux,3779
2024-01-03,Chrome OS,547
2024-01-03,(not set),102
2024-01-02,Windows,18691
2024-01-02,Android,10420
2024-01-02,iOS,5133
2024-01-02,Macintosh,3986
2024-01-02,Linux,3722
2024-01-02,Chrome OS,391
2024-01-01,Android,10832
2024-01-01,Windows,6104
2024-01-01,iOS,4152
2024-01-01,Linux,3855
2024-01-01,Macintosh,1925
2024-01-01,Chrome OS,119
2023-12-31,Android,6148
2023-12-31,Windows,3841
2023-12-31,Linux,3494
2023-12-31,iOS,2766
2023-12-31,Macintosh,1368
2023-12-30,Android,5360
2023-12-30,Windows,4209
2023-12-30,Linux,3670
2023-12-30,iOS,2967
2023-12-30,Macintosh,1597
2023-12-29,Windows,10329
2023-12-29,Android,6036
2023-12-29,Linux,3632
2023-12-29,iOS,3579
2023-12-29,Macintosh,2428
2023-12-29,Chrome OS,101
2023-12-28,Windows,14733
2023-12-28,Android,6376
2023-12-28,iOS,4120
2023-12-28,Linux,3632
2023-12-28,Macintosh,2833
2023-12-28,Chrome OS,118
2023-12-27,Windows,13749
2023-12-27,Android,8017
2023-12-27,iOS,4444
2023-12-27,Linux,3774
2023-12-27,Macintosh,2982
2023-12-27,Chrome OS,113
2023-12-26,Windows,11275
2023-12-26,Android,10300
2023-12-26,iOS,4684
2023-12-26,Linux,3571
2023-12-26,Macintosh,2422
2023-12-26,Chrome OS,119
2023-12-25,Android,8714
2023-12-25,Windows,5043
2023-12-25,iOS,3788
2023-12-25,Linux,3522
2023-12-25,Macintosh,1301
2023-12-24,Android,6870
2023-12-24,Windows,3897
2023-12-24,Linux,3488
2023-12-24,iOS,3183
2023-12-24,Macintosh,1208
2023-12-23,Android,7802
2023-12-23,Windows,4281
2023-12-23,iOS,3884
2023-12-23,Linux,3683
2023-12-23,Macintosh,1447
2023-12-22,Windows,12717
2023-12-22,Android,7430
2023-12-22,iOS,4410
2023-12-22,Linux,3788
2023-12-22,Macintosh,2760
2023-12-22,Chrome OS,236
2023-12-21,Windows,19471
2023-12-21,Android,6955
2023-12-21,iOS,4385
2023-12-21,Macintosh,3825
2023-12-21,Linux,3760
2023-12-21,Chrome OS,534
2023-12-20,Windows,22314
2023-12-20,Android,7245
2023-12-20,Macintosh,4787
2023-12-20,iOS,4751
2023-12-20,Linux,3683
2023-12-20,Chrome OS,720
2023-12-19,Windows,22081
2023-12-19,Android,7604
2023-12-19,iOS,4795
2023-12-19,Macintosh,4742
2023-12-19,Linux,3805
2023-12-19,Chrome OS,808
2023-12-18,Windows,21806
2023-12-18,Android,8366
2023-12-18,Macintosh,5396
2023-12-18,iOS,4574
2023-12-18,Linux,3791
2023-12-18,Chrome OS,971
2023-12-17,Windows,7732
2023-12-17,Android,7611
2023-12-17,Linux,4489
2023-12-17,iOS,3776
2023-12-17,Macintosh,3181
2023-12-17,Chrome OS,423
2023-12-16,Android,6940
2023-12-16,Windows,5737
2023-12-16,Linux,3864
2023-12-16,iOS,3580
2023-12-16,Macintosh,2408
2023-12-16,Chrome OS,232
2023-12-15,Windows,17837
2023-12-15,Android,6769
2023-12-15,Macintosh,4770
2023-12-15,iOS,4696
