source,session_default_channel_group,visits,pageviews,users,pageviews_per_session,avg_session_duration,bounce_rate
google,Organic Search,598092,1060606,375029,1.7733158109454732,223.5579083016292,0.41793403021608716
(direct),Direct,385158,614363,329118,1.5950934421717839,121.38733348162575,0.6343916003302541
bing,Organic Search,39754,76884,22011,1.9339940634904664,275.49829704902652,0.37724505710117223
govdelivery,Email,20414,34631,11638,1.6964338199275006,189.2498197254825,0.50269422945037723
(not set),Unassigned,42224,17758,41088,0.42056650246305421,43.966815759165407,0.99921845395983322
yahoo,Organic Search,5113,9713,3247,1.8996675141795423,268.32892035908463,0.37121063954625466
duckduckgo,Organic Search,2229,4164,1583,1.8681022880215343,185.94481534679227,0.40466576940331989
USAID Bureau for Resilience and Food Security / Agrilinks,Email,2417,3836,1421,1.5870914356640464,203.3269163512619,0.51261894911046757
ecosia.org,Organic Search,700,1414,431,2.02,262.01965711428568,0.37857142857142856
baidu,Organic Search,274,742,220,2.7080291970802919,222.51561083211681,0.63868613138686137
hs_email,Email,190,473,123,2.4894736842105263,362.61975341578955,0.64736842105263159
DASH,Display,313,313,313,1,0,1
happymonday,Unassigned,193,255,83,1.3212435233160622,237.59746589119169,0.48186528497409326
yandex,Organic Search,84,169,55,2.0119047619047619,277.66094272619046,0.4642857142857143
qwant.com,Organic Search,46,120,26,2.6086956521739131,142.88309119565218,0.43478260869565216
ForecastDec2023,Email,46,99,22,2.152173913043478,551.44321165217389,0.36956521739130432
English Global List,Email,90,94,79,1.0444444444444445,24.829424011111112,0.75555555555555554
idealist,Referral,55,85,44,1.5454545454545454,180.73373876363635,0.30909090909090908
slider,Unassigned,33,81,10,2.4545454545454546,485.39954242424244,0.39393939393939392
zalo,Organic Social,47,79,36,1.6808510638297873,153.85465846808512,0.68085106382978722
