date,visits
2024-01-04,1199495
2024-01-03,1261054
2024-01-02,1188850
2024-01-01,540430
2023-12-31,403666
2023-12-30,471562
2023-12-29,759674
2023-12-28,898985
2023-12-27,929912
2023-12-26,824499
2023-12-25,345365
2023-12-24,359817
2023-12-23,452453
2023-12-22,1041374
2023-12-21,942523
2023-12-20,948257
2023-12-19,949872
2023-12-18,969366
2023-12-17,440841
2023-12-16,432008
2023-12-15,834124
2023-12-14,946339
2023-12-13,1037834
2023-12-12,1032990
2023-12-11,1204101
2023-12-10,509786
2023-12-09,474899
2023-12-08,930201
2023-12-07,1027950
2023-12-06,1135771
2023-12-05,1083834
2023-12-04,1070410
2023-12-03,476853
2023-12-02,491980
2023-12-01,910392
2023-11-30,1037457
2023-11-29,1090299
2023-11-28,1114242
2023-11-27,1098001
2023-11-26,466869
2023-11-25,411400
2023-11-24,561617
2023-11-23,397112
2023-11-22,785387
2023-11-21,913537
2023-11-20,943176
2023-11-19,425447
2023-11-18,438946
2023-11-17,833936
2023-11-16,961545
2023-11-15,1041039
2023-11-14,1068568
2023-11-13,1021652
2023-11-12,412514
2023-11-11,396753
2023-11-10,588153
2023-11-09,975037
2023-11-08,1072309
2023-11-07,1069922
2023-11-06,1070658
2023-11-05,485804
2023-11-04,457369
2023-11-03,896295
2023-11-02,1008311
2023-11-01,1046309
2023-10-31,922394
2023-10-30,1009849
2023-10-29,420584
2023-10-28,404848
2023-10-27,821018
2023-10-26,944194
2023-10-25,1010152
2023-10-24,1022044
2023-10-23,966698
2023-10-22,424111
2023-10-21,427944
2023-10-20,791160
2023-10-19,940773
2023-10-18,965507
2023-10-17,993283
2023-10-16,981798
2023-10-15,421614
2023-10-14,428402
2023-10-13,689926
2023-10-12,888768
2023-10-11,938967
2023-10-10,931838
2023-10-09,664372
2023-10-08,388007
2023-10-07,404963
