domain,visits,users,pageviews,pageviews_per_session,avg_session_duration,bounce_rate
tools.usps.com,302049471,115533565,439638883,1.4555194602542443,169.20577305539848,0.6068293991483269
reg.usps.com,71411759,24484414,104681222,1.4658821385424774,105.84889536179534,0.16289534332854061
www.usps.com,64252615,27654922,91698716,1.4271592837116436,83.601627901731334,0.13597731391944126
informeddelivery.usps.com,51563473,11685504,110333397,2.1397588366477951,160.9753251314886,0.0843169931552128
(other),41305040,20478860,44854457,1.0859318136479228,95.884490457127853,0.59108922301007338
store.usps.com,5878557,4323986,24372321,4.14597000590451,169.96614279594192,0.1738134035274303
faq.usps.com,5512986,4369157,8330039,1.5109849725720326,120.84622332026348,0.13936349557209107
about.usps.com,3618230,2561759,5956844,1.6463419959482952,153.04455133743016,0.34921301299254054
postcalc.usps.com,1850595,1278477,8253420,4.4598737162912467,281.575111764158,0.15921852161061711
holdmail.usps.com,1771931,1478963,4031561,2.2752358867247087,194.38140841757436,0.068762835573168479
pe.usps.com,960642,753614,1639207,1.7063661592976365,149.20997203772268,0.18328784292171277
emailus.usps.com,932472,701911,2189748,2.3483257406120503,203.23506274368884,0.12089800015442823
gateway.usps.com,567335,279715,1736267,3.0603911269355848,249.61458413000079,0.051408779645183179
poboxes.usps.com,514948,404298,1547319,3.0048063105400935,283.82369935936055,0.14505930695914929
es.usps.com,504295,360264,679635,1.3476933144290544,92.268211741143574,0.4984126354613867
m.usps.com,269950,205231,357203,1.3232191146508612,116.15605876084089,0.32609742544915726
onlineclaims.usps.com,224675,123710,806823,3.59106709691777,480.86499866752865,0.10097251585623679
retail-pi.usps.com,199072,142805,571949,2.8730760729786207,191.61025131582039,0.052061565664684131
es-tools.usps.com,174598,90855,347714,1.9915119302626605,236.83012859158757,0.34606925623432111
postalpro.usps.com,159834,127734,287055,1.7959570554450242,197.54967960405796,0.22419510241875945
