source,session_default_channel_group,visits,pageviews,users,pageviews_per_session,avg_session_duration,bounce_rate
(direct),Direct,277862391,515798792,117767897,1.8563102050035984,160.41791241537288,0.59997929334740374
google,Organic Search,91134647,229950502,24018497,2.523195179545711,276.03741638498218,0.38900928644624039
google,Paid Search,7453191,23871444,2482093,3.2028488200557317,256.90613838907751,0.32562683553930122
(other),(other),25682854,18300922,14237599,0.71257353252095734,78.428715040441958,0.44565086107642088
bing,Organic Search,5001763,15088605,1734263,3.0166573266266314,318.44138134491,0.25676046625959686
other,Email,6093600,12718072,1299114,2.08711960089274,195.30357091745287,0.50723431140869113
expected,Email,2791806,6127736,842682,2.1949003619879033,168.769297436247,0.47734907081652522
(not set),Unassigned,2638343,6009439,2555725,2.2777322736278034,411.34637623025287,0.99665054922729912
yahoo,Organic Search,1833999,5548727,581407,3.0254798394110356,300.97843289590992,0.24593252231871446
outfordelivery,Email,2325044,5257656,772035,2.2613146245834486,206.20790968914653,0.46430476154429767
duckduckgo,Organic Search,1156592,3115110,356263,2.6933525391840858,268.72157374054035,0.34156815886673952
delivered,Email,1034611,2547069,390154,2.4618615112346571,183.72286622084241,0.44073569679812025
(unlinked SA360 account),Unassigned,422033,1711991,192662,4.0565334938263122,331.12748220982957,0.16024339328915038
payment-confirmation,Email,637394,1458547,158584,2.2882973482649662,246.80717280393287,0.45615114042491772
google-my-business-url,Unassigned,378785,1210056,140115,3.1945721187481024,380.45094533930069,0.30813522182768588
sfmc,Email,740629,1082817,286368,1.4620234962444085,136.65969381848535,0.65071851088736732
googlediscovery,Organic Social,528117,569300,492738,1.0779808262184327,30.2875559997671,0.93107777253903967
postscript,Unassigned,334021,511213,125823,1.5304816164253146,135.25134052316471,0.66803584205783473
alertxddno,Email,175513,505559,59572,2.8804646949228832,259.00834787374157,0.37427427028197341
Klaviyo,Email,322806,502330,122239,1.5561358834718066,143.1305251263762,0.5993692806205585
