date,visits
2024-01-04,13515582
2024-01-03,12971132
2024-01-02,13896805
2024-01-01,6530519
2023-12-31,6087963
2023-12-30,10416972
2023-12-29,12453898
2023-12-28,12570744
2023-12-27,11988142
2023-12-26,12809388
2023-12-25,5410384
2023-12-24,7456476
2023-12-23,12866128
2023-12-22,16528440
2023-12-21,18189251
2023-12-20,18649857
2023-12-19,18959970
2023-12-18,20050418
2023-12-17,10867388
2023-12-16,14688930
2023-12-15,17020875
2023-12-14,17677901
2023-12-13,17125901
2023-12-12,17092653
2023-12-11,18780521
2023-12-10,10270347
2023-12-09,13912177
2023-12-08,16958745
2023-12-07,18299695
2023-12-06,18104184
2023-12-05,18738135
2023-12-04,20145605
2023-12-03,10758301
2023-12-02,14944793
2023-12-01,17672876
2023-11-30,17502056
2023-11-29,16333113
2023-11-28,15544359
2023-11-27,15356953
2023-11-26,7959163
2023-11-25,10160076
2023-11-24,11756961
2023-11-23,6478367
2023-11-22,12213631
2023-11-21,12740680
2023-11-20,13947378
2023-11-19,7117479
2023-11-18,10007090
2023-11-17,12701124
2023-11-16,13380261
2023-11-15,12914504
2023-11-14,12383512
2023-11-13,15285357
2023-11-12,6845785
2023-11-11,7552150
2023-11-10,11048459
2023-11-09,11999120
2023-11-08,12013800
2023-11-07,11202453
2023-11-06,12155452
2023-11-05,6050262
2023-11-04,8349727
2023-11-03,10823612
2023-11-02,10986483
2023-11-01,10849613
2023-10-31,10220960
2023-10-30,11426419
2023-10-29,5741417
2023-10-28,8204910
2023-10-27,10989706
2023-10-26,11932083
2023-10-25,11920693
2023-10-24,11048450
2023-10-23,11660310
2023-10-22,6005032
2023-10-21,8438089
2023-10-20,11134821
2023-10-19,11749222
2023-10-18,11885925
2023-10-17,11694225
2023-10-16,12502054
2023-10-15,6222505
2023-10-14,8814631
2023-10-13,11567447
2023-10-12,11726627
2023-10-11,11693380
2023-10-10,13082003
2023-10-09,9389781
2023-10-08,5298814
2023-10-07,7970672
