date,browser,os,visits
2024-01-04,Safari,iOS,270594
2024-01-04,Edge,Windows,266695
2024-01-04,Chrome,Windows,243346
2024-01-04,Chrome,Android,184134
2024-01-04,Safari,Macintosh,65545
2024-01-04,Chrome,iOS,39062
2024-01-04,Safari (in-app),iOS,38277
2024-01-04,Chrome,Macintosh,32136
2024-01-04,Samsung Internet,Android,22106
2024-01-04,Chrome,Linux,16245
2024-01-04,Firefox,Windows,15777
2024-01-04,Android Webview,Android,11974
2024-01-04,Chrome,Chrome OS,10412
2024-01-04,(other),(other),9973
2024-01-04,Amazon Silk,Android,2863
2024-01-04,Firefox,Macintosh,2361
2024-01-04,Firefox,Android,2056
2024-01-04,Mozilla Compatible Agent,Macintosh,1732
2024-01-04,Opera,Windows,977
2024-01-04,Firefox,Linux,785
2024-01-04,Samsung Internet,Linux,755
2024-01-04,(not set),,598
2024-01-04,Edge,Macintosh,404
2024-01-04,Internet Explorer,Windows,387
2024-01-04,Opera,Android,263
2024-01-04,Mozilla Compatible Agent,Linux,247
2024-01-04,Edge,Linux,138
2024-01-03,Safari,iOS,330411
2024-01-03,Edge,Windows,314009
2024-01-03,Chrome,Windows,277370
2024-01-03,Chrome,Android,206925
2024-01-03,Safari,Macintosh,72874
2024-01-03,Safari (in-app),iOS,50254
2024-01-03,Chrome,iOS,43913
2024-01-03,Chrome,Macintosh,37384
2024-01-03,Samsung Internet,Android,26280
2024-01-03,Chrome,Linux,21025
2024-01-03,Android Webview,Android,17861
2024-01-03,Firefox,Windows,16909
2024-01-03,Chrome,Chrome OS,11979
2024-01-03,Amazon Silk,Android,3337
2024-01-03,Mozilla Compatible Agent,Macintosh,2912
2024-01-03,Edge,Android,2724
2024-01-03,Firefox,Macintosh,2723
2024-01-03,Firefox,Android,2387
2024-01-03,Opera,Windows,1026
2024-01-03,Samsung Internet,Linux,985
2024-01-03,Firefox,Linux,877
2024-01-03,(not set),(not set),558
2024-01-03,Edge,Macintosh,551
2024-01-03,Internet Explorer,Windows,536
2024-01-03,Opera,Android,364
2024-01-03,Edge,Linux,156
2024-01-02,Safari,iOS,311374
2024-01-02,Edge,Windows,302615
2024-01-02,Chrome,Windows,262540
2024-01-02,Chrome,Android,202326
2024-01-02,Safari,Macintosh,69640
2024-01-02,Safari (in-app),iOS,47859
2024-01-02,Chrome,iOS,41569
2024-01-02,Chrome,Macintosh,35394
2024-01-02,Samsung Internet,Android,24465
2024-01-02,Chrome,Linux,20171
2024-01-02,Firefox,Windows,17486
2024-01-02,Android Webview,Android,16542
2024-01-02,Chrome,Chrome OS,11644
2024-01-02,Amazon Silk,Android,3444
2024-01-02,Mozilla Compatible Agent,Macintosh,2873
2024-01-02,Firefox,Macintosh,2689
2024-01-02,Edge,Android,2493
2024-01-02,Firefox,Android,2296
2024-01-02,Mozilla Compatible Agent,Linux,1624
2024-01-02,Firefox,Linux,1093
2024-01-02,Opera,Windows,1069
2024-01-02,Samsung Internet,Linux,882
2024-01-02,Edge,Macintosh,485
2024-01-02,Internet Explorer,Windows,464
2024-01-02,Opera,Android,344
2024-01-02,(not set),(not set),212
2024-01-02,Edge,Linux,116
2024-01-01,Safari,iOS,169834
2024-01-01,Edge,Windows,140726
2024-01-01,Chrome,Android,116270
2024-01-01,Chrome,Windows,72063
2024-01-01,Safari,Macintosh,35700
2024-01-01,Safari (in-app),iOS,32154
2024-01-01,Chrome,iOS,22374
2024-01-01,Chrome,Linux,16974
2024-01-01,Chrome,Macintosh,14875
2024-01-01,Android Webview,Android,14501
2024-01-01,Samsung Internet,Android,13931
2024-01-01,Firefox,Windows,7426
2024-01-01,Chrome,Chrome OS,5649
2024-01-01,Amazon Silk,Android,2442
2024-01-01,Mozilla Compatible Agent,Macintosh,1260
2024-01-01,Firefox,Macintosh,1219
2024-01-01,Firefox,Android,1155
2024-01-01,Edge,Android,1082
2024-01-01,Firefox,Linux,778
2024-01-01,Opera,Windows,620
2024-01-01,Samsung Internet,Linux,591
2024-01-01,Edge,Macintosh,250
2024-01-01,Opera,Android,225
2024-01-01,(not set),(not set),111
2023-12-31,Safari,iOS,138753
2023-12-31,Edge,Windows,126937
2023-12-31,Chrome,Android,90039
2023-12-31,Chrome,Windows,56427
2023-12-31,Safari,Macintosh,29554
2023-12-31,Safari (in-app),iOS,28293
2023-12-31,Chrome,iOS,18902
2023-12-31,Chrome,Linux,16442
2023-12-31,Android Webview,Android,11790
2023-12-31,Chrome,Macintosh,11728
2023-12-31,Samsung Internet,Android,10628
2023-12-31,Firefox,Windows,5691
2023-12-31,Chrome,Chrome OS,4296
2023-12-31,Amazon Silk,Android,1592
2023-12-31,Mozilla Compatible Agent,Macintosh,1174
2023-12-31,Firefox,Android,1037
2023-12-31,Firefox,Macintosh,933
2023-12-31,Edge,Android,899
2023-12-31,Samsung Internet,Linux,545
2023-12-31,Opera,Windows,466
2023-12-31,Firefox,Linux,464
2023-12-31,Opera,Android,208
2023-12-31,Edge,Macintosh,168
2023-12-31,(not set),(not set),101
2023-12-30,Safari,iOS,163628
2023-12-30,Edge,Windows,143548
