source,session_default_channel_group,visits,pageviews,users,pageviews_per_session,avg_session_duration,bounce_rate
(direct),Direct,13926056,53784648,9483239,3.8621593938728953,243.30785184549177,0.53310592747867735
google,Organic Search,10512095,52080906,4006253,4.9543793125918292,352.27553328549396,0.31552207243180358
bing,Organic Search,1851555,10777728,588574,5.8209062112656662,501.472035903445,0.28761500468525103
(other),(other),869752,3550608,669362,4.0823223171662724,322.5895931743807,1
VANotify,Email,564378,3364157,245578,5.9608223566474949,350.93352058829191,0.28169241182328159
google,Paid Search,889263,2926676,535279,3.2911253476193205,268.51116814029933,0.5477873250095866
yahoo,Organic Search,329289,2475299,131451,7.5171019985483873,541.52472971881843,0.21514232179028148
feature,Email,509996,2390251,221460,4.6868034259092228,291.04567235647534,0.35794594467407587
middle,Email,305369,1375903,139812,4.5057062111740223,300.11949851071324,0.36310169008642
google_dv360,Paid Other,751624,1063586,409323,1.4150506104115887,75.533264632647445,0.7580199674305238
(not set),Unassigned,171186,1028947,154948,6.0106959681282346,480.31377573662564,0.99869148178005207
bing,Paid Search,174962,861865,133007,4.9260125055726389,325.5165567506773,0.30340302465678259
duckduckgo,Organic Search,145271,778505,63574,5.3589842432419408,414.14165164644692,0.29531014448857651
events,Email,141841,407754,92807,2.8747259255081392,225.32928839332772,0.4467044084573572
facebook.com,Paid Social,93543,147301,78720,1.5746875768363213,76.725939073228361,0.75798295970836937
VRfeature,Email,43250,133776,27141,3.0930867052023121,300.20967184416185,0.41960693641618496
header,Email,29718,119338,18775,4.0156807322161656,259.59108362702739,0.41146779729456895
aol,Organic Search,13995,118387,5240,8.45923544122901,562.61141313826374,0.10253662022150768
myhealthevet,Email,24077,112997,9859,4.6931511400922039,313.59915608576648,0.34323213024878513
facebook,Paid Social,61977,97448,48657,1.5723252174193652,116.18604434262711,0.68104296755247917
