date,browser,os_version,visits
2024-01-04,Edge,10,265040
2024-01-04,Chrome,10,237964
2024-01-04,Firefox,10,15654
2024-01-04,Opera,10,942
2024-01-04,Firefox,7,840
2024-01-04,Internet Explorer,10,496
2024-01-04,Edge,7,486
2024-01-04,Edge,8.1,344
2024-01-04,Chrome,7,263
2024-01-04,Firefox,8.1,132
2024-01-04,Firefox,8,101
2024-01-03,Edge,10,252656
2024-01-03,Chrome,10,189604
2024-01-03,Chrome,11,82089
2024-01-03,Edge,11,60855
2024-01-03,Firefox,10,16353
2024-01-03,Chrome,7,3605
2024-01-03,Chrome,8.1,1671
2024-01-03,Opera,10,972
2024-01-03,Firefox,7,911
2024-01-03,Internet Explorer,10,537
2024-01-03,Edge,7,496
2024-01-03,Edge,8.1,354
2024-01-03,Chrome,8,172
2024-01-03,Firefox,8.1,122
2024-01-03,Firefox,XP,101
2024-01-02,Edge,10,242966
2024-01-02,Chrome,10,166173
2024-01-02,Chrome,11,84539
2024-01-02,Edge,11,60876
2024-01-02,Firefox,10,16606
2024-01-02,Chrome,7,3453
2024-01-02,Chrome,8.1,1438
2024-01-02,Opera,10,992
2024-01-02,Firefox,7,921
2024-01-02,Edge,7,425
2024-01-02,Internet Explorer,10,425
2024-01-02,Edge,8.1,334
2024-01-02,Firefox,8.1,182
2024-01-02,Chrome,8,142
2024-01-02,Firefox,8,101
2024-01-01,Edge,10,117134
2024-01-01,Chrome,10,37222
2024-01-01,Chrome,11,30782
2024-01-01,Edge,11,23937
2024-01-01,Firefox,10,6815
2024-01-01,Chrome,7,1934
2024-01-01,Chrome,8.1,739
2024-01-01,Opera,10,638
2024-01-01,Firefox,7,557
2024-01-01,Edge,7,233
2024-01-01,Edge,8.1,172
2023-12-31,Edge,10,109833
2023-12-31,Chrome,10,32787
2023-12-31,Chrome,11,21406
2023-12-31,Edge,11,17760
2023-12-31,Firefox,10,5377
2023-12-31,Chrome,7,1144
2023-12-31,Chrome,8.1,678
2023-12-31,Opera,10,446
2023-12-31,Firefox,7,375
2023-12-31,Chrome,8,122
2023-12-31,Edge,7,111
2023-12-31,Edge,8.1,111
2023-12-30,Edge,10,114309
2023-12-30,Chrome,10,38275
2023-12-30,Chrome,11,28058
