date,os,visits
2024-01-04,Windows,442993
2024-01-04,iOS,133793
2024-01-04,Macintosh,85715
2024-01-04,Android,79821
2024-01-04,Chrome OS,44065
2024-01-04,Linux,13960
2024-01-04,(not set),386
2024-01-03,Windows,358397
2024-01-03,iOS,115337
2024-01-03,Macintosh,83730
2024-01-03,Android,66413
2024-01-03,Chrome OS,33084
2024-01-03,Linux,11018
2024-01-03,(not set),222
2024-01-02,Windows,303285
2024-01-02,iOS,108319
2024-01-02,Macintosh,64165
2024-01-02,Android,60743
2024-01-02,Chrome OS,17845
2024-01-02,Linux,8442
2024-01-02,(not set),228
2024-01-01,iOS,68143
2024-01-01,Windows,65381
2024-01-01,Android,42939
2024-01-01,Macintosh,29861
2024-01-01,Linux,6959
2024-01-01,Chrome OS,3741
2024-01-01,(not set),141
2023-12-31,Windows,60123
2023-12-31,iOS,56129
2023-12-31,Android,33463
2023-12-31,Macintosh,24338
2023-12-31,Linux,6242
2023-12-31,Chrome OS,2275
2023-12-31,(not set),139
2023-12-30,iOS,61483
2023-12-30,Windows,56556
2023-12-30,Android,36637
2023-12-30,Macintosh,26373
2023-12-30,Linux,6448
2023-12-30,Chrome OS,2557
2023-12-30,(not set),155
2023-12-29,Windows,157184
2023-12-29,iOS,80761
2023-12-29,Android,46228
2023-12-29,Macintosh,36504
2023-12-29,Linux,7487
2023-12-29,Chrome OS,3260
2023-12-29,(not set),257
2023-12-28,Windows,217136
2023-12-28,iOS,85123
2023-12-28,Android,49379
2023-12-28,Macintosh,40353
2023-12-28,Linux,8370
2023-12-28,Chrome OS,3557
2023-12-28,(not set),199
2023-12-27,Windows,211340
2023-12-27,iOS,86053
2023-12-27,Android,48322
2023-12-27,Macintosh,41903
2023-12-27,Linux,8093
2023-12-27,Chrome OS,3370
2023-12-27,(not set),189
2023-12-26,Windows,155065
2023-12-26,iOS,71280
2023-12-26,Android,43628
2023-12-26,Macintosh,37659
2023-12-26,Linux,8010
2023-12-26,Chrome OS,2762
2023-12-26,(not set),169
2023-12-25,iOS,44453
2023-12-25,Windows,44258
2023-12-25,Android,29056
2023-12-25,Macintosh,22469
2023-12-25,Linux,6906
2023-12-25,Chrome OS,1383
2023-12-25,(not set),120
2023-12-24,iOS,45561
2023-12-24,Windows,41556
2023-12-24,Android,29236
2023-12-24,Macintosh,23261
2023-12-24,Linux,6749
2023-12-24,Chrome OS,1535
2023-12-23,iOS,55593
2023-12-23,Windows,49942
2023-12-23,Android,35007
2023-12-23,Macintosh,27214
2023-12-23,Linux,6799
2023-12-23,Chrome OS,2043
2023-12-23,(not set),139
2023-12-22,Windows,183128
