date,language,visits
2023-12-13,Slovak,58
2023-12-13,Serbian,50
2023-12-13,(other),44
2023-12-13,Hindi,43
2023-12-13,Slovenian,40
2023-12-13,Bulgarian,39
2023-12-13,Catalan,22
2023-12-13,Azerbaijani,18
2023-12-13,Uzbek,17
2023-12-13,Lithuanian,12
2023-12-13,Malay,11
2023-12-12,English,780120
2023-12-12,Spanish,13383
2023-12-12,Chinese,4700
2023-12-12,Portuguese,3155
2023-12-12,Japanese,2982
2023-12-12,Korean,2797
2023-12-12,German,2402
2023-12-12,French,2345
2023-12-12,Vietnamese,978
2023-12-12,Italian,922
2023-12-12,Dutch,811
2023-12-12,Russian,792
2023-12-12,Turkish,790
2023-12-12,Arabic,680
2023-12-12,Indonesian,577
2023-12-12,Swedish,502
2023-12-12,Polish,396
2023-12-12,Thai,375
2023-12-12,Danish,273
2023-12-12,Norwegian Bokmål,209
2023-12-12,Romanian,207
2023-12-12,Hebrew,205
2023-12-12,Croatian,184
2023-12-12,Finnish,181
2023-12-12,Ukrainian,180
2023-12-12,Greek,160
2023-12-12,Bosnian,157
2023-12-12,Czech,156
2023-12-12,Hungarian,156
2023-12-12,Slovak,111
2023-12-12,Persian,92
2023-12-12,Slovenian,76
2023-12-12,Bulgarian,65
2023-12-12,Macedonian,65
2023-12-12,Albanian,64
2023-12-12,(other),61
2023-12-12,Hindi,45
2023-12-12,Serbian,43
2023-12-12,Catalan,32
2023-12-12,Afrikaans,15
2023-12-12,Malay,15
2023-12-12,Uzbek,14
2023-12-12,Lithuanian,12
2023-12-12,Bengali,11
2023-12-12,Estonian,11
2023-12-11,English,673229
2023-12-11,Spanish,12974
2023-12-11,Chinese,3276
2023-12-11,Portuguese,2337
2023-12-11,French,1654
2023-12-11,Japanese,1654
2023-12-11,Korean,1445
2023-12-11,German,1050
2023-12-11,Vietnamese,961
2023-12-11,Russian,734
