date,browser,os_version,visits
2024-01-04,Chrome,10,202572
2024-01-04,Chrome,11,64062
2024-01-04,Edge,10,61839
2024-01-04,Edge,11,32610
2024-01-04,Firefox,10,8072
2024-01-04,Chrome,7,2113
2024-01-04,Opera,10,721
2024-01-04,Chrome,8.1,690
2024-01-04,Firefox,7,205
2024-01-04,Chrome,8,181
2024-01-04,Internet Explorer,10,172
2024-01-04,Edge,7,119
2024-01-03,Chrome,10,152444
2024-01-03,Chrome,11,63944
2024-01-03,Edge,10,56974
2024-01-03,Edge,11,30390
2024-01-03,Firefox,10,8090
2024-01-03,Chrome,7,2145
2024-01-03,Opera,10,673
2024-01-03,Chrome,8.1,672
2024-01-03,Firefox,7,226
2024-01-03,Chrome,8,199
2024-01-03,Internet Explorer,10,167
2024-01-02,Chrome,10,131187
2024-01-02,Chrome,11,57780
2024-01-02,Edge,10,51398
2024-01-02,Edge,11,28531
2024-01-02,Firefox,10,9274
2024-01-02,Chrome,7,1947
2024-01-02,Opera,10,675
2024-01-02,Chrome,8.1,657
2024-01-02,Firefox,7,189
2024-01-02,Chrome,8,167
2024-01-02,Internet Explorer,10,167
2024-01-01,Chrome,10,25189
2024-01-01,Chrome,11,16596
2024-01-01,Edge,11,7618
2024-01-01,Edge,10,7292
2024-01-01,Firefox,10,6851
2024-01-01,Chrome,7,888
2024-01-01,Opera,10,443
2024-01-01,Chrome,8.1,263
2024-01-01,Chrome,8,111
2024-01-01,Firefox,7,111
2023-12-31,Chrome,10,29747
2023-12-31,Chrome,11,11720
2023-12-31,Firefox,10,6431
2023-12-31,Edge,11,5308
2023-12-31,Edge,10,5228
2023-12-31,Chrome,7,626
2023-12-31,Opera,10,314
2023-12-31,Chrome,8.1,180
2023-12-31,Chrome,8,114
2023-12-30,Chrome,10,21264
2023-12-30,Chrome,11,13300
2023-12-30,Firefox,10,7094
2023-12-30,Edge,10,5999
2023-12-30,Edge,11,5936
2023-12-30,Chrome,7,763
2023-12-30,Opera,10,365
2023-12-30,Chrome,8.1,234
2023-12-30,Chrome,8,135
2023-12-30,Firefox,7,111
2023-12-29,Chrome,10,69208
2023-12-29,Chrome,11,31985
2023-12-29,Edge,10,26809
2023-12-29,Edge,11,15988
2023-12-29,Firefox,10,9180
2023-12-29,Chrome,7,1362
2023-12-29,Chrome,8.1,521
2023-12-29,Opera,10,483
2023-12-29,Firefox,7,164
2023-12-29,Chrome,8,160
2023-12-29,Internet Explorer,10,101
2023-12-28,Chrome,10,100283
2023-12-28,Chrome,11,42312
2023-12-28,Edge,10,36062
2023-12-28,Edge,11,20272
2023-12-28,Firefox,10,10145
2023-12-28,Chrome,7,1654
2023-12-28,Opera,10,575
2023-12-28,Chrome,8.1,573
2023-12-28,Chrome,8,228
2023-12-28,Firefox,7,180
2023-12-27,Chrome,10,92378
2023-12-27,Chrome,11,42078
2023-12-27,Edge,10,36768
2023-12-27,Edge,11,20040
2023-12-27,Firefox,10,10798
2023-12-27,Chrome,7,2052
2023-12-27,Chrome,8.1,583
2023-12-27,Opera,10,572
2023-12-27,Chrome,8,194
2023-12-27,Firefox,7,153
2023-12-27,Internet Explorer,10,150
2023-12-26,Chrome,10,68567
2023-12-26,Chrome,11,32229
2023-12-26,Edge,10,25316
2023-12-26,Edge,11,15223
2023-12-26,Firefox,10,9355
2023-12-26,Chrome,7,1652
2023-12-26,Opera,10,468
2023-12-26,Chrome,8.1,458
2023-12-26,Chrome,8,164
2023-12-26,Firefox,7,118
2023-12-26,Internet Explorer,10,107
2023-12-25,Chrome,10,17431
2023-12-25,Chrome,11,9717
2023-12-25,Firefox,10,7620
2023-12-25,Edge,10,3985
2023-12-25,Edge,11,3666
2023-12-25,Chrome,7,730
2023-12-25,Opera,10,342
2023-12-25,Chrome,8.1,240
2023-12-25,Chrome,8,157
2023-12-24,Chrome,10,15864
2023-12-24,Chrome,11,8720
2023-12-24,Firefox,10,8572
2023-12-24,Edge,11,3641
2023-12-24,Edge,10,3586
2023-12-24,Chrome,7,785
2023-12-24,Opera,10,339
2023-12-24,Chrome,8.1,200
2023-12-24,Chrome,8,123
2023-12-23,Chrome,10,18906
2023-12-23,Firefox,10,10628
2023-12-23,Chrome,11,10621
2023-12-23,Edge,10,4729
2023-12-23,Edge,11,4310
2023-12-23,Chrome,7,1089
2023-12-23,Opera,10,389
2023-12-23,Chrome,8.1,235
2023-12-23,Chrome,8,129
2023-12-22,Chrome,10,85759
2023-12-22,Chrome,11,34019
2023-12-22,Edge,10,28339
2023-12-22,Edge,11,15364
2023-12-22,Firefox,10,15105
2023-12-22,Chrome,7,1742
2023-12-22,Opera,10,497
2023-12-22,Chrome,8.1,467
2023-12-22,Chrome,8,164
2023-12-22,Firefox,7,117
2023-12-22,Internet Explorer,10,110
2023-12-21,Chrome,10,116751
2023-12-21,Chrome,11,49087
2023-12-21,Edge,10,45389
2023-12-21,Edge,11,23401
2023-12-21,Firefox,10,17256
2023-12-21,Chrome,7,2121
2023-12-21,Opera,10,627
2023-12-21,Chrome,8.1,573
2023-12-21,Chrome,8,215
2023-12-21,Internet Explorer,10,164
2023-12-21,Firefox,7,163
2023-12-20,Chrome,10,135795
2023-12-20,Chrome,11,54558
2023-12-20,Edge,10,49633
2023-12-20,Edge,11,25263
2023-12-20,Firefox,10,11718
2023-12-20,Chrome,7,2119
2023-12-20,Opera,10,649
2023-12-20,Chrome,8.1,599
2023-12-20,Chrome,8,209
2023-12-20,Internet Explorer,10,175
2023-12-20,Firefox,7,144
2023-12-19,Chrome,10,150271
2023-12-19,Chrome,11,59053
2023-12-19,Edge,10,52102
2023-12-19,Edge,11,27163
2023-12-19,Firefox,10,7359
2023-12-19,Chrome,7,2094
2023-12-19,Opera,10,689
2023-12-19,Chrome,8.1,636
2023-12-19,Chrome,8,253
2023-12-19,Internet Explorer,10,201
2023-12-19,Firefox,7,160
2023-12-18,Chrome,10,134089
2023-12-18,Chrome,11,59747
2023-12-18,Edge,10,50726
2023-12-18,Edge,11,27761
2023-12-18,Firefox,10,6815
2023-12-18,Chrome,7,2272
2023-12-18,Opera,10,714
2023-12-18,Chrome,8.1,671
2023-12-18,Internet Explorer,10,188
2023-12-18,Chrome,8,186
2023-12-18,Firefox,7,176
2023-12-17,Chrome,10,30007
2023-12-17,Chrome,11,19264
2023-12-17,Edge,11,8142
2023-12-17,Edge,10,8043
2023-12-17,Firefox,10,2398
2023-12-17,Chrome,7,1055
2023-12-17,Opera,10,612
2023-12-17,Chrome,8.1,323
2023-12-17,Chrome,8,128
2023-12-16,Chrome,10,26340
2023-12-16,Chrome,11,16584
2023-12-16,Edge,11,6684
2023-12-16,Edge,10,6559
2023-12-16,Firefox,10,2072
2023-12-16,Chrome,7,1232
2023-12-16,Opera,10,460
2023-12-16,Chrome,8.1,279
2023-12-16,Chrome,8,124
2023-12-16,Firefox,7,105
2023-12-15,Chrome,10,119133
2023-12-15,Chrome,11,52995
2023-12-15,Edge,10,44072
2023-12-15,Edge,11,24678
2023-12-15,Firefox,10,6348
2023-12-15,Chrome,7,2044
2023-12-15,Opera,10,757
2023-12-15,Chrome,8.1,637
2023-12-15,Firefox,7,197
2023-12-15,Internet Explorer,10,178
2023-12-15,Chrome,8,165
2023-12-14,Chrome,10,142715
2023-12-14,Chrome,11,60651
2023-12-14,Edge,10,52142
