date,screen_resolution,visits
2024-01-04,1920x1080,191557
2024-01-04,1280x720,59299
2024-01-04,1366x768,55266
2024-01-04,1280x960,50871
2024-01-04,1536x864,47552
2024-01-04,390x844,38914
2024-01-04,1440x900,30426
2024-01-04,428x926,18628
2024-01-04,414x896,17355
2024-01-04,430x932,15828
2024-01-04,393x852,12749
2024-01-04,2560x1440,12152
2024-01-04,375x812,11772
2024-01-04,412x915,10156
2024-01-04,1600x900,9635
2024-01-04,1680x1050,8997
2024-01-04,1920x1200,8995
2024-01-04,360x800,8481
2024-01-04,1280x800,7676
2024-01-04,800x600,7173
2024-01-04,375x667,6177
2024-01-04,360x780,5916
2024-01-04,810x1080,5662
2024-01-04,1517x852,4588
2024-01-04,1280x1024,4423
2024-01-04,3440x1440,4373
2024-01-04,1536x960,4047
2024-01-04,412x892,3891
2024-01-04,384x824,3566
2024-01-04,384x854,3174
2024-01-04,412x883,3082
2024-01-04,2048x1152,3070
2024-01-04,385x854,3044
2024-01-04,1470x956,2865
2024-01-04,1300x730,2747
2024-01-04,1512x982,2664
2024-01-04,320x693,2649
2024-01-04,1024x2160,2514
2024-01-04,384x857,2475
2024-01-04,384x832,2456
2024-01-04,412x869,2338
2024-01-04,1728x1117,2336
2024-01-04,2560x1080,2287
2024-01-04,768x1024,2015
2024-01-04,820x1180,1974
2024-01-04,1024x768,1874
2024-01-04,393x873,1863
2024-01-04,414x736,1856
2024-01-04,1024x1366,1767
2024-01-04,1504x1003,1644
2024-01-04,1792x1120,1615
2024-01-04,360x760,1565
2024-01-04,1368x912,1512
2024-01-04,432x960,1441
2024-01-04,412x846,1355
2024-01-04,360x772,1186
2024-01-04,834x1194,1157
2024-01-04,360x740,1153
2024-01-04,320x712,1102
2024-01-04,1241x697,1079
2024-01-04,320x568,1061
2024-01-04,2240x1260,1021
2024-01-03,1920x1080,175924
2024-01-03,1280x720,53811
2024-01-03,1366x768,44950
2024-01-03,1536x864,44473
2024-01-03,390x844,33424
2024-01-03,1440x900,27579
2024-01-03,428x926,17872
2024-01-03,414x896,15215
2024-01-03,430x932,15012
2024-01-03,2560x1440,11694
2024-01-03,393x852,11303
2024-01-03,375x812,10782
2024-01-03,1600x900,8817
2024-01-03,412x915,8697
2024-01-03,1680x1050,8523
2024-01-03,1920x1200,8509
2024-01-03,1280x800,7486
2024-01-03,360x800,7141
2024-01-03,1280x960,6872
2024-01-03,375x667,5498
2024-01-03,800x600,5204
2024-01-03,810x1080,4826
2024-01-03,360x780,4616
2024-01-03,3440x1440,4221
2024-01-03,1280x1024,3993
2024-01-03,1536x960,3913
2024-01-03,1517x852,3272
2024-01-03,412x892,3044
2024-01-03,2048x1152,2951
2024-01-03,384x824,2916
2024-01-03,385x854,2780
2024-01-03,1470x956,2734
2024-01-03,1512x982,2583
2024-01-03,384x854,2526
2024-01-03,1728x1117,2442
2024-01-03,384x857,2356
2024-01-03,320x693,2254
2024-01-03,2560x1080,2249
2024-01-03,1300x730,2176
2024-01-03,412x883,2165
2024-01-03,384x832,2052
2024-01-03,820x1180,1938
2024-01-03,393x873,1935
2024-01-03,412x869,1891
2024-01-03,768x1024,1736
2024-01-03,1792x1120,1712
2024-01-03,1024x1366,1637
2024-01-03,414x736,1611
2024-01-03,1024x768,1587
2024-01-03,1504x1003,1519
2024-01-03,1368x912,1395
2024-01-03,360x760,1256
2024-01-03,432x960,1181
2024-01-03,834x1194,1145
2024-01-03,1536x1024,1028
2024-01-03,2240x1260,1024
2024-01-03,412x846,1011
2024-01-02,1920x1080,149496
2024-01-02,1280x720,41065
2024-01-02,1536x864,37388
2024-01-02,390x844,31882
2024-01-02,1366x768,30647
2024-01-02,1440x900,25564
2024-01-02,428x926,15953
2024-01-02,414x896,14345
2024-01-02,430x932,13517
2024-01-02,393x852,10634
2024-01-02,2560x1440,10088
2024-01-02,375x812,9548
2024-01-02,412x915,8580
2024-01-02,1600x900,7793
2024-01-02,1680x1050,7480
2024-01-02,1920x1200,7470
2024-01-02,1280x800,6510
2024-01-02,360x800,6452
2024-01-02,375x667,4977
2024-01-02,800x600,4524
2024-01-02,360x780,4260
2024-01-02,3440x1440,3543
2024-01-02,810x1080,3448
2024-01-02,1536x960,3360
2024-01-02,1280x1024,3271
2024-01-02,412x892,2992
2024-01-02,385x854,2779
2024-01-02,384x824,2641
2024-01-02,1470x956,2546
2024-01-02,2048x1152,2450
2024-01-02,384x857,2426
2024-01-02,1728x1117,2419
2024-01-02,1280x960,2407
2024-01-02,1512x982,2400
2024-01-02,384x854,2295
2024-01-02,320x693,2115
2024-01-02,412x883,1970
2024-01-02,2560x1080,1932
2024-01-02,384x832,1875
2024-01-02,412x869,1808
2024-01-02,393x873,1777
2024-01-02,1792x1120,1664
2024-01-02,820x1180,1625
2024-01-02,768x1024,1584
2024-01-02,1517x852,1551
2024-01-02,1024x768,1499
2024-01-02,414x736,1494
