date,browser,os,visits
2024-01-04,Chrome,Windows,318722
2024-01-04,Edge,Windows,114551
2024-01-04,Safari,iOS,111560
2024-01-04,Chrome,Android,68972
2024-01-04,Safari,Macintosh,49042
2024-01-04,Chrome,Chrome OS,44065
2024-01-04,Chrome,Macintosh,33881
2024-01-04,Chrome,iOS,16338
2024-01-04,Firefox,Windows,10092
2024-01-04,Chrome,Linux,7702
2024-01-04,Firefox,Linux,5747
2024-01-04,Samsung Internet,Android,5731
2024-01-04,Android Webview,Android,3889
2024-01-04,Safari (in-app),iOS,2751
2024-01-04,Firefox,Macintosh,1664
2024-01-04,Opera,Windows,913
2024-01-04,Firefox,Android,773
2024-01-04,Edge,Android,489
2024-01-04,Amazon Silk,Android,391
2024-01-04,Opera,Android,310
2024-01-04,Edge,Macintosh,290
2024-01-04,Mozilla Compatible Agent,Macintosh,278
2024-01-04,Internet Explorer,Windows,242
2024-01-04,Mozilla Compatible Agent,(not set),195
2024-01-04,(not set),(not set),148
2024-01-04,Samsung Internet,Linux,113
2024-01-03,Chrome,Windows,244826
2024-01-03,Edge,Windows,99050
2024-01-03,Safari,iOS,98262
2024-01-03,Chrome,Android,56147
2024-01-03,Safari,Macintosh,47777
2024-01-03,Chrome,Macintosh,33213
2024-01-03,Chrome,Chrome OS,33084
2024-01-03,Chrome,iOS,14849
2024-01-03,Firefox,Windows,9579
2024-01-03,Chrome,Linux,7053
2024-01-03,Samsung Internet,Android,4505
2024-01-03,Firefox,Linux,3919
2024-01-03,Android Webview,Android,3792
2024-01-03,Safari (in-app),iOS,2685
2024-01-03,Firefox,Macintosh,1464
2024-01-03,Opera,Windows,799
2024-01-03,Firefox,Android,568
2024-01-03,Edge,Android,384
2024-01-03,Amazon Silk,Android,348
2024-01-03,Opera,Android,280
2024-01-03,Edge,Macintosh,269
2024-01-03,Mozilla Compatible Agent,Macintosh,224
2024-01-03,Internet Explorer,Windows,209
2024-01-03,(not set),(not set),165
2024-01-02,Chrome,Windows,204630
2024-01-02,Safari,iOS,91543
2024-01-02,Edge,Windows,85323
2024-01-02,Chrome,Android,52680
2024-01-02,Safari,Macintosh,33897
2024-01-02,Chrome,Macintosh,29743
2024-01-02,Chrome,Chrome OS,17845
2024-01-02,Chrome,iOS,13755
2024-01-02,Firefox,Windows,10402
2024-01-02,Chrome,Linux,6853
2024-01-02,Samsung Internet,Android,4193
2024-01-02,Android Webview,Android,2769
2024-01-02,Safari (in-app),iOS,2447
2024-01-02,Firefox,Linux,1505
2024-01-02,Firefox,Macintosh,1337
2024-01-02,Opera,Windows,755
2024-01-02,Firefox,Android,422
2024-01-02,Edge,Android,371
2024-01-02,Edge,Macintosh,315
2024-01-02,Opera,Android,294
2024-01-02,Amazon Silk,Android,261
2024-01-02,Internet Explorer,Windows,203
2024-01-02,(not set),(not set),188
2024-01-02,Mozilla Compatible Agent,Macintosh,164
2024-01-01,Safari,iOS,57028
2024-01-01,Chrome,Windows,43504
2024-01-01,Chrome,Android,36843
2024-01-01,Safari,Macintosh,18368
2024-01-01,Edge,Windows,15205
2024-01-01,Chrome,Macintosh,10593
2024-01-01,Chrome,iOS,9600
2024-01-01,Firefox,Windows,6961
2024-01-01,Chrome,Linux,6477
2024-01-01,Chrome,Chrome OS,3741
2024-01-01,Samsung Internet,Android,2642
2024-01-01,Android Webview,Android,2123
2024-01-01,Safari (in-app),iOS,1382
2024-01-01,Firefox,Macintosh,592
2024-01-01,Opera,Windows,458
2024-01-01,Firefox,Linux,321
2024-01-01,Firefox,Android,318
2024-01-01,Amazon Silk,Android,271
2024-01-01,Edge,Android,227
2024-01-01,Opera,Android,170
2024-01-01,Mozilla Compatible Agent,Macintosh,139
2023-12-31,Safari,iOS,47048
2023-12-31,Chrome,Windows,42584
2023-12-31,Chrome,Android,27994
2023-12-31,Safari,Macintosh,15929
2023-12-31,Edge,Windows,10526
2023-12-31,Chrome,Macintosh,7649
2023-12-31,Chrome,iOS,7573
2023-12-31,Firefox,Windows,6553
2023-12-31,Chrome,Linux,5911
2023-12-31,Chrome,Chrome OS,2275
2023-12-31,Android Webview,Android,2194
2023-12-31,Samsung Internet,Android,2098
2023-12-31,Safari (in-app),iOS,1425
2023-12-31,Firefox,Macintosh,412
2023-12-31,Opera,Windows,325
2023-12-31,Firefox,Android,312
2023-12-31,Firefox,Linux,255
2023-12-31,Amazon Silk,Android,240
2023-12-31,Edge,Android,182
2023-12-31,Opera,Android,147
2023-12-31,Mozilla Compatible Agent,Macintosh,127
2023-12-31,(not set),(not set),101
2023-12-30,Safari,iOS,51785
2023-12-30,Chrome,Windows,35446
2023-12-30,Chrome,Android,31047
2023-12-30,Safari,Macintosh,17212
2023-12-30,Edge,Windows,12108
2023-12-30,Chrome,Macintosh,8976
2023-12-30,Chrome,iOS,8370
2023-12-30,Firefox,Windows,7266
2023-12-30,Chrome,Linux,6110
2023-12-30,Chrome,Chrome OS,2557
2023-12-30,Android Webview,Android,2384
2023-12-30,Samsung Internet,Android,2285
2023-12-30,Safari (in-app),iOS,1575
2023-12-30,Firefox,Macintosh,518
2023-12-30,Opera,Windows,375
2023-12-30,Firefox,Android,309
2023-12-30,Firefox,Linux,275
2023-12-30,Amazon Silk,Android,211
2023-12-30,Opera,Android,181
2023-12-30,Edge,Android,175
2023-12-30,Mozilla Compatible Agent,Macintosh,129
2023-12-30,(not set),(not set),105
2023-12-29,Chrome,Windows,104420
2023-12-29,Safari,iOS,68961
2023-12-29,Edge,Windows,42891
2023-12-29,Chrome,Android,38496
