domain,visits,users,pageviews,pageviews_per_session,avg_session_duration,bounce_rate
www.bls.gov,3714351,2718841,5781568,1.5565486406642774,167.77755670408763,0.41990188864757261
www.dol.gov,3152995,2427595,3986169,1.2642484368037374,140.00071510076168,0.41770443657538309
www.osha.gov,2547574,1624107,4757735,1.8675551720970618,214.00904397045187,0.39803711295530569
www.careeronestop.org,847402,577638,3883253,4.5825393378821389,309.19802990210303,0.32027892310851286
data.bls.gov,639848,443708,1082251,1.6914188994886286,127.66665422567704,0.28665089208687061
flag.dol.gov,556535,192455,1298441,2.33308057893933,347.61265034599796,0.37884050419111109
webapps.dol.gov,290765,255277,825421,2.8387907760562654,125.78291007778789,0.28036386772823413
seasonaljobs.dol.gov,204514,94992,1140165,5.5749973106975563,412.61447802161723,0.26225099504190424
owcpmed.dol.gov,184081,51360,184869,1.0042807242463916,274.51627146664794,0.40519662539860168
www.apprenticeship.gov,130797,99451,427736,3.27022791042608,204.1408754818078,0.3364985435445767
www.msha.gov,118533,69497,246173,2.0768309247213854,201.94578119507656,0.36383116937899151
search.usa.gov,87923,78805,105006,1.1942950081321155,108.35315442205112,0.31745959532772994
search.osha.gov,82873,65226,125364,1.5127242889722829,70.746049520326281,0.059669614953000376
www.govloans.gov,67820,57915,176591,2.6038189324682985,138.74677582944562,0.26837216160424654
blog.dol.gov,62582,52053,55762,0.89102297785305684,95.4579305251031,0.45640919114122269
www.oalj.dol.gov,55022,10798,203606,3.7004470938897169,216.59018229331909,0.189160699356621
beta.bls.gov,42375,32183,125246,2.9556578171091443,143.43090393392328,0.30123893805309737
www.askebsa.dol.gov,34639,25092,208661,6.0238748231761887,348.58093980478651,0.22200409942550303
ssabest.benefits.gov,33798,29056,103369,3.0584354103793125,231.64274550588794,0.218178590449139
enforcedata.dol.gov,31174,30207,44056,1.4132289728620004,30.901133010681978,0.76387374093796112
