domain,visits
www.dol.gov,834639
www.bls.gov,818285
www.osha.gov,597516
www.careeronestop.org,187078
flag.dol.gov,157920
data.bls.gov,143153
webapps.dol.gov,80991
seasonaljobs.dol.gov,59251
owcpmed.dol.gov,39986
www.apprenticeship.gov,30544
www.msha.gov,27686
search.usa.gov,22057
search.osha.gov,20282
www.govloans.gov,17930
www.oalj.dol.gov,11948
blog.dol.gov,10753
beta.bls.gov,9938
www.askebsa.dol.gov,8703
ssabest.benefits.gov,8563
enforcedata.dol.gov,8009
