source,session_default_channel_group,visits,pageviews,users,pageviews_per_session,avg_session_duration,bounce_rate
(direct),Direct,4010972,7742414,2939255,1.9303086633364681,170.94361379036653,0.56671724459806749
google,Organic Search,3951685,7661308,2585654,1.9387446114758642,215.54008120871805,0.41188075466541491
bing,Organic Search,481446,1182556,261507,2.4562588535370531,305.71607847750107,0.35806715602580558
ttd,Organic Video,309211,375632,259205,1.21480801135794,48.028879828867666,0.8294983037472794
doubleverify.com,Display,308438,325285,290110,1.0546203775150922,20.064423701346787,0.92728522425900828
adcouncil.org,Display,49791,224500,23425,4.50884698037798,935.21136663242351,0.50262095559438458
yahoo,Organic Search,84468,196560,51940,2.3270350902116776,289.80338224632993,0.33715726665719564
fb,Organic Social,177578,180900,173868,1.0187072722972441,2.077021315416324,0.97895009516944664
ttd,Display,142787,156798,136888,1.0981251794631164,36.306936651221747,0.809317374831042
duckduckgo,Organic Search,67966,134369,47618,1.9770032074860959,210.12583344463408,0.38048435982697232
(not set),Unassigned,54887,130301,52718,2.3739865541931606,286.6072611146173,0.99754040118789511
twitter,Organic Social,113882,114555,110911,1.0059096257529723,2.3311872889218663,0.98321947278762223
google,Paid Search,71572,113276,50528,1.5826859665791091,144.3123006119572,0.5307941653160454
glassview,Display,65808,78746,58697,1.1966022368101144,32.771204482053854,0.85983467055677121
miq,Display,71479,76487,54777,1.07006253584969,27.198788071125787,0.91582143007037031
mycode,Display,62621,73348,53012,1.1713003624982035,41.93264619220389,0.72003002187764487
venatus,Display,51899,70983,41462,1.367714214146708,34.073888997880495,0.74338619241218518
adtheorent,Display,61220,63663,57316,1.0399052597190461,18.534579507513886,0.94310682783404121
sinclair-adgreetz,Display,44038,54666,41624,1.2413370271129478,34.664671945683274,0.73974749080339708
fandom,Display,48962,53258,44499,1.0877415138270496,41.632615683182877,0.87951881050610681
