date,browser,os_version,visits
2024-01-04,Chrome,10,95767
2024-01-04,Edge,10,39165
2024-01-04,Chrome,11,35013
2024-01-04,Edge,11,17143
2024-01-04,Firefox,10,6596
2024-01-04,Chrome,8,4569
2024-01-04,Internet Explorer,8,3983
2024-01-04,Firefox,7,1506
2024-01-04,Chrome,7,1443
2024-01-04,Opera,10,507
2024-01-04,Chrome,8.1,479
2024-01-04,Edge,7,116
2024-01-04,Internet Explorer,2000,101
2024-01-03,Chrome,10,104256
2024-01-03,Edge,10,41799
2024-01-03,Chrome,11,35016
2024-01-03,Edge,11,17741
2024-01-03,Firefox,10,6649
2024-01-03,Chrome,8,4308
2024-01-03,Internet Explorer,8,3994
2024-01-03,Chrome,7,1425
2024-01-03,Firefox,7,1177
2024-01-03,Internet Explorer,2000,839
2024-01-03,Opera,10,495
2024-01-03,Chrome,8.1,491
2024-01-03,Edge,7,125
2024-01-02,Chrome,10,99641
2024-01-02,Edge,10,41328
2024-01-02,Chrome,11,35768
2024-01-02,Edge,11,16996
2024-01-02,Firefox,10,6492
2024-01-02,Chrome,8,4447
2024-01-02,Internet Explorer,8,4146
2024-01-02,Firefox,7,1772
2024-01-02,Chrome,7,1734
2024-01-02,Chrome,8.1,590
2024-01-02,Opera,10,459
2024-01-02,Edge,7,114
2024-01-01,Chrome,10,24057
2024-01-01,Internet Explorer,2000,15921
2024-01-01,Chrome,11,11108
2024-01-01,Edge,10,6672
2024-01-01,Edge,11,5573
2024-01-01,Chrome,8,2837
2024-01-01,Internet Explorer,8,2689
2024-01-01,Firefox,10,2478
2024-01-01,Firefox,7,1358
2024-01-01,Chrome,7,702
2024-01-01,Opera,10,387
2024-01-01,Chrome,8.1,174
2023-12-31,Chrome,10,16828
2023-12-31,Chrome,11,9187
2023-12-31,Edge,10,5405
2023-12-31,Edge,11,5212
2023-12-31,Firefox,10,2181
2023-12-31,Internet Explorer,2000,1618
2023-12-31,Chrome,8,1584
2023-12-31,Internet Explorer,8,1583
2023-12-31,Firefox,7,633
2023-12-31,Chrome,7,585
2023-12-31,Opera,10,431
2023-12-31,Chrome,8.1,157
2023-12-31,Edge,7,101
2023-12-30,Chrome,10,31117
2023-12-30,Chrome,11,13033
2023-12-30,Internet Explorer,2000,10800
2023-12-30,Edge,10,7689
2023-12-30,Edge,11,6146
2023-12-30,Chrome,8,5261
2023-12-30,Internet Explorer,8,5105
2023-12-30,Firefox,10,2493
2023-12-30,Chrome,7,699
2023-12-30,Firefox,7,619
2023-12-30,Opera,10,492
2023-12-30,Chrome,8.1,188
2023-12-29,Chrome,10,58512
2023-12-29,Chrome,11,23871
2023-12-29,Edge,10,21215
2023-12-29,Edge,11,11688
2023-12-29,Chrome,8,5123
2023-12-29,Internet Explorer,8,4769
2023-12-29,Firefox,10,4497
2023-12-29,Internet Explorer,2000,1770
2023-12-29,Chrome,7,1165
2023-12-29,Firefox,7,750
2023-12-29,Opera,10,576
2023-12-29,Chrome,8.1,400
2023-12-28,Chrome,10,69453
2023-12-28,Chrome,11,27717
2023-12-28,Edge,10,27550
2023-12-28,Edge,11,13530
2023-12-28,Firefox,10,4911
2023-12-28,Chrome,8,4628
2023-12-28,Internet Explorer,8,4514
2023-12-28,Chrome,7,1286
2023-12-28,Firefox,7,849
2023-12-28,Internet Explorer,2000,829
2023-12-28,Opera,10,639
2023-12-28,Chrome,8.1,403
2023-12-28,Edge,7,104
2023-12-27,Chrome,10,69609
2023-12-27,Chrome,11,28226
2023-12-27,Edge,10,27780
2023-12-27,Edge,11,14381
2023-12-27,Firefox,10,4911
2023-12-27,Chrome,8,4574
2023-12-27,Internet Explorer,8,4325
2023-12-27,Chrome,7,1458
2023-12-27,Firefox,7,777
2023-12-27,Opera,10,705
2023-12-27,Chrome,8.1,421
2023-12-27,Edge,7,110
2023-12-27,Internet Explorer,2000,107
2023-12-26,Chrome,10,57443
2023-12-26,Chrome,11,22984
2023-12-26,Edge,10,20864
2023-12-26,Edge,11,11044
