date,browser,os,visits
2024-01-04,Chrome,Windows,135426
2024-01-04,Safari,iOS,71393
2024-01-04,Edge,Windows,56579
2024-01-04,Chrome,Android,37990
2024-01-04,Safari,Macintosh,20087
2024-01-04,Chrome,Macintosh,16924
2024-01-04,Chrome,Linux,12780
2024-01-04,Chrome,iOS,10898
2024-01-04,Firefox,Windows,8180
2024-01-04,Chrome,Chrome OS,4862
2024-01-04,Internet Explorer,Windows,4130
2024-01-04,Safari (in-app),iOS,4078
2024-01-04,Samsung Internet,Android,3386
2024-01-04,Android Webview,Android,3166
2024-01-04,Firefox,Linux,3099
2024-01-04,(not set),(not set),2392
2024-01-04,Firefox,Macintosh,957
2024-01-04,Firefox,Android,631
2024-01-04,Opera,Windows,516
2024-01-04,Mozilla Compatible Agent,Macintosh,420
2024-01-04,Edge,Android,265
2024-01-04,Amazon Silk,Android,218
2024-01-04,Edge,Macintosh,137
2024-01-04,Samsung Internet,Linux,104
2024-01-03,Chrome,Windows,146884
2024-01-03,Safari,iOS,72057
2024-01-03,Edge,Windows,60191
2024-01-03,Chrome,Android,38666
2024-01-03,Safari,Macintosh,20467
2024-01-03,Chrome,Macintosh,14140
2024-01-03,Chrome,iOS,11170
2024-01-03,Chrome,Linux,10251
2024-01-03,Firefox,Windows,7932
2024-01-03,Internet Explorer,Windows,4880
2024-01-03,Safari (in-app),iOS,4182
2024-01-03,Chrome,Chrome OS,4174
2024-01-03,Samsung Internet,Android,3640
2024-01-03,Android Webview,Android,3188
2024-01-03,Firefox,Linux,2600
2024-01-03,(not set),(not set),2393
2024-01-03,Firefox,Macintosh,949
2024-01-03,Firefox,Android,576
2024-01-03,Opera,Windows,519
2024-01-03,Mozilla Compatible Agent,Macintosh,449
2024-01-03,Edge,Android,304
2024-01-03,Amazon Silk,Android,249
2024-01-03,Edge,Macintosh,161
2024-01-03,Samsung Internet,Linux,113
2024-01-03,Opera,Android,112
2024-01-02,Chrome,Windows,140739
2024-01-02,Safari,iOS,72764
2024-01-02,Edge,Windows,59771
2024-01-02,Chrome,Android,40406
2024-01-02,Safari,Macintosh,20559
2024-01-02,Chrome,Macintosh,14490
2024-01-02,Chrome,Linux,11578
2024-01-02,Chrome,iOS,11334
2024-01-02,Firefox,Windows,8371
2024-01-02,Safari (in-app),iOS,4282
2024-01-02,Internet Explorer,Windows,4219
2024-01-02,Firefox,Linux,3555
2024-01-02,Samsung Internet,Android,3544
2024-01-02,Android Webview,Android,3486
2024-01-02,Chrome,Chrome OS,3190
2024-01-02,(not set),(not set),2330
2024-01-02,Firefox,Macintosh,933
2024-01-02,Firefox,Android,675
2024-01-02,Opera,Windows,467
2024-01-02,Mozilla Compatible Agent,Macintosh,391
2024-01-02,Edge,Android,319
2024-01-02,Amazon Silk,Android,267
2024-01-02,Edge,Macintosh,199
2024-01-02,Opera,Android,112
2024-01-02,Samsung Internet,Linux,110
2024-01-01,Safari,iOS,63119
2024-01-01,Chrome,Android,39298
2024-01-01,Chrome,Windows,38456
2024-01-01,Safari (in-app),iOS,20745
2024-01-01,Internet Explorer,Windows,18622
2024-01-01,Safari,Macintosh,16211
2024-01-01,Android Webview,Android,15316
2024-01-01,Edge,Windows,12459
2024-01-01,Chrome,Linux,10766
2024-01-01,Chrome,iOS,9954
2024-01-01,Chrome,Macintosh,6052
2024-01-01,Firefox,Windows,3923
2024-01-01,Samsung Internet,Android,3436
2024-01-01,Firefox,Linux,3089
2024-01-01,(not set),(not set),2236
2024-01-01,Chrome,Chrome OS,1577
2024-01-01,Mozilla Compatible Agent,Macintosh,1139
2024-01-01,Firefox,Android,578
2024-01-01,Amazon Silk,Android,525
2024-01-01,Firefox,Macintosh,514
2024-01-01,Opera,Windows,392
2024-01-01,Edge,Android,243
2024-01-01,Samsung Internet,Linux,117
2023-12-31,Safari,iOS,69752
2023-12-31,Chrome,Android,42688
2023-12-31,Chrome,Windows,27808
2023-12-31,Safari (in-app),iOS,26677
2023-12-31,Android Webview,Android,19689
2023-12-31,Safari,Macintosh,15630
2023-12-31,Edge,Windows,10770
2023-12-31,Chrome,iOS,10192
2023-12-31,Chrome,Linux,9825
2023-12-31,Chrome,Macintosh,5133
2023-12-31,Samsung Internet,Android,3765
2023-12-31,Internet Explorer,Windows,3178
2023-12-31,Firefox,Windows,2873
2023-12-31,(not set),(not set),2108
2023-12-31,Firefox,Linux,1602
2023-12-31,Mozilla Compatible Agent,Macintosh,1588
2023-12-31,Chrome,Chrome OS,1461
2023-12-31,Firefox,Android,582
2023-12-31,Amazon Silk,Android,494
2023-12-31,Firefox,Macintosh,450
2023-12-31,Opera,Windows,434
2023-12-31,Edge,Android,234
2023-12-31,Samsung Internet,Linux,128
2023-12-31,Opera,Android,106
2023-12-30,Safari,iOS,75574
2023-12-30,Chrome,Windows,50629
2023-12-30,Chrome,Android,45519
2023-12-30,Safari (in-app),iOS,26067
2023-12-30,Android Webview,Android,18189
2023-12-30,Safari,Macintosh,16516
2023-12-30,Internet Explorer,Windows,15958
2023-12-30,Edge,Windows,13700
2023-12-30,Chrome,iOS,10767
2023-12-30,Chrome,Linux,10214
2023-12-30,Chrome,Macintosh,6124
2023-12-30,Samsung Internet,Android,4103
2023-12-30,Firefox,Windows,3171
2023-12-30,(not set),(not set),2315
2023-12-30,Chrome,Chrome OS,1584
2023-12-30,Firefox,Linux,1448
2023-12-30,Mozilla Compatible Agent,Macintosh,1407
2023-12-30,Firefox,Android,570
2023-12-30,Firefox,Macintosh,538
2023-12-30,Opera,Windows,499
2023-12-30,Amazon Silk,Android,492
2023-12-30,Edge,Android,263
2023-12-30,Samsung Internet,Linux,129
2023-12-30,Opera,Android,106
2023-12-29,Chrome,Windows,89260
2023-12-29,Safari,iOS,85111
2023-12-29,Chrome,Android,47591
2023-12-29,Edge,Windows,32694
2023-12-29,Safari (in-app),iOS,27898
2023-12-29,Safari,Macintosh,19359
2023-12-29,Android Webview,Android,19193
2023-12-29,Chrome,iOS,11982
2023-12-29,Chrome,Linux,11704
2023-12-29,Chrome,Macintosh,9212
2023-12-29,Internet Explorer,Windows,6500
2023-12-29,Firefox,Windows,5326
2023-12-29,Samsung Internet,Android,4310
2023-12-29,(not set),(not set),2389
2023-12-29,Chrome,Chrome OS,1923
2023-12-29,Mozilla Compatible Agent,Macintosh,1779
2023-12-29,Firefox,Linux,1685
2023-12-29,Firefox,Macintosh,815
2023-12-29,Opera,Windows,588
2023-12-29,Firefox,Android,555
2023-12-29,Amazon Silk,Android,452
2023-12-29,Edge,Android,330
2023-12-29,Samsung Internet,Linux,150
2023-12-29,Edge,Macintosh,102
2023-12-28,Chrome,Windows,103128
2023-12-28,Safari,iOS,87891
2023-12-28,Chrome,Android,50152
2023-12-28,Edge,Windows,41421
2023-12-28,Safari (in-app),iOS,25366
2023-12-28,Safari,Macintosh,20359
2023-12-28,Android Webview,Android,18258
2023-12-28,Chrome,iOS,12459
2023-12-28,Chrome,Linux,11335
2023-12-28,Chrome,Macintosh,10323
2023-12-28,Firefox,Windows,5832
2023-12-28,Internet Explorer,Windows,5401
2023-12-28,Samsung Internet,Android,4523
2023-12-28,(not set),(not set),2395
2023-12-28,Chrome,Chrome OS,2067
2023-12-28,Firefox,Linux,1773
2023-12-28,Mozilla Compatible Agent,Macintosh,1715
2023-12-28,Firefox,Macintosh,860
2023-12-28,Opera,Windows,652
2023-12-28,Firefox,Android,644
2023-12-28,Amazon Silk,Android,518
2023-12-28,Edge,Android,299
2023-12-28,Opera,Android,134
2023-12-28,Samsung Internet,Linux,131
2023-12-28,Edge,Macintosh,122
2023-12-27,Chrome,Windows,105194
2023-12-27,Safari,iOS,94224
2023-12-27,Chrome,Android,53199
2023-12-27,Edge,Windows,41984
2023-12-27,Safari (in-app),iOS,30224
2023-12-27,Safari,Macintosh,20005
2023-12-27,Android Webview,Android,19557
2023-12-27,Chrome,iOS,13575
2023-12-27,Chrome,Linux,11498
