domain,visits,users,pageviews,pageviews_per_session,avg_session_duration,bounce_rate
(other),1266126043,664243981,2335565929,1.8446551525518222,80.626881621555412,0.48411169360963852
tools.usps.com,132868591,54636397,22926832,0.17255268402748397,209.40408059173379,0.2666274906158973
reg.usps.com,52644194,18089822,2832926,0.053812695850182453,45.207096053919159,0.04774617690984119
www.usps.com,48670226,23051200,3640791,0.074805302938186477,51.555365311101717,0.05388951758720003
informeddelivery.usps.com,37585126,9970281,0,0,160.91044318638814,0.03686729691953141
www.cdc.gov,35985926,27832667,141512,0.0039324262490841562,207.93849666527308,0.1558184163442119
forecast.weather.gov,28913677,6829463,1554261,0.053755217643193569,144.06854096588884,0.20834797317546294
www.ssa.gov,26056899,16641077,10653196,0.40884358495613771,154.85518750530994,0.23350952083745652
medlineplus.gov,25562890,21185257,64164,0.0025100448345237959,160.47263805842036,0.16564813289890148
www.irs.gov,25006909,16096704,0,0,156.17181074912611,0.23594623389879973
www.va.gov,15712564,8362805,65541145,4.1712571544656871,304.06229075221643,0.266676781714302
studentaid.gov,15391941,9603448,64665578,4.2012620760435606,355.335685009609,0.23392566278677912
www.usajobs.gov,15246787,7194962,76513487,5.018335141692476,461.96590112941686,0.26370369048901909
www.weather.gov,14285479,5432645,698662,0.048907145500686394,95.580109500850625,0.13672009177991162
www.uscis.gov,13463159,7233720,1320921,0.098113748786596067,163.40149554631677,0.23086275665317479
travel.state.gov,12954494,8505562,0,0,225.233166163397,0.1637422503727278
www.healthcare.gov,10341928,7048879,13130938,1.269679889475154,193.30458646482862,0.45047238774046772
www.medicare.gov,9984037,5717531,5117311,0.51254928241952624,398.75377683678647,0.23215228469205393
www.nps.gov,9425515,6876944,657273,0.069733377963962714,227.61924281140023,0.13423075556083672
www.fda.gov,9376168,7087008,17676,0.0018852051285770477,176.45674895052039,0.17745714453921901
