domain,landing_page,pageviews,visits,active_visitors,pageviews_per_session,avg_session_duration,bounce_rate
(other),(other),1478497628,1260089363,650011731,1.1733275999410211,44.155152750344456,0.48572467554430104
tools.usps.com,/go/TrackConfirmAction_input,210967042,147746388,62134687,1.4278998279132211,157.63221697493807,0.66246638124243007
tools.usps.com,/go/TrackConfirmAction,150007915,98372807,34191629,1.5248920873021343,186.77676972322504,0.62522255769320478
www.time.gov,/,91139018,1263054,599991,72.157657550666869,5162.2150296767368,0.27771259186068054
time.gov,/,80856065,621801,230348,130.03527655954235,9815.8323413573762,0.19811804741388322
www.usajobs.gov,/,67913396,7392057,4220019,9.1873474460491842,564.61781487097517,0.27390156758802048
www.usps.com,/,42344946,26896642,15092846,1.5743580927314271,78.822767860076809,0.15391118341092541
www.va.gov,/,30180003,4544555,2364487,6.6409148970581278,375.10925854631819,0.31292106707917494
tools.usps.com,/go/TrackConfirmAction.action,28902705,21075031,9233233,1.3714193350415476,206.82749371314657,0.560039366015642
radar.weather.gov,/,27269414,4640447,2863140,5.8764627631777717,481.87823343626383,0.46967436542212421
www.usps.com,/manage/informed-delivery.htm,23276797,19564271,3750931,1.1897605078154969,38.075446046171315,0.056472944992430336
tools.usps.com,/,20906321,12408208,7061664,1.6848783482675338,220.57082572523311,0.0047350108895660038
earthquake.usgs.gov,/earthquakes/map/,20747697,2461889,958478,8.4275517702057243,258.52818141654558,0.20984617909255859
www.ssa.gov,/,20253229,8175493,5589339,2.477309808717346,301.086497213126,0.30539589477967871
sam.gov,/content/home,19649537,1436942,699300,13.67455123449659,679.97076927241392,0.16930676394732702
studentaid.gov,/,19347293,2900659,2229342,6.6699646528599192,493.98734347505234,0.22006068276208959
studentaid.gov,/h/apply-for-aid/fafsa,17793997,3032471,2432807,5.8678209948256717,471.23385685652562,0.18812776775111781
studentaid.gov,/fsa-id/sign-in,15832656,2918182,2228333,5.4255204096248963,454.05873515557118,0.092028872770786738
esta.cbp.dhs.gov,/,14519025,2550375,1634793,5.6928981032201147,727.91811288900146,0.34871656129000639
www.weather.gov,/,14384159,7208128,2637970,1.995547110151207,120.09318548616132,0.18226341152654338
