date,screen_resolution,visits
2023-12-12,1920x1080,6576171
2023-12-12,390x844,5388769
2023-12-12,428x926,2986392
2023-12-12,414x896,2382121
2023-12-12,430x932,2346099
2023-12-12,1366x768,2014977
2023-12-12,1440x900,1987288
2023-12-12,1536x864,1985217
2023-12-12,393x852,1785455
2023-12-12,375x812,1677042
2023-12-12,1280x720,1461455
2023-12-12,412x915,1116529
2023-12-12,375x667,899699
2023-12-12,360x800,881247
2023-12-12,360x780,613879
2023-12-12,2560x1440,579682
2023-12-12,1600x900,484756
2023-12-12,810x1080,429477
2023-12-12,412x892,422376
2023-12-12,1280x800,391257
2023-12-12,1680x1050,371455
2023-12-12,384x824,359522
2023-12-12,320x693,358698
2023-12-12,385x854,357272
2023-12-12,800x600,355280
2023-12-12,1920x1200,338292
2023-12-12,384x854,323400
2023-12-12,1280x1024,309780
2023-12-12,768x1024,309279
2023-12-12,412x883,291457
2023-12-12,1280x960,279193
2023-12-12,384x857,266297
2023-12-12,384x832,255334
2023-12-12,414x736,241549
2023-12-12,412x869,236299
2023-12-12,393x873,228406
2023-12-12,820x1180,205046
2023-12-12,1470x956,194347
2023-12-12,1024x1366,182193
2023-12-12,1024x768,174733
2023-12-12,3440x1440,162623
2023-12-12,360x760,162564
2023-12-12,1512x982,158931
2023-12-12,320x568,155016
2023-12-12,2048x1152,148337
2023-12-12,1536x960,148029
2023-12-12,432x960,144794
2023-12-12,1360x1020,139552
2023-12-12,320x712,135150
2023-12-12,412x846,134229
2023-12-12,834x1194,130491
2023-12-12,360x740,128198
2023-12-12,1728x1117,126851
2023-12-12,360x772,114888
2023-12-12,393x851,114704
2023-12-12,1517x852,107479
2023-12-12,360x640,105579
2023-12-12,1792x1120,95763
2023-12-12,834x1112,92924
2023-12-12,2560x1080,86693
2023-12-12,360x880,86354
2023-12-12,2240x1260,83266
2023-12-12,432x984,82438
2023-12-12,360x720,76764
2023-12-12,320x694,72680
2023-12-12,1368x912,70841
2023-12-12,385x824,68053
2023-12-12,1300x730,63198
2023-12-12,360x820,61467
2023-12-12,339x753,59117
2023-12-12,1504x1003,56269
2023-12-12,360x806,55292
2023-12-12,1360x768,53632
2023-12-12,345x883,50476
2023-12-12,800x1280,50239
2023-12-12,412x938,48465
2023-12-12,1707x1067,45080
2023-12-12,1710x1107,41884
2023-12-12,320x640,41323
2023-12-12,1707x960,40998
2023-12-12,1440x960,36393
2023-12-12,360x804,35439
2023-12-12,377x837,35011
2023-12-12,360x803,32074
2023-12-12,1536x1024,31944
2023-12-12,339x735,31268
2023-12-12,347x772,30796
2023-12-12,448x998,30507
2023-12-12,376x835,28682
2023-12-12,601x962,27876
2023-12-12,320x687,27602
2023-12-12,3840x2160,27398
2023-12-12,1241x697,27141
