date,browser,os,visits
2024-01-04,Chrome,Windows,127193
2024-01-04,Edge,Windows,49535
2024-01-04,Chrome,Android,41558
2024-01-04,Safari,iOS,39403
2024-01-04,Chrome,Chrome OS,17372
2024-01-04,Chrome,Macintosh,14515
2024-01-04,Safari,Macintosh,14445
2024-01-04,Chrome,Linux,11936
2024-01-04,Firefox,Windows,6589
2024-01-04,Chrome,iOS,6340
2024-01-04,Firefox,Linux,3230
2024-01-04,Samsung Internet,Android,2106
2024-01-04,Safari (in-app),iOS,1499
2024-01-04,Android Webview,Android,1345
2024-01-04,Firefox,Macintosh,1110
2024-01-04,Opera,Windows,575
2024-01-04,Amazon Silk,Android,404
2024-01-04,Firefox,Android,383
2024-01-04,Internet Explorer,Windows,224
2024-01-04,Edge,Android,199
2024-01-04,Opera,Android,150
2024-01-04,Mozilla Compatible Agent,Macintosh,145
2024-01-04,Edge,Macintosh,127
2024-01-03,Chrome,Windows,120127
2024-01-03,Edge,Windows,46572
2024-01-03,Safari,iOS,42049
2024-01-03,Chrome,Android,38768
2024-01-03,Safari,Macintosh,14584
2024-01-03,Chrome,Macintosh,13710
2024-01-03,Chrome,Chrome OS,13509
2024-01-03,Chrome,Linux,10735
2024-01-03,Firefox,Windows,6643
2024-01-03,Chrome,iOS,6551
2024-01-03,Samsung Internet,Android,2172
2024-01-03,Firefox,Linux,2153
2024-01-03,Safari (in-app),iOS,1534
2024-01-03,Android Webview,Android,1296
2024-01-03,Firefox,Macintosh,1059
2024-01-03,Opera,Windows,609
2024-01-03,Firefox,Android,396
2024-01-03,Amazon Silk,Android,388
2024-01-03,Edge,Android,203
2024-01-03,Internet Explorer,Windows,186
2024-01-03,Edge,Macintosh,173
2024-01-03,Opera,Android,142
2024-01-03,Mozilla Compatible Agent,Macintosh,138
2024-01-02,Chrome,Windows,104012
2024-01-02,Edge,Windows,40992
2024-01-02,Chrome,Android,39981
2024-01-02,Safari,iOS,39080
2024-01-02,Safari,Macintosh,13815
2024-01-02,Chrome,Macintosh,12623
2024-01-02,Chrome,Chrome OS,10215
2024-01-02,Chrome,Linux,9876
2024-01-02,Chrome,iOS,6490
2024-01-02,Firefox,Windows,6015
2024-01-02,Samsung Internet,Android,2060
2024-01-02,Safari (in-app),iOS,1542
2024-01-02,Android Webview,Android,1324
2024-01-02,Firefox,Macintosh,962
2024-01-02,Firefox,Linux,796
2024-01-02,Opera,Windows,553
2024-01-02,Firefox,Android,447
2024-01-02,Amazon Silk,Android,418
2024-01-02,Edge,Android,192
2024-01-02,Internet Explorer,Windows,172
2024-01-02,Opera,Android,161
2024-01-02,Mozilla Compatible Agent,Macintosh,136
2024-01-02,Edge,Macintosh,134
2024-01-01,Safari,iOS,44361
2024-01-01,Chrome,Android,39889
2024-01-01,Chrome,Windows,29590
2024-01-01,Safari,Macintosh,10409
2024-01-01,Chrome,Linux,9625
2024-01-01,Edge,Windows,8922
2024-01-01,Chrome,iOS,7040
2024-01-01,Chrome,Chrome OS,6507
2024-01-01,Chrome,Macintosh,5623
2024-01-01,Firefox,Windows,2546
2024-01-01,Samsung Internet,Android,2004
2024-01-01,Safari (in-app),iOS,1966
2024-01-01,Android Webview,Android,1372
2024-01-01,Firefox,Macintosh,629
2024-01-01,Firefox,Android,520
2024-01-01,Amazon Silk,Android,468
2024-01-01,Opera,Windows,365
2024-01-01,Firefox,Linux,245
2024-01-01,Edge,Android,218
2024-01-01,Mozilla Compatible Agent,Macintosh,151
2024-01-01,Opera,Android,125
2023-12-31,Chrome,Android,32433
2023-12-31,Safari,iOS,29937
2023-12-31,Chrome,Windows,21234
2023-12-31,Chrome,Linux,10420
2023-12-31,Safari,Macintosh,7908
2023-12-31,Edge,Windows,6315
2023-12-31,Chrome,Chrome OS,6103
2023-12-31,Chrome,iOS,5035
2023-12-31,Chrome,Macintosh,4315
2023-12-31,Firefox,Windows,2178
2023-12-31,Samsung Internet,Android,1757
2023-12-31,Safari (in-app),iOS,1124
2023-12-31,Android Webview,Android,1068
2023-12-31,Firefox,Macintosh,550
2023-12-31,Firefox,Android,383
2023-12-31,Amazon Silk,Android,376
2023-12-31,Opera,Windows,296
2023-12-31,Firefox,Linux,288
2023-12-31,Edge,Android,166
2023-12-31,Opera,Android,136
2023-12-31,Mozilla Compatible Agent,Macintosh,118
2023-12-30,Chrome,Android,35398
2023-12-30,Safari,iOS,32658
2023-12-30,Chrome,Windows,25588
2023-12-30,Chrome,Linux,10741
2023-12-30,Safari,Macintosh,8765
2023-12-30,Edge,Windows,7318
2023-12-30,Chrome,Chrome OS,6249
2023-12-30,Chrome,iOS,5642
2023-12-30,Chrome,Macintosh,5230
2023-12-30,Firefox,Windows,2467
2023-12-30,Samsung Internet,Android,1877
2023-12-30,Safari (in-app),iOS,1288
2023-12-30,Android Webview,Android,1175
2023-12-30,Firefox,Macintosh,542
2023-12-30,Firefox,Android,417
2023-12-30,Amazon Silk,Android,380
2023-12-30,Firefox,Linux,352
2023-12-30,Opera,Windows,331
2023-12-30,Edge,Android,195
2023-12-30,Opera,Android,136
2023-12-30,Mozilla Compatible Agent,Macintosh,101
2023-12-29,Chrome,Windows,52421
2023-12-29,Safari,iOS,36203
2023-12-29,Chrome,Android,33796
2023-12-29,Edge,Windows,19722
2023-12-29,Chrome,Linux,10402
2023-12-29,Safari,Macintosh,10015
2023-12-29,Chrome,Macintosh,6846
2023-12-29,Chrome,Chrome OS,6133
2023-12-29,Chrome,iOS,6040
2023-12-29,Firefox,Windows,3859
2023-12-29,Samsung Internet,Android,2030
2023-12-29,Safari (in-app),iOS,1278
2023-12-29,Android Webview,Android,1143
2023-12-29,Firefox,Macintosh,703
2023-12-29,Firefox,Linux,674
2023-12-29,Firefox,Android,441
2023-12-29,Opera,Windows,386
2023-12-29,Amazon Silk,Android,378
2023-12-29,Edge,Android,197
2023-12-29,Opera,Android,170
2023-12-29,Internet Explorer,Windows,144
2023-12-29,Mozilla Compatible Agent,Macintosh,127
2023-12-28,Chrome,Windows,68321
2023-12-28,Safari,iOS,37969
2023-12-28,Chrome,Android,36738
2023-12-28,Edge,Windows,25814
2023-12-28,Safari,Macintosh,10997
2023-12-28,Chrome,Linux,10711
2023-12-28,Chrome,Macintosh,8127
2023-12-28,Chrome,iOS,6210
2023-12-28,Chrome,Chrome OS,6067
2023-12-28,Firefox,Windows,4513
2023-12-28,Samsung Internet,Android,2056
2023-12-28,Safari (in-app),iOS,1653
2023-12-28,Android Webview,Android,1212
2023-12-28,Firefox,Linux,855
2023-12-28,Firefox,Macintosh,700
2023-12-28,Opera,Windows,462
2023-12-28,Firefox,Android,432
2023-12-28,Amazon Silk,Android,385
2023-12-28,Edge,Android,238
2023-12-28,Opera,Android,181
2023-12-28,Mozilla Compatible Agent,Macintosh,135
2023-12-28,Internet Explorer,Windows,124
2023-12-27,Chrome,Windows,69748
