date,language,visits
2024-01-04,English,309477
2024-01-04,Spanish,7768
2024-01-04,Chinese,6947
2024-01-04,Korean,1506
2024-01-04,French,1435
2024-01-04,German,1275
2024-01-04,Japanese,1214
2024-01-04,Portuguese,890
2024-01-04,Russian,680
2024-01-04,Italian,620
2024-01-04,Turkish,571
2024-01-04,(other),506
2024-01-04,Vietnamese,448
2024-01-04,Polish,378
2024-01-04,Dutch,357
2024-01-04,Arabic,300
2024-01-04,Thai,224
2024-01-04,Indonesian,214
2024-01-04,Greek,209
2024-01-04,Swedish,207
2024-01-04,Danish,160
2024-01-04,Czech,149
2024-01-04,Norwegian Bokmål,128
2024-01-04,Hindi,99
2024-01-04,Ukrainian,91
2024-01-04,Romanian,88
2024-01-04,Finnish,81
2024-01-04,Hungarian,81
2024-01-04,Hebrew,80
2024-01-04,Slovenian,67
2024-01-04,Catalan,63
2024-01-04,Persian,61
2024-01-04,Slovak,58
2024-01-04,Bulgarian,44
2024-01-04,Lithuanian,42
2024-01-04,Croatian,39
2024-01-04,Serbian,23
2024-01-04,Latvian,19
2024-01-04,Malay,18
2024-01-04,Uzbek,17
2024-01-04,Estonian,13
2024-01-03,English,300387
2024-01-03,Spanish,7240
2024-01-03,Chinese,6460
2024-01-03,Korean,1524
2024-01-03,French,1392
2024-01-03,German,1265
2024-01-03,Portuguese,861
2024-01-03,Japanese,692
2024-01-03,Italian,656
2024-01-03,Russian,618
2024-01-03,Turkish,599
2024-01-03,Vietnamese,446
2024-01-03,Polish,428
2024-01-03,Dutch,322
2024-01-03,Arabic,301
2024-01-03,Indonesian,223
2024-01-03,Swedish,209
2024-01-03,(other),192
2024-01-03,Thai,187
2024-01-03,Danish,177
2024-01-03,Czech,146
2024-01-03,Greek,136
2024-01-03,Norwegian Bokmål,118
2024-01-03,Ukrainian,96
2024-01-03,Hindi,93
2024-01-03,Finnish,91
2024-01-03,Romanian,80
2024-01-03,Hungarian,79
2024-01-03,Persian,76
2024-01-03,Hebrew,69
2024-01-03,Slovak,63
2024-01-03,Slovenian,53
2024-01-03,Lithuanian,41
2024-01-03,Catalan,34
2024-01-03,Bulgarian,31
2024-01-03,Croatian,31
2024-01-03,Serbian,20
2024-01-03,Bengali,17
2024-01-03,Malay,16
2024-01-03,Estonian,14
2024-01-03,Uzbek,14
2024-01-02,English,272180
2024-01-02,Spanish,6509
2024-01-02,Chinese,5459
2024-01-02,Korean,1504
2024-01-02,French,1058
2024-01-02,German,1045
2024-01-02,Portuguese,756
2024-01-02,Turkish,627
2024-01-02,Italian,568
2024-01-02,Vietnamese,468
2024-01-02,Japanese,461
2024-01-02,Russian,444
2024-01-02,Polish,333
2024-01-02,Dutch,331
2024-01-02,Arabic,327
2024-01-02,Indonesian,233
2024-01-02,Swedish,218
2024-01-02,Czech,167
2024-01-02,Thai,159
2024-01-02,Greek,156
2024-01-02,Norwegian Bokmål,129
2024-01-02,Danish,121
2024-01-02,Hebrew,98
2024-01-02,Hindi,86
2024-01-02,Persian,80
2024-01-02,Ukrainian,72
2024-01-02,Finnish,64
2024-01-02,Hungarian,64
2024-01-02,Slovak,56
2024-01-02,Lithuanian,53
2024-01-02,Romanian,53
2024-01-02,Catalan,51
2024-01-02,Croatian,44
2024-01-02,(other),41
2024-01-02,Bulgarian,39
2024-01-02,Serbian,25
2024-01-02,Slovenian,22
2024-01-02,Estonian,18
2024-01-02,Latvian,16
2024-01-02,Bosnian,13
2024-01-02,Malay,12
2024-01-01,English,159896
2024-01-01,Chinese,4094
2024-01-01,Spanish,3361
2024-01-01,Korean,744
2024-01-01,French,572
2024-01-01,German,437
2024-01-01,Turkish,386
