exit_page,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
airnow.gov/,918187,1754332,479124,1.9106478309973893,174.11938526683562,918187
airnow.gov/aqi/aqi-basics/,428950,491619,387604,1.1460986128919455,18.264548315654505,428950
fire.airnow.gov/,361019,445513,230011,1.234043083605018,56.80901005210252,361019
search.epa.gov/epasearch/,168679,250978,130973,1.487903058472009,33.47361556566022,168679
epa.gov/,156898,236497,135163,1.5073296026717995,80.35960305421357,156898
gispub.epa.gov/airnow/,120886,274221,72858,2.268426451367404,386.53026818655593,120886
widget.airnow.gov/aq-dial-widget/,94436,213457,68926,2.2603350417213774,334.32747045618197,94436
energystar.gov/,87511,122213,78035,1.3965444344139595,38.69280433316955,87511
widget.airnow.gov/aq-dial-widget-primary-pollutant/,82190,106095,48925,1.2908504684268158,85.6345662489354,82190
epa.gov/renewable-fuel-standard-program/news-notices-and-announcements-renewable-fuel-standard,77362,103313,77815,1.335448928414467,14.42691502287945,77362
cumulis.epa.gov/supercpad/siteprofiles/index.cfm,64070,194926,44165,3.042391134696426,217.5623380677384,64070
energystar.gov/products/energy_star_home_upgrade,62318,75962,48206,1.2189415578163612,36.68895022304952,62318
echo.epa.gov/report-environmental-violations,60375,66922,50665,1.108438923395445,28.881656314699793,60375
cumulis.epa.gov/supercpad/cursites/csitinfo.cfm,55051,191697,44688,3.482171077727925,145.00376014967938,55051
epa.gov/ghgemissions/sources-greenhouse-gas-emissions,50608,68021,43033,1.3440760354094214,91.7340934239646,50608
ordspub.epa.gov/ords/pesticides/f,50000,238758,24123,4.77516,305.6792,50000
epa.gov/bedbugs/how-find-bed-bugs,45296,55498,41133,1.225229600847757,44.02602878841399,45296
cfpub.epa.gov/si/si_public_record_report.cfm,44659,64997,38074,1.45540652500056,91.17877695425334,44659
energystar.gov/products/energy_star_home_upgrade/super_efficient_water_heater,42459,55241,35261,1.3010433594762005,34.24225723639275,42459
work.epa.gov/,42173,61318,7771,1.4539634363218172,165.20828492163233,42173
