date,os,visits
2024-01-04,Windows,185329
2024-01-04,iOS,47167
2024-01-04,Android,45892
2024-01-04,Macintosh,30433
2024-01-04,Chrome OS,17372
2024-01-04,Linux,15314
2024-01-03,Windows,171902
2024-01-03,iOS,50133
2024-01-03,Android,43393
2024-01-03,Macintosh,29562
2024-01-03,Chrome OS,13509
2024-01-03,Linux,13115
2024-01-02,Windows,152206
2024-01-02,iOS,47029
2024-01-02,Android,44731
2024-01-02,Macintosh,27203
2024-01-02,Linux,10782
2024-01-02,Chrome OS,10215
2024-01-01,iOS,52561
2024-01-01,Android,44544
2024-01-01,Windows,42167
2024-01-01,Macintosh,17149
2024-01-01,Linux,10022
2024-01-01,Chrome OS,6507
2023-12-31,iOS,36394
2023-12-31,Android,36075
2023-12-31,Windows,30053
2023-12-31,Macintosh,13172
2023-12-31,Linux,10756
2023-12-31,Chrome OS,6103
2023-12-30,Android,39820
2023-12-30,iOS,39173
2023-12-30,Windows,35889
2023-12-30,Macintosh,14782
2023-12-30,Linux,11139
2023-12-30,Chrome OS,6249
2023-12-29,Windows,76808
2023-12-29,iOS,43856
2023-12-29,Android,37948
2023-12-29,Macintosh,18055
2023-12-29,Linux,11132
2023-12-29,Chrome OS,6133
2023-12-28,Windows,99350
2023-12-28,iOS,46845
2023-12-28,Android,41702
2023-12-28,Macintosh,20013
2023-12-28,Linux,11711
2023-12-28,Chrome OS,6067
2023-12-27,Windows,100748
2023-12-27,iOS,46658
2023-12-27,Android,42298
2023-12-27,Macintosh,19155
2023-12-27,Linux,10551
2023-12-27,Chrome OS,6208
2023-12-26,Windows,79405
2023-12-26,iOS,43013
2023-12-26,Android,39777
2023-12-26,Macintosh,17419
2023-12-26,Linux,10809
2023-12-26,Chrome OS,6276
2023-12-25,iOS,36687
2023-12-25,Android,35954
2023-12-25,Windows,34038
2023-12-25,Macintosh,10977
2023-12-25,Linux,10972
2023-12-25,Chrome OS,5769
2023-12-24,Android,33524
2023-12-24,iOS,33170
2023-12-24,Windows,30537
2023-12-24,Macintosh,11270
2023-12-24,Linux,10937
2023-12-24,Chrome OS,5882
2023-12-23,Android,37070
2023-12-23,iOS,37038
2023-12-23,Windows,32279
2023-12-23,Macintosh,12368
2023-12-23,Linux,9875
2023-12-23,Chrome OS,6027
2023-12-22,Windows,93982
2023-12-22,iOS,39352
2023-12-22,Android,37779
2023-12-22,Macintosh,19380
2023-12-22,Linux,12099
2023-12-22,Chrome OS,7843
2023-12-21,Windows,141206
2023-12-21,iOS,43371
2023-12-21,Android,38683
2023-12-21,Macintosh,23948
2023-12-21,Linux,14961
2023-12-21,Chrome OS,11460
2023-12-20,Windows,170150
2023-12-20,iOS,45266
2023-12-20,Android,40744
2023-12-20,Macintosh,30169
2023-12-20,Chrome OS,13805
2023-12-20,Linux,13239
2023-12-20,(not set),222
2023-12-19,Windows,169934
2023-12-19,iOS,45788
2023-12-19,Android,42102
