source,session_default_channel_group,visits,pageviews,users,pageviews_per_session,avg_session_duration,bounce_rate
google,Organic Search,3946072,8300295,2565831,2.1034322232336358,255.943949336542,0.39793242495321929
(direct),Direct,2893315,7873337,2176696,2.7212166666954687,206.29330709126106,0.56668216215655742
bing,Organic Search,391313,1090470,189372,2.7866950497427889,365.32763502246291,0.36161589315969567
(not set),Unassigned,33906,978581,32460,28.861587919542263,4701.8270945181685,0.9992331740694862
yahoo,Organic Search,54104,130970,34897,2.42070826556262,286.08236425441743,0.33426364039627382
duckduckgo,Organic Search,52006,108717,37774,2.0904703303464984,217.37260040197282,0.35997769488135983
govdelivery,Email,22486,31183,19461,1.386773992706573,99.2998452853331,0.7144890153873521
ecosia.org,Organic Search,9763,27587,5217,2.825668339649698,326.58913556949705,0.39188773942435728
baidu,Organic Search,5380,20211,3368,3.7566914498141264,395.15583968048327,0.48513011152416358
google,Paid Search,7490,9326,4807,1.2451268357810414,68.16378724285714,0.79666221628838452
aol,Organic Search,855,2472,666,2.8912280701754387,242.94438496608188,0.20818713450292398
AEP_Eloqua,Email,1488,2341,1374,1.573252688172043,57.971101943548383,0.4536290322580645
hs_email,Email,1426,1854,1081,1.3001402524544179,120.99628944319775,0.62552594670406736
naver,Organic Search,490,1677,342,3.4224489795918367,386.60228376326529,0.34081632653061222
2113,Email,416,1270,411,3.0528846153846154,131.60173081971155,0.23798076923076922
GovDelivery,Email,620,1142,428,1.8419354838709678,242.3575330516129,0.4629032258064516
ClickDimensions,Email,1027,1030,1004,1.0029211295034079,20.239108113924054,0.70107108081791625
ActiveCampaign,Email,857,973,817,1.1353558926487748,28.793774201866981,0.72812135355892649
substack,Email,590,921,431,1.5610169491525423,209.69821469830509,0.55762711864406778
newsletter,Email,509,807,343,1.5854616895874263,188.42358762082515,0.64243614931237725
