date,visits
2024-01-04,340734
2024-01-03,326594
2024-01-02,297331
2024-01-01,174432
2023-12-31,130430
2023-12-30,146609
2023-12-29,187234
2023-12-28,223783
2023-12-27,226786
2023-12-26,192667
2023-12-25,133256
2023-12-24,122697
2023-12-23,137948
2023-12-22,212661
2023-12-21,272327
2023-12-20,312242
2023-12-19,321836
2023-12-18,313561
2023-12-17,174535
2023-12-16,156482
2023-12-15,289702
2023-12-14,351167
2023-12-13,352878
2023-12-12,370949
2023-12-11,365458
2023-12-10,204222
2023-12-09,182072
2023-12-08,314388
2023-12-07,370685
2023-12-06,406135
2023-12-05,397707
2023-12-04,390940
2023-12-03,223200
2023-12-02,185474
2023-12-01,330132
2023-11-30,433020
2023-11-29,418358
2023-11-28,432305
2023-11-27,406088
2023-11-26,229587
2023-11-25,179237
2023-11-24,212106
2023-11-23,204966
2023-11-22,301985
2023-11-21,391884
2023-11-20,390326
2023-11-19,240153
2023-11-18,221997
2023-11-17,412883
2023-11-16,455568
2023-11-15,461352
2023-11-14,458504
2023-11-13,447091
2023-11-12,254252
2023-11-11,217606
2023-11-10,325851
2023-11-09,431522
2023-11-08,453993
2023-11-07,436687
2023-11-06,423796
2023-11-05,273562
2023-11-04,221997
2023-11-03,363433
2023-11-02,422823
2023-11-01,412236
2023-10-31,411382
2023-10-30,426963
2023-10-29,230423
2023-10-28,191899
2023-10-27,333507
2023-10-26,400373
2023-10-25,422335
2023-10-24,443610
2023-10-23,432578
2023-10-22,226210
2023-10-21,198250
2023-10-20,364360
2023-10-19,419382
2023-10-18,424331
2023-10-17,411560
2023-10-16,407203
2023-10-15,230188
2023-10-14,200812
2023-10-13,359056
2023-10-12,443393
2023-10-11,424066
2023-10-10,438828
2023-10-09,381780
2023-10-08,238346
2023-10-07,213730
