domain,visits
www.epa.gov,888861
www.airnow.gov,264341
(other),147678
www.energystar.gov,144242
search.epa.gov,27794
nepis.epa.gov,26777
fire.airnow.gov,25843
echo.epa.gov,25529
cfpub.epa.gov,25500
espanol.epa.gov,25081
gispub.epa.gov,21424
portfoliomanager.energystar.gov,18921
cumulis.epa.gov,18689
www3.epa.gov,15481
hero.epa.gov,13510
ordspub.epa.gov,10187
19january2017snapshot.epa.gov,8617
netdmr.epa.gov,8396
enviro.epa.gov,6913
comptox.epa.gov,6356
