date,screen_resolution,visits
2024-01-04,1920x1080,83907
2024-01-04,1536x864,23099
2024-01-04,1280x720,21758
2024-01-04,1366x768,19534
2024-01-04,390x844,14766
2024-01-04,1440x900,14525
2024-01-04,1280x960,10381
2024-01-04,1280x1024,8091
2024-01-04,2560x1440,6763
2024-01-04,360x800,6691
2024-01-04,414x896,6143
2024-01-04,375x812,5318
2024-01-04,428x926,5049
2024-01-04,393x852,4801
2024-01-04,412x915,4339
2024-01-04,430x932,4288
2024-01-04,1920x1200,4101
2024-01-04,1280x800,3886
2024-01-04,1680x1050,3715
2024-01-04,1600x900,3690
2024-01-04,375x667,3581
2024-01-04,800x600,2955
2024-01-04,360x780,2817
2024-01-04,810x1080,2696
2024-01-04,1024x768,2498
2024-01-04,393x873,2408
2024-01-04,1536x960,2122
2024-01-04,385x854,1917
2024-01-04,3440x1440,1880
2024-01-04,412x892,1809
2024-01-04,2048x1152,1639
2024-01-04,1470x956,1482
2024-01-04,768x1024,1449
2024-01-04,360x760,1432
2024-01-04,384x854,1377
2024-01-04,1512x982,1325
2024-01-04,320x693,1212
2024-01-04,1517x852,1183
2024-01-04,384x857,1145
2024-01-04,393x851,1080
2024-01-04,820x1180,1039
2024-01-04,2560x1080,1036
2024-01-04,1024x1366,1005
2024-01-03,1920x1080,78016
2024-01-03,1536x864,22782
2024-01-03,1280x720,20412
2024-01-03,1366x768,16986
2024-01-03,390x844,15198
2024-01-03,1440x900,13765
2024-01-03,1280x1024,7580
2024-01-03,2560x1440,6486
2024-01-03,360x800,6280
2024-01-03,414x896,6049
2024-01-03,375x812,5490
2024-01-03,428x926,5198
2024-01-03,393x852,4988
2024-01-03,412x915,4589
2024-01-03,1920x1200,4426
2024-01-03,430x932,4297
2024-01-03,1280x800,3965
2024-01-03,1680x1050,3774
2024-01-03,1600x900,3688
2024-01-03,375x667,3511
2024-01-03,360x780,2818
2024-01-03,810x1080,2600
2024-01-03,800x600,2384
2024-01-03,1280x960,2275
2024-01-03,393x873,2228
2024-01-03,1024x768,2217
2024-01-03,1536x960,2119
2024-01-03,3440x1440,1909
2024-01-03,412x892,1875
2024-01-03,385x854,1723
2024-01-03,2048x1152,1617
2024-01-03,768x1024,1616
2024-01-03,1470x956,1443
2024-01-03,384x854,1355
2024-01-03,360x760,1330
2024-01-03,1512x982,1289
2024-01-03,320x693,1204
2024-01-03,820x1180,1109
2024-01-03,384x857,1100
2024-01-02,1920x1080,68612
2024-01-02,1536x864,21007
2024-01-02,1280x720,18810
2024-01-02,390x844,14332
2024-01-02,1366x768,13767
2024-01-02,1440x900,13130
2024-01-02,1280x1024,6622
2024-01-02,360x800,6345
2024-01-02,414x896,6053
2024-01-02,2560x1440,5854
2024-01-02,375x812,5193
2024-01-02,428x926,5068
2024-01-02,393x852,4682
2024-01-02,412x915,4499
2024-01-02,430x932,4380
2024-01-02,1920x1200,3720
2024-01-02,375x667,3675
2024-01-02,1280x800,3568
2024-01-02,1600x900,3282
2024-01-02,1680x1050,3259
2024-01-02,360x780,2783
2024-01-02,810x1080,2553
2024-01-02,800x600,2358
2024-01-02,393x873,2266
2024-01-02,1024x768,2103
2024-01-02,1536x960,1945
2024-01-02,385x854,1866
2024-01-02,412x892,1851
2024-01-02,1280x960,1729
2024-01-02,3440x1440,1681
2024-01-02,768x1024,1610
2024-01-02,2048x1152,1474
2024-01-02,384x854,1382
2024-01-02,360x760,1358
2024-01-02,320x693,1309
2024-01-02,1470x956,1271
2024-01-02,1512x982,1154
2024-01-02,384x857,1059
2024-01-02,384x832,1019
2024-01-02,393x851,1007
2024-01-01,1920x1080,17350
2024-01-01,390x844,16487
2024-01-01,1440x900,8236
2024-01-01,1536x864,7890
2024-01-01,1366x768,6264
2024-01-01,414x896,6214
2024-01-01,412x915,5865
2024-01-01,375x812,5846
2024-01-01,360x800,5749
2024-01-01,428x926,5502
2024-01-01,393x852,5418
2024-01-01,1280x720,5265
2024-01-01,1280x1024,5217
2024-01-01,430x932,4482
2024-01-01,375x667,4063
2024-01-01,360x780,2711
2024-01-01,412x892,2478
2024-01-01,393x873,1889
2024-01-01,1024x768,1880
2024-01-01,810x1080,1831
2024-01-01,2560x1440,1830
2024-01-01,385x854,1724
2024-01-01,768x1024,1723
2024-01-01,1280x800,1627
2024-01-01,320x693,1403
2024-01-01,360x760,1334
2024-01-01,800x600,1332
2024-01-01,384x854,1326
2024-01-01,1600x900,1315
2024-01-01,820x1180,1019
2023-12-31,1920x1080,13738
2023-12-31,390x844,10631
2023-12-31,1440x900,6802
2023-12-31,1280x1024,6390
2023-12-31,1536x864,5825
2023-12-31,360x800,5117
2023-12-31,414x896,4597
2023-12-31,1366x768,4460
2023-12-31,375x812,4008
2023-12-31,428x926,3789
2023-12-31,412x915,3694
2023-12-31,393x852,3602
2023-12-31,1280x720,3485
2023-12-31,430x932,3082
2023-12-31,375x667,2813
2023-12-31,360x780,2290
2023-12-31,1024x768,2020
2023-12-31,393x873,1793
2023-12-31,412x892,1541
2023-12-31,385x854,1531
