date,os_version,visits
2024-01-03,10,469754
2024-01-02,10,467994
2024-01-02,11,466665
2024-01-03,11,462851
2024-01-04,10,418480
2024-01-04,11,375703
2024-01-01,11,330567
2023-12-31,11,265535
2024-01-01,10,229828
2023-10-18,10,216592
2023-12-05,10,208541
2023-10-17,10,208214
2023-10-10,10,207915
2023-12-06,10,204525
2023-10-11,10,202368
2023-12-04,10,200733
2023-10-16,10,196516
2023-12-11,10,195931
2023-10-19,10,195708
2023-12-07,10,195360
2023-11-29,10,193349
2023-11-07,10,192612
2023-10-23,10,192563
2023-11-30,10,191491
2023-12-12,10,190754
2023-10-30,10,186954
2023-11-01,10,185639
2023-10-25,10,183495
2023-12-13,10,182716
2023-10-24,10,181950
2023-12-01,10,181589
2023-10-12,10,181512
2023-11-28,10,180781
2023-12-31,10,179570
2023-11-06,10,177678
2023-12-14,10,176836
2023-11-08,10,176599
2023-10-31,10,175896
2023-11-02,10,175277
2023-10-09,10,173836
2023-11-27,10,172653
2023-11-13,10,172451
2023-11-14,10,171247
2023-12-18,10,167879
2023-11-09,10,167858
2023-11-15,10,166494
2023-10-26,10,165506
2023-10-20,10,164581
2023-12-19,10,160920
2023-11-16,10,159939
2023-12-08,10,158770
2023-10-13,10,157107
2023-12-15,10,157086
2023-12-20,10,154462
2023-11-03,10,145318
2023-12-28,10,144859
2023-10-27,10,139619
2023-12-04,11,137656
2023-12-05,11,136355
2023-11-20,10,135158
2023-11-17,10,131957
2023-12-27,10,129382
2023-12-21,10,129083
2023-12-01,11,128505
2023-11-21,10,127802
2023-12-07,11,125026
2023-12-06,11,122416
2023-12-11,11,121323
2023-10-18,11,117559
2023-11-29,11,117294
2023-11-30,11,116905
2023-11-28,11,116779
2023-12-12,11,115993
2023-12-13,11,115193
2023-11-07,11,113571
2023-12-29,10,112847
2023-10-11,11,112263
2023-10-17,11,112235
2023-10-10,11,111817
2023-10-19,11,111038
2023-10-16,11,109312
2023-11-27,11,108776
2023-11-01,11,107204
2023-10-09,11,106062
2023-10-12,11,106055
2023-10-23,11,105888
2023-12-27,11,105833
2023-12-28,11,105666
2023-12-18,11,105401
2023-11-13,11,105290
2023-10-30,11,104678
2023-12-19,11,104156
2023-11-10,10,103856
2023-11-14,11,103571
2023-12-30,11,102952
2023-10-25,11,102729
2023-10-24,11,101894
2023-12-14,11,101783
2023-11-06,11,100899
2023-10-31,11,100801
2023-11-08,11,100787
2023-11-15,11,100753
2023-11-02,11,98338
2023-12-20,11,97774
2023-12-08,11,95248
2023-12-26,10,94503
