date,visits
2024-01-04,2414053
2024-01-03,2731831
2024-01-02,2828854
2024-01-01,2199750
2023-12-31,1909881
2023-12-30,752771
2023-12-29,712957
2023-12-28,770837
2023-12-27,741485
2023-12-26,544460
2023-12-25,254354
2023-12-24,239140
2023-12-23,309849
2023-12-22,485941
2023-12-21,628463
2023-12-20,775823
2023-12-19,789580
2023-12-18,734249
2023-12-17,376395
2023-12-16,382519
2023-12-15,685899
2023-12-14,784344
2023-12-13,807559
2023-12-12,834358
2023-12-11,865601
2023-12-10,454415
2023-12-09,457408
2023-12-08,738678
2023-12-07,899513
2023-12-06,953500
2023-12-05,942215
2023-12-04,961127
2023-12-03,505892
2023-12-02,522546
2023-12-01,959979
2023-11-30,906391
2023-11-29,858975
2023-11-28,827641
2023-11-27,755536
2023-11-26,360103
2023-11-25,285457
2023-11-24,315765
2023-11-23,223601
2023-11-22,451710
2023-11-21,579971
2023-11-20,579994
2023-11-19,319862
2023-11-18,320694
2023-11-17,570605
2023-11-16,732533
2023-11-15,765148
2023-11-14,744253
2023-11-13,745763
2023-11-12,397681
2023-11-11,363957
2023-11-10,581661
2023-11-09,738044
2023-11-08,763345
2023-11-07,934022
2023-11-06,781807
2023-11-05,434757
2023-11-04,406108
2023-11-03,766442
2023-11-02,829300
2023-11-01,889308
2023-10-31,793261
2023-10-30,828884
2023-10-29,426142
2023-10-28,349375
2023-10-27,620900
2023-10-26,733169
2023-10-25,795604
2023-10-24,807833
2023-10-23,825393
2023-10-22,439108
2023-10-21,417598
2023-10-20,837049
2023-10-19,997083
2023-10-18,1064696
2023-10-17,959280
2023-10-16,812214
2023-10-15,410994
2023-10-14,383014
2023-10-13,670897
2023-10-12,880967
2023-10-11,880149
2023-10-10,912563
2023-10-09,832308
2023-10-08,489717
2023-10-07,505869
