domain,visits,users,pageviews,pageviews_per_session,avg_session_duration,bounce_rate
studentaid.gov,25864530,12739380,130026990,5.0272381520174543,451.40553230912064,0.2739515467708093
www2.ed.gov,784010,616105,1320887,1.6852450861596153,148.8148986476852,0.3689978444152498
www.ed.gov,574124,491393,728868,1.2699294925834836,102.32005778036317,0.372524054037107
sites.ed.gov,475237,426760,636869,1.346025246350768,87.818404141047225,0.34725200268497614
oese.ed.gov,156182,129048,227612,1.4608789745297153,128.31764119344967,0.30782036342216135
collegescorecard.ed.gov,112822,76936,558191,4.9496020279732678,303.74128346168334,0.36186204818209217
blog.ed.gov,99218,86277,108080,1.0894898103166764,110.45008712791748,0.48653470136467175
studentprivacy.ed.gov,69264,51829,105012,1.5167330792330793,200.54429575158449,0.40526103026103028
financialaidtoolkit.ed.gov,60671,46630,71594,1.1801025201496596,161.08581111286296,0.4310131693889997
tech.ed.gov,35329,28353,44033,1.2473605253474482,159.622136982535,0.39279345580118319
crdc.communities.ed.gov,31376,13288,52151,1.6621302906680264,376.48112829746304,0.388736613972463
lincs.ed.gov,19429,14728,28689,1.4802614648206289,169.6241414868561,0.41710844613721754
rsa.ed.gov,15226,9398,69216,4.5518849336660976,399.46367255832604,0.34303165637724942
nationalblueribbonschools.ed.gov,12771,10933,18595,1.4639417430115105,160.69211053777164,0.33286351891003052
www.nationsreportcard.gov,12084,9091,53231,4.4057431314134394,264.31692625561277,0.2215326050976498
cte.ed.gov,11525,7593,20537,1.78412147505423,231.41189993812338,0.40494577006507593
civilrightsdata.ed.gov,11224,7350,28626,2.555327868852459,264.101680693853,0.28038132573057734
ocrcas.ed.gov,10276,6287,36984,3.6024717789022964,342.18679882449078,0.26080186843129621
wioaplans.ed.gov,9951,7666,17754,1.798512712290222,181.65887480806418,0.3697115867751985
www.nagb.gov,6761,5327,10355,1.5361632894542228,246.26749558330019,0.45215204851353352
