date,page_title,event_label,file_name,page,total_events
2024-01-04,"Federal Pell Grants | Federal Student Aid",file_download,/sites/default/files/2023-01/2023-24paymentschedule.pdf,studentaid.gov/understand-aid/types/grants/pell,1518
2024-01-04,"Public Service Loan Forgiveness Form | Federal Student Aid",file_download,/sites/default/files/public-service-application-for-forgiveness.pdf,studentaid.gov/manage-loans/forgiveness-cancellation/public-service/public-service-loan-forgiveness-application,1492
2024-01-04,"Federal Pell Grants | Federal Student Aid",file_download,/sites/default/files/federal-grant-programs.pdf,studentaid.gov/understand-aid/types/grants/pell,1224
2024-01-04,"Loan and Grant Fact Sheets | Federal Student Aid",file_download,/sites/default/files/federal-grant-programs.pdf,studentaid.gov/resources/loan-grant-fact-sheets,1027
2024-01-04,"Teacher Loan Forgiveness | Federal Student Aid",file_download,/sites/default/files/teacherloanforgiveness-en-us.pdf,studentaid.gov/manage-loans/forgiveness-cancellation/teacher,796
2024-01-04,"Filling Out the FAFSA® Form | Federal Student Aid",file_download,/sites/default/files/is-my-parent-a-contributor.jpg,studentaid.gov/apply-for-aid/fafsa/filling-out,672
2024-01-04,"Total and Permanent Disability Discharge | Federal Student Aid",file_download,/sites/default/files/totalandpermanentdisabilitydischargeapplication-en-us.pdf,studentaid.gov/manage-loans/forgiveness-cancellation/disability-discharge,548
2024-01-04,"How Aid Is Calculated | Federal Student Aid",file_download,/sites/default/files/2021-08/2223efcformulaguide.pdf,studentaid.gov/complete-aid-process/how-calculated,473
2024-01-04,6 Things Students Need Before They Fill Out the 2024–25 FAFSA® Form – Federal Student Aid,file_download,/sites/default/files/is-my-parent-a-contributor.jpg,studentaid.gov/articles/things-you-need-for-fafsa/,451
2024-01-04,"Subsidized and Unsubsidized Loans | Federal Student Aid",file_download,/sites/default/files/federal-loan-programs.pdf,studentaid.gov/understand-aid/types/loans/subsidized-unsubsidized,448
2024-01-04,"How Aid Is Calculated | Federal Student Aid",file_download,/sites/default/files/2021-08/2223efcformulaguide.pdf,studentaid.gov/complete-aid-process/how-calculated#efc,327
2024-01-04,"Dependency Status | Federal Student Aid",file_download,/sites/default/files/is-my-parent-a-contributor.jpg,studentaid.gov/apply-for-aid/fafsa/filling-out/dependency,236
2024-01-04,"Public Service Loan Forgiveness | Federal Student Aid",file_download,/sites/default/files/public-service-application-for-forgiveness.pdf,studentaid.gov/manage-loans/forgiveness-cancellation/public-service,236
2024-01-04,"Subsidized and Unsubsidized Loans | Federal Student Aid",file_download,/sites/default/files/direct-loan-basics-students.pdf,studentaid.gov/understand-aid/types/loans/subsidized-unsubsidized,236
2024-01-04,"Loan and Grant Fact Sheets | Federal Student Aid",file_download,/sites/default/files/federal-loan-programs.pdf,studentaid.gov/resources/loan-grant-fact-sheets,234
2024-01-04,"Student Loan Deferment | Federal Student Aid",file_download,/sites/default/files/economichardshipdeferment-en-us.pdf,studentaid.gov/manage-loans/lower-payments/get-temporary-relief/deferment,226
2024-01-04,"Student Loan Deferment | Federal Student Aid",file_download,/sites/default/files/inschooldeferment-en-us.pdf,studentaid.gov/manage-loans/lower-payments/get-temporary-relief/deferment,201
2024-01-04,"Filling Out the FAFSA® Form | Federal Student Aid",file_download,/sites/default/files/who-is-my-parent.jpg,studentaid.gov/apply-for-aid/fafsa/filling-out,195
2024-01-04,8 Easy Steps for Parents Completing the 2023–24 FAFSA® Form – Federal Student Aid,file_download,/articles/wp-content/uploads/blog-2022sept-8easysteps-welcome-image2-1.jpg,studentaid.gov/articles/fafsa-for-parents/,166
2024-01-04,"Loans | Federal Student Aid",file_download,/sites/default/files/federal-loan-programs.pdf,studentaid.gov/understand-aid/types/loans,140
2024-01-04,Negotiated Rulemaking for Higher Education 2023-2024,file_download,https://www2.ed.gov/policy/highered/reg/hearulemaking/2023/committee-and-subcommittee-members-list.pdf,www2.ed.gov/policy/highered/reg/hearulemaking/2023/index.html,138
2024-01-04,"How to Review and Correct Your FAFSA® Form | Federal Student Aid",file_download,/sites/default/files/after-the-fafsa.wmv,studentaid.gov/apply-for-aid/fafsa/review-and-correct,126
2024-01-04,"Grants | Federal Student Aid",file_download,/sites/default/files/federal-grant-programs.pdf,studentaid.gov/understand-aid/types/grants,124
2024-01-04,"Teacher Loan Forgiveness | Federal Student Aid",file_download,/sites/default/files/teacherloanforgiveness-en-us.pdf,studentaid.gov/manage-loans/forgiveness-cancellation/teacher#how-and-when-do-i-apply-for-teacher-loan-forgiveness,124
2024-01-04,"Student Loan Forbearance | Federal Student Aid",file_download,/sites/default/files/generalforbearance.pdf,studentaid.gov/manage-loans/lower-payments/get-temporary-relief/forbearance,117
