date,os,visits
2024-01-04,Windows,826906
2024-01-04,iOS,680886
2024-01-04,Macintosh,604895
2024-01-04,Android,145419
2024-01-04,Chrome OS,131551
2024-01-04,Linux,14797
2024-01-04,(not set),193
2024-01-03,Windows,910164
2024-01-03,iOS,822870
2024-01-03,Macintosh,666913
2024-01-03,Android,177862
2024-01-03,Chrome OS,143851
2024-01-03,Linux,16411
2024-01-03,(not set),186
2024-01-02,Windows,946626
2024-01-02,iOS,911826
2024-01-02,Macintosh,691066
2024-01-02,Android,177484
2024-01-02,Chrome OS,130075
2024-01-02,Linux,16759
2024-01-02,(not set),181
2024-01-01,iOS,829700
2024-01-01,Windows,573264
2024-01-01,Macintosh,512290
2024-01-01,Android,157245
2024-01-01,Chrome OS,88052
2024-01-01,Linux,6758
2024-01-01,(not set),174
2023-12-31,iOS,785168
2023-12-31,Windows,444577
2023-12-31,Macintosh,410660
2023-12-31,Android,142746
2023-12-31,Chrome OS,75573
2023-12-31,Linux,14627
2023-12-31,(not set),162
2023-12-30,iOS,297573
2023-12-30,Windows,188254
2023-12-30,Macintosh,151117
2023-12-30,Android,77656
2023-12-30,Chrome OS,23726
2023-12-30,Linux,11690
2023-12-30,(not set),154
2023-12-29,iOS,264941
2023-12-29,Windows,207259
2023-12-29,Macintosh,132232
2023-12-29,Android,73173
2023-12-29,Chrome OS,16985
2023-12-29,Linux,11706
2023-12-29,(not set),196
2023-12-28,iOS,270679
2023-12-28,Windows,245372
2023-12-28,Macintosh,141472
2023-12-28,Android,75827
2023-12-28,Chrome OS,18727
2023-12-28,Linux,12294
2023-12-28,(not set),173
2023-12-27,iOS,264894
2023-12-27,Windows,236865
2023-12-27,Macintosh,135563
2023-12-27,Android,76308
2023-12-27,Chrome OS,17725
2023-12-27,Linux,12224
2023-12-27,(not set),175
2023-12-26,iOS,188099
2023-12-26,Windows,167144
2023-12-26,Macintosh,106022
2023-12-26,Android,56426
2023-12-26,Chrome OS,13304
2023-12-26,Linux,11916
2023-12-26,(not set),194
2023-12-25,iOS,101033
2023-12-25,Windows,51818
2023-12-25,Macintosh,43164
2023-12-25,Android,39544
2023-12-25,Linux,11371
2023-12-25,Chrome OS,5552
2023-12-25,(not set),169
2023-12-24,iOS,96812
2023-12-24,Windows,51391
2023-12-24,Macintosh,38710
2023-12-24,Android,34168
2023-12-24,Linux,11461
2023-12-24,Chrome OS,4893
2023-12-24,(not set),151
2023-12-23,iOS,127383
2023-12-23,Windows,69226
2023-12-23,Macintosh,54175
2023-12-23,Android,40389
2023-12-23,Linux,11082
2023-12-23,Chrome OS,6807
2023-12-23,(not set),160
2023-12-22,iOS,171010
2023-12-22,Windows,144973
2023-12-22,Macintosh,81878
2023-12-22,Android,53697
2023-12-22,Chrome OS,11569
2023-12-22,Linux,11044
2023-12-22,(not set),172
2023-12-21,Windows,213818
2023-12-21,iOS,213546
2023-12-21,Macintosh,107964
2023-12-21,Android,65987
2023-12-21,Chrome OS,19182
2023-12-21,Linux,11765
2023-12-21,(not set),169
2023-12-20,iOS,260074
2023-12-20,Windows,255290
2023-12-20,Macintosh,136413
