date,browser,visits
2024-01-04,Chrome,4459899
2024-01-04,Safari,2311811
2024-01-04,Edge,659988
2024-01-04,Firefox,114225
2024-01-04,Samsung Internet,104937
2024-01-04,Safari (in-app),72920
2024-01-04,Android Webview,43057
2024-01-04,Opera,18220
2024-01-04,Amazon Silk,7680
2024-01-04,Internet Explorer,3512
2024-01-04,(not set),2902
2024-01-04,Mozilla Compatible Agent,2682
2024-01-04,Opera Mini,1196
2024-01-04,UC Browser,1115
2024-01-04,YaBrowser,717
2024-01-04,Whale Browser,479
2024-01-04,Coc Coc,389
2024-01-04,Iron,261
2024-01-04,Mozilla,257
2024-01-04,Android Runtime,223
2024-01-04,Aloha Browser,160
2024-01-03,Chrome,4245841
2024-01-03,Safari,2261564
2024-01-03,Edge,625764
2024-01-03,Firefox,110897
2024-01-03,Samsung Internet,101448
2024-01-03,Safari (in-app),80007
2024-01-03,Android Webview,43958
2024-01-03,Opera,18852
2024-01-03,Amazon Silk,6641
2024-01-03,Internet Explorer,3603
2024-01-03,(not set),3007
2024-01-03,Mozilla Compatible Agent,2552
2024-01-03,UC Browser,1201
2024-01-03,Opera Mini,1081
2024-01-03,YaBrowser,727
2024-01-03,Whale Browser,564
2024-01-03,Coc Coc,419
2024-01-03,Mozilla,339
2024-01-03,Iron,264
2024-01-03,Android Runtime,169
2024-01-03,Aloha Browser,164
2024-01-02,Chrome,3915665
2024-01-02,Safari,2125316
2024-01-02,Edge,597540
2024-01-02,Firefox,103329
2024-01-02,Samsung Internet,96492
2024-01-02,Safari (in-app),61083
2024-01-02,Android Webview,39921
2024-01-02,Opera,17495
2024-01-02,Amazon Silk,6361
2024-01-02,Internet Explorer,3379
2024-01-02,Mozilla Compatible Agent,2722
2024-01-02,(not set),2598
2024-01-02,UC Browser,1222
2024-01-02,Opera Mini,1137
2024-01-02,YaBrowser,603
2024-01-02,Whale Browser,449
2024-01-02,Coc Coc,397
2024-01-02,Mozilla,350
2024-01-02,Iron,265
2024-01-02,Aloha Browser,149
2024-01-02,Android Runtime,118
2024-01-01,Chrome,2292628
2024-01-01,Safari,1691860
2024-01-01,Edge,146294
2024-01-01,Samsung Internet,76433
2024-01-01,Safari (in-app),52350
2024-01-01,Firefox,49692
2024-01-01,Android Webview,34147
2024-01-01,Opera,12853
2024-01-01,Amazon Silk,5666
2024-01-01,(not set),2160
2024-01-01,Mozilla Compatible Agent,1578
2024-01-01,UC Browser,1127
2024-01-01,Internet Explorer,1111
2024-01-01,Opera Mini,908
2024-01-01,YaBrowser,496
2024-01-01,Mozilla,345
2024-01-01,Whale Browser,303
2024-01-01,Coc Coc,279
2024-01-01,Aloha Browser,141
2024-01-01,Android Runtime,106
2023-12-31,Chrome,2003012
2023-12-31,Safari,1513920
2023-12-31,Edge,113699
2023-12-31,Samsung Internet,66353
2023-12-31,Safari (in-app),57239
2023-12-31,Firefox,44896
2023-12-31,Android Webview,32410
2023-12-31,Opera,10683
2023-12-31,Amazon Silk,4899
2023-12-31,(not set),2855
2023-12-31,Mozilla Compatible Agent,1596
2023-12-31,UC Browser,939
2023-12-31,Opera Mini,930
2023-12-31,Internet Explorer,619
2023-12-31,YaBrowser,404
2023-12-31,Mozilla,337
2023-12-31,Coc Coc,175
2023-12-31,Aloha Browser,162
2023-12-31,Waterfox,152
2023-12-31,Whale Browser,148
2023-12-31,Android Runtime,137
2023-12-30,Chrome,2299996
2023-12-30,Safari,1745738
2023-12-30,Edge,136398
2023-12-30,Samsung Internet,78708
2023-12-30,Safari (in-app),60248
2023-12-30,Firefox,52295
2023-12-30,Android Webview,34223
2023-12-30,Opera,13107
2023-12-30,Amazon Silk,5720
