date,visits
2024-01-04,7953723
2024-01-03,7313125
2024-01-02,6840577
2024-01-01,4315361
2023-12-31,3936683
2023-12-30,4459528
2023-12-29,5644116
2023-12-28,6052643
2023-12-27,6267619
2023-12-26,5571457
2023-12-25,3629594
2023-12-24,3565335
2023-12-23,4043703
2023-12-22,5408335
2023-12-21,6274727
2023-12-20,6783712
2023-12-19,6972578
2023-12-18,7143728
2023-12-17,4904718
2023-12-16,4925855
2023-12-15,7262216
2023-12-14,7610343
2023-12-13,7890198
2023-12-12,7925442
2023-12-11,7694260
2023-12-10,5195188
2023-12-09,4852435
2023-12-08,6883425
2023-12-07,8359377
2023-12-06,8755721
2023-12-05,8866599
2023-12-04,8794555
2023-12-03,5766607
2023-12-02,5481930
2023-12-01,7473580
2023-11-30,8370737
2023-11-29,8791787
2023-11-28,8857395
2023-11-27,8377506
2023-11-26,5479209
2023-11-25,4853297
2023-11-24,5475722
2023-11-23,5482768
2023-11-22,7504798
2023-11-21,9448606
2023-11-20,9573210
2023-11-19,5443671
2023-11-18,5214095
2023-11-17,7587934
2023-11-16,9359339
2023-11-15,9212993
2023-11-14,9001040
2023-11-13,8878381
2023-11-12,5696118
2023-11-11,5190808
2023-11-10,7328894
2023-11-09,8711962
2023-11-08,8825644
2023-11-07,9045513
2023-11-06,8663586
2023-11-05,6080177
2023-11-04,5452806
2023-11-03,7609346
2023-11-02,8683527
2023-11-01,8935240
2023-10-31,8492329
2023-10-30,9376315
2023-10-29,5388779
2023-10-28,5055787
2023-10-27,7308787
2023-10-26,8284646
2023-10-25,8622897
2023-10-24,8514016
2023-10-23,8191080
2023-10-22,5529909
2023-10-21,5138153
2023-10-20,7326015
2023-10-19,8384011
2023-10-18,8743391
2023-10-17,8917852
2023-10-16,8631466
2023-10-15,5523459
2023-10-14,5336775
2023-10-13,7277438
2023-10-12,8218710
2023-10-11,8315470
2023-10-10,8286117
2023-10-09,7620372
2023-10-08,5457197
2023-10-07,5190794
