date,screen_resolution,visits
2024-01-04,1920x1080,1111512
2024-01-04,390x844,720250
2024-01-04,414x896,348616
2024-01-04,1536x864,322516
2024-01-04,1366x768,315538
2024-01-04,428x926,295072
2024-01-04,1440x900,277811
2024-01-04,1280x720,255465
2024-01-04,412x915,242705
2024-01-04,360x800,242310
2024-01-04,430x932,241089
2024-01-04,375x812,238099
2024-01-04,393x852,229385
2024-01-04,375x667,144404
2024-01-04,393x873,137083
2024-01-04,360x780,118947
2024-01-04,385x854,88382
2024-01-04,1600x900,83295
2024-01-04,412x892,82513
2024-01-04,2560x1440,76131
2024-01-04,810x1080,72074
2024-01-04,1280x960,69329
2024-01-04,384x857,65587
2024-01-04,384x854,65456
2024-01-04,1280x800,64138
2024-01-04,1280x1024,63410
2024-01-04,1920x1200,62292
2024-01-04,320x693,59253
2024-01-04,384x832,54380
2024-01-04,800x600,53656
2024-01-04,1680x1050,52906
2024-01-04,768x1024,51057
2024-01-04,393x851,50397
2024-01-04,412x869,44130
2024-01-04,414x736,42266
2024-01-04,384x824,41747
2024-01-04,360x760,38946
2024-01-04,820x1180,36217
2024-01-04,1728x1117,34661
2024-01-04,1024x768,33477
2024-01-04,320x712,32803
2024-01-04,360x640,31727
2024-01-04,432x960,31580
2024-01-04,412x883,30784
2024-01-04,1470x956,29509
2024-01-04,360x806,29458
2024-01-04,320x568,28521
2024-01-04,1024x1366,25513
2024-01-04,1512x982,24558
2024-01-04,412x846,23515
2024-01-04,360x740,22611
2024-01-04,1536x960,22228
2024-01-04,360x820,21714
2024-01-04,360x720,21671
2024-01-04,834x1194,20658
2024-01-04,2048x1152,20598
2024-01-04,3440x1440,18501
2024-01-04,320x694,16850
2024-01-04,360x772,15799
2024-01-04,432x984,14682
2024-01-04,834x1112,14398
2024-01-04,360x804,13601
2024-01-04,1792x1120,12945
2024-01-04,424x942,12262
2024-01-04,360x825,12189
2024-01-04,320x640,11974
2024-01-04,2560x1080,11467
2024-01-04,360x880,11101
2024-01-04,339x753,11083
2024-01-04,2240x1260,10516
2024-01-04,393x876,10409
2024-01-04,1360x768,10074
2024-01-04,1517x852,9871
2024-01-04,1368x912,9038
2024-01-04,360x803,9029
2024-01-04,1504x1003,8651
2024-01-04,360x796,8552
2024-01-04,377x837,8331
2024-01-04,1360x1020,8109
2024-01-04,800x1280,7581
2024-01-04,412x938,7083
2024-01-04,385x824,7073
2024-01-04,1300x730,6928
2024-01-04,347x772,6553
2024-01-04,1710x1107,6458
2024-01-04,412x918,6164
2024-01-04,360x771,6053
2024-01-04,1440x960,5879
2024-01-04,320x676,5831
2024-01-04,1707x1067,5804
2024-01-04,339x735,5413
2024-01-04,388x861,5216
2024-01-04,1707x960,5126
2024-01-04,376x835,5026
2024-01-04,320x658,4809
2024-01-04,345x883,4628
2024-01-04,393x895,4488
2024-01-04,412x732,4478
2024-01-04,601x962,4304
2024-01-04,744x1133,4299
2024-01-04,485x1076,4177
2024-01-04,1080x1920,3985
2024-01-04,448x998,3842
2024-01-04,320x687,3815
2024-01-04,1800x1169,3801
2024-01-04,424x918,3758
2024-01-04,412x877,3695
2024-01-04,1024x2160,3635
2024-01-04,1536x1024,3543
2024-01-04,320x569,3430
2024-01-04,412x823,3402
2024-01-04,352x781,3375
2024-01-04,320x714,3307
2024-01-04,1098x618,3193
2024-01-04,1241x697,3053
2024-01-04,534x854,3011
2024-01-04,412x1006,2988
2024-01-04,1093x615,2875
2024-01-04,1344x840,2873
2024-01-04,346x768,2734
2024-01-04,1536x865,2686
2024-01-04,388x883,2626
2024-01-04,320x570,2484
2024-01-04,1664x1110,2474
2024-01-04,1500x1000,2419
2024-01-04,393x786,2388
2024-01-04,2752x1152,2360
2024-01-04,1024x1024,2300
2024-01-04,339x756,2291
2024-01-04,915x412,2275
2024-01-04,339x727,2266
2024-01-04,800x1334,2244
2024-01-04,486x1079,2239
2024-01-04,352x800,2219
2024-01-04,2195x1235,2189
2024-01-04,691x829,2120
2024-01-04,1918x975,2078
2024-01-04,320x729,2052
2024-01-04,1494x934,2029
2024-01-04,360x770,2011
2024-01-04,384x811,1994
2024-01-04,3840x1600,1986
2024-01-04,1746x982,1970
2024-01-04,509x1130,1957
2024-01-04,375x833,1950
2024-01-04,601x1007,1902
2024-01-04,393x875,1896
2024-01-04,385x860,1892
2024-01-04,3840x2160,1882
2024-01-04,1152x720,1836
2024-01-04,1187x667,1802
2024-01-04,1334x800,1784
2024-01-04,1600x1200,1719
2024-01-04,3840x1080,1690
2024-01-04,800x360,1689
2024-01-04,320x872,1678
2024-01-04,339x716,1662
2024-01-04,5120x1440,1625
2024-01-04,1280x768,1607
2024-01-04,393x830,1603
2024-01-04,1280x854,1566
2024-01-04,385x833,1551
2024-01-04,407x904,1545
2024-01-04,1024x640,1533
2024-01-04,355x793,1525
2024-01-04,361x722,1512
2024-01-04,1280x832,1499
2024-01-04,412x960,1450
2024-01-04,1366x912,1360
2024-01-04,1280x721,1344
2024-01-04,3008x1692,1340
2024-01-04,1220x1280,1298
2024-01-04,360x792,1295
2024-01-04,962x601,1290
2024-01-04,1600x1600,1279
2024-01-04,2560x1441,1262
2024-01-04,1205x753,1259
2024-01-04,2294x960,1255
2024-01-04,377x816,1207
2024-01-04,424x946,1206
2024-01-04,360x757,1194
2024-01-04,385x811,1142
2024-01-04,2048x1153,1139
2024-01-04,1685x948,1136
2024-01-04,393x808,1133
2024-01-04,491x1091,1104
2024-01-04,1020x635,1098
2024-01-04,1496x967,1094
2024-01-04,360x840,1064
2024-01-04,2000x2000,1062
2024-01-04,385x769,1060
2024-01-04,1352x878,1059
2024-01-04,360x748,1055
2024-01-04,1397x786,1053
2024-01-04,674x842,1051
2024-01-04,1715x965,1050
