date,os,visits
2024-01-04,Windows,2537924
2024-01-04,iOS,2386030
2024-01-04,Android,2001219
2024-01-04,Macintosh,650127
2024-01-04,Linux,201983
2024-01-04,Chrome OS,120983
2024-01-04,(not set),3007
2024-01-04,Fuchsia,167
2024-01-04,Tizen,122
2024-01-03,Windows,2364099
2024-01-03,iOS,2324022
2024-01-03,Android,1834753
2024-01-03,Macintosh,593642
2024-01-03,Linux,189762
2024-01-03,Chrome OS,99137
2024-01-03,(not set),3046
2024-01-03,Fuchsia,182
2024-01-02,iOS,2219659
2024-01-02,Windows,2200772
2024-01-02,Android,1819117
2024-01-02,Macintosh,564601
2024-01-02,Linux,158068
2024-01-02,Chrome OS,69208
2024-01-02,(not set),2733
2024-01-02,Fuchsia,157
2024-01-01,iOS,1787403
2024-01-01,Android,1473089
2024-01-01,Windows,632405
2024-01-01,Macintosh,335491
2024-01-01,Linux,116649
2024-01-01,Chrome OS,25024
2024-01-01,(not set),2214
2024-01-01,Fuchsia,126
2023-12-31,iOS,1610669
2023-12-31,Android,1270014
2023-12-31,Windows,494043
2023-12-31,Macintosh,281051
2023-12-31,Linux,138712
2023-12-31,Chrome OS,18611
2023-12-31,(not set),2439
2023-12-31,Fuchsia,112
2023-12-30,iOS,1849303
2023-12-30,Android,1502087
2023-12-30,Windows,613680
2023-12-30,Macintosh,321504
2023-12-30,Linux,143711
2023-12-30,Chrome OS,21043
2023-12-30,(not set),2270
2023-12-30,Fuchsia,142
2023-12-29,iOS,2038870
2023-12-29,Android,1646795
2023-12-29,Windows,1386730
2023-12-29,Macintosh,397632
2023-12-29,Linux,150319
2023-12-29,Chrome OS,25556
2023-12-29,(not set),2588
2023-12-29,Fuchsia,137
2023-12-28,iOS,2155609
2023-12-28,Android,1802499
2023-12-28,Windows,1673534
2023-12-28,Macintosh,426023
2023-12-28,Linux,151593
2023-12-28,Chrome OS,29361
2023-12-28,(not set),3318
2023-12-28,Fuchsia,149
2023-12-28,Tizen,118
2023-12-27,iOS,2110182
2023-12-27,Android,1808147
2023-12-27,Windows,1674342
2023-12-27,Macintosh,446916
2023-12-27,Linux,159521
2023-12-27,Chrome OS,27413
2023-12-27,(not set),2926
2023-12-27,Fuchsia,124
2023-12-27,Tizen,115
2023-12-26,iOS,2003892
2023-12-26,Android,1679052
2023-12-26,Windows,1299401
2023-12-26,Macintosh,378630
2023-12-26,Linux,162295
2023-12-26,Chrome OS,23966
2023-12-26,(not set),2487
2023-12-26,Fuchsia,130
2023-12-26,Tizen,101
2023-12-25,iOS,1413001
2023-12-25,Android,1262364
2023-12-25,Windows,452622
2023-12-25,Macintosh,215124
2023-12-25,Linux,152667
2023-12-25,Chrome OS,11967
2023-12-25,(not set),2180
2023-12-24,iOS,1494312
2023-12-24,Android,1213245
2023-12-24,Windows,416244
2023-12-24,Macintosh,228644
2023-12-24,Linux,152555
2023-12-24,Chrome OS,13517
2023-12-24,(not set),5330
2023-12-24,Fuchsia,121
2023-12-23,iOS,1701652
2023-12-23,Android,1390628
2023-12-23,Windows,526773
2023-12-23,Macintosh,274666
2023-12-23,Linux,147267
2023-12-23,Chrome OS,16725
2023-12-23,(not set),3837
2023-12-23,Fuchsia,135
2023-12-22,iOS,1907593
2023-12-22,Android,1549903
2023-12-22,Windows,1380992
2023-12-22,Macintosh,396627
2023-12-22,Linux,157191
2023-12-22,Chrome OS,37711
