date,browser,os_version,visits
2024-01-04,Internet Explorer,8,877
2024-01-04,Internet Explorer,10,396
2024-01-03,Internet Explorer,8,975
2024-01-03,Internet Explorer,10,454
2024-01-02,Internet Explorer,8,996
2024-01-02,Internet Explorer,10,392
2024-01-01,Internet Explorer,10,253
2024-01-01,Internet Explorer,8,223
2023-12-31,Internet Explorer,8,263
2023-12-31,Internet Explorer,10,116
2023-12-30,Internet Explorer,8,323
2023-12-29,Internet Explorer,2000,2384
2023-12-29,Internet Explorer,8,717
2023-12-29,Internet Explorer,10,264
2023-12-28,Internet Explorer,8,928
2023-12-28,Internet Explorer,10,317
2023-12-27,Internet Explorer,8,919
2023-12-27,Internet Explorer,10,336
2023-12-26,Internet Explorer,2000,1640
2023-12-26,Internet Explorer,8,719
2023-12-26,Internet Explorer,10,289
2023-12-25,Internet Explorer,2000,4730
2023-12-25,Internet Explorer,10,347
2023-12-25,Internet Explorer,8,190
2023-12-24,Internet Explorer,2000,1652
2023-12-24,Internet Explorer,8,182
2023-12-24,Internet Explorer,10,141
2023-12-23,Internet Explorer,8,303
2023-12-23,Internet Explorer,10,106
2023-12-22,Internet Explorer,8,808
2023-12-22,Internet Explorer,10,322
2023-12-21,Internet Explorer,8,968
2023-12-21,Internet Explorer,10,405
2023-12-20,Internet Explorer,8,1016
2023-12-20,Internet Explorer,10,427
2023-12-19,Internet Explorer,8,1072
2023-12-19,Internet Explorer,10,419
2023-12-18,Internet Explorer,8,1029
2023-12-18,Internet Explorer,10,476
2023-12-17,Internet Explorer,8,249
2023-12-17,Internet Explorer,10,172
2023-12-16,Internet Explorer,8,407
2023-12-15,Internet Explorer,8,888
2023-12-15,Internet Explorer,10,379
2023-12-14,Internet Explorer,8,1037
2023-12-14,Internet Explorer,10,434
2023-12-13,Internet Explorer,8,1036
2023-12-13,Internet Explorer,10,454
2023-12-12,Internet Explorer,8,1159
2023-12-12,Internet Explorer,10,489
2023-12-11,Internet Explorer,8,990
2023-12-11,Internet Explorer,10,511
2023-12-10,Internet Explorer,8,253
2023-12-10,Internet Explorer,10,136
2023-12-09,Internet Explorer,8,419
2023-12-09,Internet Explorer,10,166
2023-12-08,Internet Explorer,8,983
2023-12-08,Internet Explorer,10,433
2023-12-07,Internet Explorer,8,1029
2023-12-07,Internet Explorer,10,480
2023-12-06,Internet Explorer,8,1035
2023-12-06,Internet Explorer,10,458
2023-12-05,Internet Explorer,8,1066
2023-12-05,Internet Explorer,10,439
2023-12-04,Internet Explorer,8,753
2023-12-04,Internet Explorer,10,492
2023-12-03,Internet Explorer,8,189
2023-12-03,Internet Explorer,10,137
2023-12-02,Internet Explorer,8,280
2023-12-01,Internet Explorer,8,739
2023-12-01,Internet Explorer,10,389
2023-11-30,Internet Explorer,8,802
2023-11-30,Internet Explorer,10,427
2023-11-29,Internet Explorer,8,725
2023-11-29,Internet Explorer,10,505
2023-11-28,Internet Explorer,8,789
2023-11-28,Internet Explorer,10,471
2023-11-27,Internet Explorer,8,696
2023-11-27,Internet Explorer,10,443
2023-11-26,Internet Explorer,8,174
2023-11-26,Internet Explorer,10,149
2023-11-25,Internet Explorer,8,192
2023-11-25,Internet Explorer,10,109
2023-11-24,Internet Explorer,8,305
2023-11-24,Internet Explorer,10,213
2023-11-23,Internet Explorer,8,359
2023-11-23,Internet Explorer,10,245
2023-11-22,Internet Explorer,8,910
2023-11-22,Internet Explorer,10,419
2023-11-21,Internet Explorer,8,902
2023-11-21,Internet Explorer,10,488
2023-11-20,Internet Explorer,8,835
2023-11-20,Internet Explorer,10,529
2023-11-19,Internet Explorer,8,281
2023-11-19,Internet Explorer,10,134
2023-11-18,Internet Explorer,8,409
2023-11-18,Internet Explorer,10,132
2023-11-17,Internet Explorer,8,952
2023-11-17,Internet Explorer,10,423
2023-11-16,Internet Explorer,8,1004
2023-11-16,Internet Explorer,10,520
2023-11-15,Internet Explorer,8,1003
2023-11-15,Internet Explorer,10,523
2023-11-14,Internet Explorer,8,1063
2023-11-14,Internet Explorer,10,459
2023-11-13,Internet Explorer,8,713
2023-11-13,Internet Explorer,10,560
2023-11-12,Internet Explorer,8,269
2023-11-12,Internet Explorer,10,152
2023-11-11,Internet Explorer,8,276
2023-11-11,Internet Explorer,10,113
2023-11-10,Internet Explorer,8,819
2023-11-10,Internet Explorer,10,432
2023-11-09,Internet Explorer,8,1040
2023-11-09,Internet Explorer,10,406
2023-11-08,Internet Explorer,8,1073
2023-11-08,Internet Explorer,10,474
2023-11-07,Internet Explorer,8,1087
2023-11-07,Internet Explorer,10,465
2023-11-06,Internet Explorer,8,999
2023-11-06,Internet Explorer,10,627
2023-11-05,Internet Explorer,8,219
2023-11-05,Internet Explorer,10,133
2023-11-04,Internet Explorer,8,251
2023-11-04,Internet Explorer,10,128
2023-11-03,Internet Explorer,8,848
2023-11-03,Internet Explorer,10,420
2023-11-02,Internet Explorer,8,847
2023-11-02,Internet Explorer,10,510
2023-11-01,Internet Explorer,8,798
2023-11-01,Internet Explorer,10,557
2023-10-31,Internet Explorer,8,902
2023-10-31,Internet Explorer,10,406
2023-10-30,Internet Explorer,8,683
2023-10-30,Internet Explorer,10,637
2023-10-29,Internet Explorer,8,208
2023-10-29,Internet Explorer,10,170
2023-10-28,Internet Explorer,2000,474
2023-10-28,Internet Explorer,8,242
2023-10-28,Internet Explorer,10,115
2023-10-27,Internet Explorer,8,754
2023-10-27,Internet Explorer,10,431
2023-10-26,Internet Explorer,8,866
2023-10-26,Internet Explorer,10,505
2023-10-25,Internet Explorer,8,910
2023-10-25,Internet Explorer,10,511
2023-10-24,Internet Explorer,8,960
2023-10-24,Internet Explorer,10,582
2023-10-23,Internet Explorer,8,757
2023-10-23,Internet Explorer,10,647
2023-10-22,Internet Explorer,8,190
2023-10-22,Internet Explorer,10,173
2023-10-21,Internet Explorer,8,241
2023-10-21,Internet Explorer,10,123
2023-10-20,Internet Explorer,8,747
2023-10-20,Internet Explorer,10,462
2023-10-19,Internet Explorer,8,818
2023-10-19,Internet Explorer,10,589
2023-10-18,Internet Explorer,8,866
2023-10-18,Internet Explorer,10,567
2023-10-17,Internet Explorer,8,926
2023-10-17,Internet Explorer,10,555
2023-10-16,Internet Explorer,10,828
2023-10-16,Internet Explorer,8,797
2023-10-15,Internet Explorer,8,197
2023-10-15,Internet Explorer,10,125
2023-10-14,Internet Explorer,2000,308
2023-10-14,Internet Explorer,8,306
2023-10-14,Internet Explorer,10,161
2023-10-13,Internet Explorer,8,855
2023-10-13,Internet Explorer,10,503
2023-10-12,Internet Explorer,8,931
2023-10-12,Internet Explorer,10,569
2023-10-11,Internet Explorer,8,1082
2023-10-11,Internet Explorer,10,635
2023-10-10,Internet Explorer,8,1047
2023-10-10,Internet Explorer,10,523
2023-10-09,Internet Explorer,8,1131
2023-10-09,Internet Explorer,10,675
2023-10-08,Internet Explorer,8,241
2023-10-08,Internet Explorer,10,160
2023-10-07,Internet Explorer,8,308
2023-10-07,Internet Explorer,10,198
