date,language,visits
2024-01-04,English,6389975
2024-01-04,Spanish,1319568
2024-01-04,Chinese,57256
2024-01-04,French,20383
2024-01-04,German,13467
2024-01-04,Portuguese,13021
2024-01-04,Korean,12772
2024-01-04,Russian,8631
2024-01-04,Japanese,8326
2024-01-04,Arabic,7904
2024-01-04,Italian,7880
2024-01-04,Turkish,6884
2024-01-04,Dutch,5062
2024-01-04,Vietnamese,4535
2024-01-04,Indonesian,4383
2024-01-04,Polish,4236
2024-01-04,Swedish,3592
2024-01-04,Catalan,3568
2024-01-04,Thai,2699
2024-01-04,Greek,2667
2024-01-04,Norwegian Bokmål,2292
2024-01-04,Danish,2150
2024-01-04,Romanian,2079
2024-01-04,Hebrew,1963
2024-01-04,Ukrainian,1897
2024-01-04,Czech,1752
2024-01-04,Hungarian,1592
2024-01-04,Finnish,1442
2024-01-04,(other),1060
2024-01-04,Persian,1046
2024-01-04,Croatian,988
2024-01-04,Hindi,966
2024-01-04,Slovak,923
2024-01-04,Serbian,664
2024-01-04,Slovenian,638
2024-01-04,Bulgarian,561
2024-01-04,Lithuanian,395
2024-01-04,Malay,289
2024-01-04,Estonian,251
2024-01-04,Latvian,242
2024-01-04,Bengali,187
2024-01-04,Marathi,180
2024-01-04,Tamil,167
2024-01-04,Galician,156
2024-01-04,Afrikaans,150
2024-01-04,Bosnian,145
2024-01-04,Central Khmer,142
2024-01-04,Georgian,142
2024-01-04,Azerbaijani,133
2024-01-04,Basque,131
2024-01-04,Uzbek,130
2024-01-04,Albanian,129
2024-01-04,Malayalam,121
2024-01-04,Gujarati,104
2024-01-04,Telugu,97
2024-01-04,Amharic,87
2024-01-04,Macedonian,84
2024-01-04,Icelandic,73
2024-01-04,Panjabi,73
2024-01-04,Kannada,66
2024-01-04,Welsh,66
2024-01-04,Burmese,57
2024-01-04,Irish,39
2024-01-04,Urdu,39
2024-01-04,Mongolian,38
2024-01-04,Nepali,36
2024-01-04,Armenian,25
2024-01-04,Gaelic,23
2024-01-04,Maori,22
2024-01-04,Sinhala,21
2024-01-04,Swahili,20
