date,browser,visits
2024-01-04,Internet Explorer,3512
2024-01-03,Internet Explorer,3603
2024-01-02,Internet Explorer,3379
2024-01-01,Internet Explorer,1111
2023-12-31,Internet Explorer,619
2023-12-30,Internet Explorer,657
2023-12-29,Internet Explorer,4628
2023-12-28,Internet Explorer,2698
2023-12-27,Internet Explorer,2680
2023-12-26,Internet Explorer,3583
2023-12-25,Internet Explorer,5872
2023-12-24,Internet Explorer,2212
2023-12-23,Internet Explorer,601
2023-12-22,Internet Explorer,2311
2023-12-21,Internet Explorer,3197
2023-12-20,Internet Explorer,3486
2023-12-19,Internet Explorer,3632
2023-12-18,Internet Explorer,3991
2023-12-17,Internet Explorer,761
2023-12-16,Internet Explorer,804
2023-12-15,Internet Explorer,3019
2023-12-14,Internet Explorer,3710
2023-12-13,Internet Explorer,3570
2023-12-12,Internet Explorer,4095
2023-12-11,Internet Explorer,4290
2023-12-10,Internet Explorer,805
2023-12-09,Internet Explorer,917
2023-12-08,Internet Explorer,3076
2023-12-07,Internet Explorer,3887
2023-12-06,Internet Explorer,3964
2023-12-05,Internet Explorer,4056
2023-12-04,Internet Explorer,3760
2023-12-03,Internet Explorer,770
2023-12-02,Internet Explorer,785
2023-12-01,Internet Explorer,3071
2023-11-30,Internet Explorer,3685
2023-11-29,Internet Explorer,3897
2023-11-28,Internet Explorer,4264
2023-11-27,Internet Explorer,4079
2023-11-26,Internet Explorer,738
2023-11-25,Internet Explorer,652
2023-11-24,Internet Explorer,1239
2023-11-23,Internet Explorer,1221
2023-11-22,Internet Explorer,3263
2023-11-21,Internet Explorer,3894
2023-11-20,Internet Explorer,3970
2023-11-19,Internet Explorer,888
2023-11-18,Internet Explorer,958
2023-11-17,Internet Explorer,3767
2023-11-16,Internet Explorer,4675
2023-11-15,Internet Explorer,4639
2023-11-14,Internet Explorer,4598
2023-11-13,Internet Explorer,4246
2023-11-12,Internet Explorer,860
2023-11-11,Internet Explorer,778
2023-11-10,Internet Explorer,2889
2023-11-09,Internet Explorer,4197
2023-11-08,Internet Explorer,4506
2023-11-07,Internet Explorer,4305
2023-11-06,Internet Explorer,4444
2023-11-05,Internet Explorer,815
2023-11-04,Internet Explorer,838
2023-11-03,Internet Explorer,3671
2023-11-02,Internet Explorer,4773
2023-11-01,Internet Explorer,4720
2023-10-31,Internet Explorer,4522
2023-10-30,Internet Explorer,4786
2023-10-29,Internet Explorer,1047
2023-10-28,Internet Explorer,1423
2023-10-27,Internet Explorer,3715
2023-10-26,Internet Explorer,4492
2023-10-25,Internet Explorer,4887
2023-10-24,Internet Explorer,4838
2023-10-23,Internet Explorer,5066
2023-10-22,Internet Explorer,1004
2023-10-21,Internet Explorer,1061
2023-10-20,Internet Explorer,3902
2023-10-19,Internet Explorer,4720
2023-10-18,Internet Explorer,4809
2023-10-17,Internet Explorer,5114
2023-10-16,Internet Explorer,5155
2023-10-15,Internet Explorer,954
2023-10-14,Internet Explorer,1493
2023-10-13,Internet Explorer,4054
2023-10-12,Internet Explorer,4841
2023-10-11,Internet Explorer,5193
2023-10-10,Internet Explorer,5011
2023-10-09,Internet Explorer,4511
2023-10-08,Internet Explorer,1082
2023-10-07,Internet Explorer,1255
