date,browser,os_version,visits
2024-01-04,Internet Explorer,2000,67956
2024-01-04,Internet Explorer,8,474
2024-01-04,Internet Explorer,7,365
2024-01-04,Internet Explorer,10,318
2024-01-03,Internet Explorer,2000,48958
2024-01-03,Internet Explorer,8,554
2024-01-03,Internet Explorer,7,372
2024-01-03,Internet Explorer,10,347
2024-01-02,Internet Explorer,2000,32888
2024-01-02,Internet Explorer,8,551
2024-01-02,Internet Explorer,7,363
2024-01-02,Internet Explorer,10,345
2024-01-01,Internet Explorer,2000,52850
2024-01-01,Internet Explorer,8,538
2024-01-01,Internet Explorer,7,373
2024-01-01,Internet Explorer,10,176
2023-12-31,Internet Explorer,2000,7569
2023-12-31,Internet Explorer,8,574
2023-12-31,Internet Explorer,7,371
2023-12-31,Internet Explorer,10,187
2023-12-30,Internet Explorer,2000,32032
2023-12-30,Internet Explorer,8,525
2023-12-30,Internet Explorer,7,375
2023-12-30,Internet Explorer,10,161
2023-12-29,Internet Explorer,2000,27081
2023-12-29,Internet Explorer,8,611
2023-12-29,Internet Explorer,7,360
2023-12-29,Internet Explorer,10,255
2023-12-28,Internet Explorer,2000,70311
2023-12-28,Internet Explorer,8,542
2023-12-28,Internet Explorer,7,355
2023-12-28,Internet Explorer,10,304
2023-12-27,Internet Explorer,2000,38117
2023-12-27,Internet Explorer,8,574
2023-12-27,Internet Explorer,7,377
2023-12-27,Internet Explorer,10,296
2023-12-26,Internet Explorer,2000,27014
2023-12-26,Internet Explorer,8,632
2023-12-26,Internet Explorer,7,398
2023-12-26,Internet Explorer,10,279
2023-12-25,Internet Explorer,2000,54733
2023-12-25,Internet Explorer,8,674
2023-12-25,Internet Explorer,7,375
2023-12-25,Internet Explorer,10,157
2023-12-24,Internet Explorer,2000,19996
2023-12-24,Internet Explorer,8,689
2023-12-24,Internet Explorer,7,377
2023-12-24,Internet Explorer,10,179
2023-12-23,Internet Explorer,2000,68852
2023-12-23,Internet Explorer,8,696
2023-12-23,Internet Explorer,7,376
2023-12-23,Internet Explorer,10,173
2023-12-22,Internet Explorer,2000,68046
2023-12-22,Internet Explorer,8,652
2023-12-22,Internet Explorer,7,374
2023-12-22,Internet Explorer,10,317
2023-12-21,Internet Explorer,2000,15725
2023-12-21,Internet Explorer,8,767
2023-12-21,Internet Explorer,10,382
2023-12-21,Internet Explorer,7,370
2023-12-20,Internet Explorer,2000,25195
2023-12-20,Internet Explorer,8,881
2023-12-20,Internet Explorer,7,369
2023-12-20,Internet Explorer,10,344
2023-12-19,Internet Explorer,2000,10550
2023-12-19,Internet Explorer,8,821
2023-12-19,Internet Explorer,7,383
2023-12-19,Internet Explorer,10,354
2023-12-18,Internet Explorer,8,737
2023-12-18,Internet Explorer,7,359
2023-12-18,Internet Explorer,10,279
2023-12-17,Internet Explorer,8,536
2023-12-17,Internet Explorer,7,375
2023-12-17,Internet Explorer,10,145
2023-12-16,Internet Explorer,8,534
2023-12-16,Internet Explorer,7,383
2023-12-16,Internet Explorer,10,185
2023-12-15,Internet Explorer,8,541
2023-12-15,Internet Explorer,7,370
2023-12-15,Internet Explorer,10,342
2023-12-14,Internet Explorer,8,605
2023-12-14,Internet Explorer,10,397
2023-12-14,Internet Explorer,7,372
2023-12-13,Internet Explorer,8,520
2023-12-13,Internet Explorer,10,381
2023-12-13,Internet Explorer,7,373
2023-12-12,Internet Explorer,8,506
2023-12-12,Internet Explorer,10,401
2023-12-12,Internet Explorer,7,368
2023-12-11,Internet Explorer,8,432
2023-12-11,Internet Explorer,7,369
2023-12-11,Internet Explorer,10,363
2023-12-10,Internet Explorer,7,380
2023-12-10,Internet Explorer,8,336
2023-12-10,Internet Explorer,10,190
