date,browser,os_version,visits
2024-01-04,Chrome,10,204517
2024-01-04,Edge,10,82795
2024-01-04,Chrome,11,69600
2024-01-04,Internet Explorer,2000,67956
2024-01-04,Edge,11,33842
2024-01-04,Firefox,10,27786
2024-01-04,Chrome,8,10491
2024-01-04,Chrome,7,7294
2024-01-04,Firefox,7,2081
2024-01-04,Chrome,8.1,1506
2024-01-04,Opera,10,1133
2024-01-04,Edge,7,725
2024-01-04,Internet Explorer,8,474
2024-01-04,Firefox,8.1,398
2024-01-04,Internet Explorer,7,365
2024-01-04,Internet Explorer,10,318
2024-01-04,Edge,8.1,309
2024-01-04,Firefox,XP,186
2024-01-04,Firefox,8,110
2024-01-04,Chrome,XP,102
2024-01-03,Chrome,10,196575
2024-01-03,Edge,10,79892
2024-01-03,Chrome,11,66182
2024-01-03,Internet Explorer,2000,48958
2024-01-03,Edge,11,32867
2024-01-03,Firefox,10,28479
2024-01-03,Chrome,8,8796
2024-01-03,Chrome,7,7095
2024-01-03,Firefox,7,2028
2024-01-03,Chrome,8.1,1526
2024-01-03,Opera,10,1096
2024-01-03,Edge,7,709
2024-01-03,Internet Explorer,8,554
2024-01-03,Firefox,8.1,376
2024-01-03,Internet Explorer,7,372
2024-01-03,Internet Explorer,10,347
2024-01-03,Edge,8.1,309
2024-01-03,Firefox,XP,181
2024-01-03,Chrome,XP,142
2024-01-03,Firefox,8,133
2024-01-02,Chrome,10,189393
2024-01-02,Edge,10,75437
2024-01-02,Chrome,11,73280
2024-01-02,Edge,11,33355
2024-01-02,Internet Explorer,2000,32888
2024-01-02,Firefox,10,27999
2024-01-02,Chrome,8,8811
2024-01-02,Chrome,7,7059
2024-01-02,Firefox,7,2062
2024-01-02,Chrome,8.1,1832
2024-01-02,Opera,10,1192
2024-01-02,Edge,7,735
2024-01-02,Internet Explorer,8,551
2024-01-02,Firefox,8.1,399
2024-01-02,Internet Explorer,7,363
2024-01-02,Internet Explorer,10,345
2024-01-02,Edge,8.1,312
2024-01-02,Firefox,XP,200
2024-01-02,Firefox,8,148
2024-01-02,Chrome,XP,111
2024-01-01,Chrome,10,119104
2024-01-01,Chrome,11,58652
2024-01-01,Internet Explorer,2000,52850
2024-01-01,Edge,10,49216
2024-01-01,Edge,11,32259
2024-01-01,Firefox,10,26767
2024-01-01,Chrome,8,8583
2024-01-01,Chrome,7,7654
2024-01-01,Firefox,7,2584
2024-01-01,Chrome,8.1,2119
2024-01-01,Opera,10,1645
2024-01-01,Edge,7,884
2024-01-01,Internet Explorer,8,538
2024-01-01,Firefox,8.1,517
2024-01-01,Edge,8.1,451
2024-01-01,Internet Explorer,7,373
2024-01-01,Firefox,XP,251
2024-01-01,Firefox,8,177
2024-01-01,Internet Explorer,10,176
2024-01-01,Chrome,XP,171
2024-01-01,Chrome,Vista,120
2024-01-01,YaBrowser,10,103
2023-12-31,Chrome,10,110089
2023-12-31,Chrome,11,58102
2023-12-31,Edge,10,48497
2023-12-31,Edge,11,31628
2023-12-31,Firefox,10,27166
2023-12-31,Chrome,7,7924
2023-12-31,Internet Explorer,2000,7569
2023-12-31,Chrome,8,5821
2023-12-31,Firefox,7,2936
2023-12-31,Chrome,8.1,2132
2023-12-31,Opera,10,1497
2023-12-31,Edge,7,933
2023-12-31,Internet Explorer,8,574
2023-12-31,Firefox,8.1,567
2023-12-31,Edge,8.1,469
2023-12-31,Internet Explorer,7,371
2023-12-31,Firefox,XP,230
2023-12-31,Internet Explorer,10,187
2023-12-31,Chrome,XP,163
2023-12-31,Firefox,8,159
2023-12-31,Vivaldi,10,155
2023-12-31,Chrome,Vista,138
2023-12-31,Firefox,Vista,128
2023-12-31,Opera,7,123
2023-12-31,YaBrowser,10,116
2023-12-30,Chrome,10,116012
2023-12-30,Chrome,11,56209
2023-12-30,Edge,10,49844
2023-12-30,Internet Explorer,2000,32032
2023-12-30,Edge,11,31340
2023-12-30,Firefox,10,27214
2023-12-30,Chrome,8,9306
2023-12-30,Chrome,7,7868
2023-12-30,Firefox,7,2861
2023-12-30,Chrome,8.1,2070
2023-12-30,Opera,10,1404
2023-12-30,Edge,7,913
2023-12-30,Internet Explorer,8,525
2023-12-30,Firefox,8.1,516
2023-12-30,Edge,8.1,458
2023-12-30,Internet Explorer,7,375
2023-12-30,Firefox,XP,218
2023-12-30,Firefox,8,176
2023-12-30,Chrome,XP,171
2023-12-30,Internet Explorer,10,161
2023-12-30,Chrome,Vista,127
2023-12-30,Firefox,Vista,108
2023-12-30,Opera,7,107
2023-12-29,Chrome,10,170260
2023-12-29,Edge,10,67357
2023-12-29,Chrome,11,64572
2023-12-29,Edge,11,32408
2023-12-29,Firefox,10,29237
2023-12-29,Internet Explorer,2000,27081
2023-12-29,Chrome,8,9460
2023-12-29,Chrome,7,8467
2023-12-29,Firefox,7,2616
2023-12-29,Chrome,8.1,2094
2023-12-29,Opera,10,1515
2023-12-29,Edge,7,870
2023-12-29,Internet Explorer,8,611
2023-12-29,Firefox,8.1,474
2023-12-29,Edge,8.1,445
2023-12-29,Internet Explorer,7,360
2023-12-29,Internet Explorer,10,255
2023-12-29,Firefox,XP,227
2023-12-29,Chrome,XP,164
2023-12-29,Firefox,8,136
2023-12-29,YaBrowser,10,125
2023-12-29,Opera,7,120
2023-12-29,Chrome,Vista,113
2023-12-29,Firefox,Vista,102
2023-12-28,Chrome,10,176571
2023-12-28,Internet Explorer,2000,70311
2023-12-28,Edge,10,67785
2023-12-28,Chrome,11,64594
2023-12-28,Edge,11,34019
2023-12-28,Firefox,10,28058
2023-12-28,Chrome,8,9413
2023-12-28,Chrome,7,7275
2023-12-28,Firefox,7,2586
2023-12-28,Chrome,8.1,2089
2023-12-28,Opera,10,1270
2023-12-28,Edge,7,823
2023-12-28,Internet Explorer,8,542
2023-12-28,Firefox,8.1,449
2023-12-28,Edge,8.1,379
2023-12-28,Internet Explorer,7,355
2023-12-28,Internet Explorer,10,304
2023-12-28,Firefox,XP,210
2023-12-28,Chrome,XP,162
2023-12-28,Firefox,8,138
2023-12-28,YaBrowser,10,126
2023-12-28,Opera,7,114
2023-12-28,Chrome,Vista,112
2023-12-27,Chrome,10,177250
2023-12-27,Edge,10,68070
2023-12-27,Chrome,11,64371
2023-12-27,Internet Explorer,2000,38117
2023-12-27,Edge,11,33899
2023-12-27,Firefox,10,27535
2023-12-27,Chrome,8,9606
2023-12-27,Chrome,7,6981
2023-12-27,Firefox,7,2583
2023-12-27,Chrome,8.1,2123
2023-12-27,Opera,10,1304
2023-12-27,Edge,7,923
2023-12-27,Internet Explorer,8,574
2023-12-27,Firefox,8.1,479
2023-12-27,Edge,8.1,444
2023-12-27,Internet Explorer,7,377
2023-12-27,Internet Explorer,10,296
2023-12-27,Firefox,XP,234
2023-12-27,YaBrowser,10,178
2023-12-27,Chrome,XP,163
2023-12-27,Firefox,8,147
2023-12-27,Opera,7,130
2023-12-27,Vivaldi,10,125
2023-12-27,Chrome,Vista,119
2023-12-27,Firefox,Vista,107
2023-12-26,Chrome,10,138789
2023-12-26,Edge,10,62166
2023-12-26,Chrome,11,57790
2023-12-26,Edge,11,31582
2023-12-26,Internet Explorer,2000,27014
2023-12-26,Firefox,10,26062
2023-12-26,Chrome,8,9508
2023-12-26,Chrome,7,7214
2023-12-26,Firefox,7,2527
2023-12-26,Chrome,8.1,2163
2023-12-26,Opera,10,1152
2023-12-26,Edge,7,844
2023-12-26,Internet Explorer,8,632
2023-12-26,Firefox,8.1,494
2023-12-26,Edge,8.1,408
2023-12-26,Internet Explorer,7,398
2023-12-26,Internet Explorer,10,279
2023-12-26,Firefox,XP,227
2023-12-26,Firefox,8,152
2023-12-26,Opera,7,151
2023-12-26,YaBrowser,10,150
2023-12-26,Chrome,XP,136
2023-12-26,Vivaldi,10,131
2023-12-26,Chrome,Vista,117
2023-12-25,Chrome,10,94365
2023-12-25,Internet Explorer,2000,54733
2023-12-25,Chrome,11,45883
2023-12-25,Edge,10,43960
2023-12-25,Edge,11,29283
2023-12-25,Firefox,10,23628
2023-12-25,Chrome,8,9436
2023-12-25,Chrome,7,7211
2023-12-25,Firefox,7,2539
2023-12-25,Chrome,8.1,2037
2023-12-25,Opera,10,1191
2023-12-25,Edge,7,865
