domain,visits,users,pageviews,pageviews_per_session,avg_session_duration,bounce_rate
forecast.weather.gov,12868212,4505976,24074736,1.8708687733773737,228.00392369583727,0.20319023342170614
www.weather.gov,6623347,3275261,13905306,2.0994379427802894,227.02834964838229,0.14975842274306328
radar.weather.gov,3654695,2707806,18372784,5.0271729925479418,571.25785331962174,0.44417605299484636
www.nhc.noaa.gov,1344509,615622,2439358,1.8143113954610939,303.15831743896263,0.61734209291272879
www.cbp.gov,1270770,1157982,2069149,1.6282639659419091,147.92316739238885,0.23095209990792984
www.census.gov,1113118,965254,1989094,1.7869569982697253,133.3211139699888,0.34511704958503953
www.time.gov,819779,431155,83870873,102.30912599615262,7064.4114058668038,0.15257892675952908
aviationweather.gov,785404,498010,1771103,2.2550216194468069,282.07954601318556,0.467401490188489
www.noaa.gov,771826,525539,826626,1.0710004586525979,124.81498723338296,0.32580659371412729
time.gov,520672,230016,75202501,144.4335416538627,10594.448841986121,0.22056688279761538
www.spc.noaa.gov,519061,192629,5431597,10.464274911811907,2411.9360759835672,0.11725982110002485
www.star.nesdis.noaa.gov,497112,232799,2817391,5.6675175815510386,860.56752382606123,0.18713891436939764
www.ndbc.noaa.gov,387457,184759,884220,2.2821113052545186,454.0392308279886,0.23208768973073141
www.trade.gov,381818,351908,528818,1.3850001833334207,143.2469659241367,0.50836524207868672
www.wpc.ncep.noaa.gov,309202,160897,594521,1.922759231829031,229.16174690169856,0.14162262857290703
www.uspto.gov,288624,215425,356881,1.2364910748932867,135.89049526281588,0.2943448916237042
bwt.cbp.gov,283283,184683,532299,1.8790361581881017,266.23618302876281,0.18041675638848784
help.cbp.gov,231127,221719,266098,1.1513064246063853,147.27843563585819,0.214384299540945
careers.cbp.gov,228508,211536,289434,1.2666252385036847,100.98924927476065,0.324496297722618
tidesandcurrents.noaa.gov,225460,179766,726166,3.2208196575889292,261.04177333485757,0.54052160028386409
