date,visits
2024-01-04,4582007
2024-01-03,4218367
2024-01-02,3894630
2024-01-01,2847351
2023-12-31,2464349
2023-12-30,2674603
2023-12-29,3058073
2023-12-28,3346928
2023-12-27,3279740
2023-12-26,3226432
2023-12-25,2614102
2023-12-24,2639735
2023-12-23,2694878
2023-12-22,3049918
2023-12-21,3065150
2023-12-20,3194958
2023-12-19,3272088
2023-12-18,4040479
2023-12-17,3209532
2023-12-16,2771454
2023-12-15,3086780
2023-12-14,3214961
2023-12-13,3256913
2023-12-12,3089136
2023-12-11,3504839
2023-12-10,3380956
2023-12-09,3208607
2023-12-08,3330790
2023-12-07,3408121
2023-12-06,3526248
2023-12-05,3428359
2023-12-04,3530235
2023-12-03,2897152
2023-12-02,2875809
2023-12-01,3547602
2023-11-30,3836350
2023-11-29,3561458
2023-11-28,3575299
2023-11-27,3473033
2023-11-26,2919121
2023-11-25,2732275
2023-11-24,2894966
2023-11-23,2450946
2023-11-22,3005553
2023-11-21,3628413
2023-11-20,3939785
2023-11-19,2832830
2023-11-18,2858438
2023-11-17,3552362
2023-11-16,3807924
2023-11-15,3679397
2023-11-14,3498195
2023-11-13,3543178
2023-11-12,2673908
2023-11-11,2635630
2023-11-10,3001350
2023-11-09,3389333
2023-11-08,3512001
2023-11-07,3540534
2023-11-06,3625196
2023-11-05,2920129
2023-11-04,2527775
2023-11-03,3154358
2023-11-02,3434958
2023-11-01,3607391
2023-10-31,3822675
2023-10-30,3996793
2023-10-29,3365083
2023-10-28,3274723
2023-10-27,3777810
2023-10-26,4096088
2023-10-25,4445302
2023-10-24,4189764
2023-10-23,3958889
2023-10-22,3183139
2023-10-21,3129220
2023-10-20,3904114
2023-10-19,4017184
2023-10-18,3770479
2023-10-17,3666703
2023-10-16,3695722
2023-10-15,2887115
2023-10-14,2947008
2023-10-13,3694026
2023-10-12,4148686
2023-10-11,4216564
2023-10-10,4114603
2023-10-09,3662460
2023-10-08,2838025
2023-10-07,2997636
